# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1354] CENTERVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1354
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.92  1.51  4.50  3.43  4.90  7.00  3.70  5.55  1.56  4.41  1.34  0.43 39.25
 1952  0.71  0.99  2.99  3.25  2.69  8.66  2.74  5.22  0.99  0.00  1.92  1.34 31.50
 1953  0.60  2.15  4.20  2.63  1.25  2.75  1.92  0.37  1.16  0.32  0.55  1.42 19.32
 1954  0.13  1.11  2.26  5.75  2.39  2.17  0.88  8.08  1.73  8.41  0.15  0.51 33.57
 1955  2.21  1.62  1.11  3.70  3.11  3.02  3.90  3.13  3.71  1.60  0.30  0.10 27.51
 1956  0.15  0.98  0.60  1.28  1.25  2.63  4.59  6.89  2.14  0.52  1.15  0.91 23.09
 1957  0.75  0.00  2.82  8.91  2.65  4.67  5.43  2.91  2.30  2.59  1.74  2.38 37.15
 1958  0.97  1.26  0.37  2.18  2.01  2.59  8.94  3.40  5.98  1.24  1.95  0.50 31.39
 1959  1.28  1.43  4.14  3.74  4.55  2.86  3.18  6.08  6.12  3.56  0.34  1.57 38.85
 1960  2.94  1.44  2.14  3.07  6.18  6.06  2.28  1.20  2.46  2.76  1.00  0.55 32.08
 1961  0.41  1.46  7.13  2.55  2.29  1.81  5.84  1.96 10.74  3.19  5.19  2.45 45.02
 1962  2.61  1.32  1.16  0.73  5.02  1.54  4.51  1.59  1.79  6.30  1.15  0.50 28.22
 1963  0.97  0.60  4.11  2.88  2.99  0.97  4.19  2.39  1.43  1.05  0.00  0.95 22.53
 1964  0.86  0.53  1.32  5.27  1.37  3.08  3.31  3.03  4.09  0.00  0.78  0.79 24.43
 1965  2.87  0.94  2.63  6.24  4.27  5.58  1.73  3.61  8.67  1.03  1.25  1.92 40.74
 1966  0.66  0.32  0.80  1.78  3.53  3.54  3.63  1.30  1.12  1.82  0.00  1.13 19.63
 1967  1.10  0.60  4.11  5.77  3.78  7.06  3.02  0.91  3.56  4.94  0.10  0.64 35.59
 1968  0.25  0.00  1.14  5.09  2.28  1.91  3.13  0.95  3.00  2.06  2.21  1.15 23.17
 1969  1.96  0.80  1.00  3.54  3.32  5.20  5.48  2.85  3.00  2.82  0.02  0.17 30.16
 1970  0.08  0.02  1.85  3.78  3.27  2.75  1.16 13.65  0.00  4.85  1.00  1.75 34.16
 1971  0.65  0.00  0.00  0.00  0.91  1.18  2.52  1.06  3.99  3.52  2.87  3.31 20.01
 1972  0.60  0.96  1.83  3.36  4.56  3.41  3.62  5.80  4.21  1.49  2.48  1.09 33.41
 1973  2.53  1.18  6.00  7.20  9.34  4.30  8.71  3.12  7.24  5.77  0.70  2.06 58.15
 1974  1.58  0.76  1.79  0.97  7.98  6.08  5.34  3.40  2.92  0.00  0.93  1.11 32.86
 1975  0.89  0.96  1.89  3.36  4.20  5.74  0.64  4.64  4.12  0.10  1.81  1.49 29.84
 1976  0.60  0.89  5.36  4.71  4.63  3.96  2.40  4.20  2.60  1.83  0.14  0.00 31.32
 1977  0.14  0.00  0.55  1.30  1.53  0.57  1.72 11.40  6.05  6.00  1.55  0.00 30.81
 1978  0.00  0.00  0.95  0.00  6.30  6.98  4.80  4.47  2.33  0.88  2.91  0.24 29.86
 1979  1.55  0.31  2.91  3.05  1.59  4.48  4.01  3.48  0.36  2.70  2.00  0.18 26.62
 1980  1.68  0.86  1.85  1.73  1.33 10.56  3.43  9.34  5.31  2.98  0.71  3.63 43.41
 1981  0.09  1.56  0.54  4.28  4.16  9.16 11.88  3.62  2.62  3.81  3.10  1.36 46.18
 1982  1.52  0.78  5.76  2.82  6.84  3.05 12.23  7.19  5.03  2.34  2.99  3.61 54.16
 1983  0.55  1.36  2.59  4.24  3.02  3.31  0.33  3.75  2.74  4.43  7.36  1.64 35.32
 1984  0.41  0.48  2.18  4.46  3.29  4.91  5.21  0.64  3.13  6.99  2.51  1.63 35.84
 1985  0.35  1.09  3.00  0.60  3.51  4.95  5.89  2.87  5.56  3.98  3.16  1.29 36.25
 1986  0.02  1.14  1.64  2.97  8.37  2.14  7.08  4.46  7.00  4.29  0.37  0.17 39.65
 1987  0.39  0.07  4.18  2.66  5.04  3.63  2.79  6.69  5.22  0.09  4.07  2.47 37.30
 1988  0.27  0.81  0.49  1.42  1.76  1.66  1.62  3.67  2.41  0.31  2.87  0.31 17.60
 1989  0.99  0.81  0.79  0.90  5.80  5.50  3.43  4.60  4.05  2.45  0.04  0.43 29.79
 1990  1.42  1.72  3.07  3.55  6.40  7.92  8.33  3.21  2.42  2.85  3.33  1.52 45.74
 1991  1.02  0.43  4.03  6.09  3.77  2.66  2.37  1.99  1.77  4.27  4.99  1.47 34.86
 1992  0.60  1.64  2.08  6.70  1.14  0.97 11.15  2.71  5.53  0.61  4.97  1.07 39.17
 1993  1.88  1.25  2.83  4.25  5.88  4.86 14.88  4.08  6.33  1.06  1.54  0.62 49.46
 1994  0.43  1.65  0.21  4.00  3.40  5.31  7.13  1.57  3.27  2.22  3.92  1.42 34.53
