# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9067] WILLIAMSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia9067
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1482   1149   1095    570    116     45      4     10    168    414   1008   1358
 1952   1342    978   1007    448    182      9      0     17    107    574    768   1147
 1953   1261   1000    857    618    199      9      6      5    120    267    705   1108
 1954   1375    798    980    366    300     42      0      3     69    416    730   1140
 1955   1363   1177    911    279    115     57      0      3    101    408    980   1334
 1956   1394   1175    956    536    154     24      2     23    130    197    804   1107
 1957   1503    915    864    436    162     21      0      3    126    454    832   1023
 1958   1282   1357    927    447    132     38      3     26     84    317    704   1353
 1959   1559   1173    917    445    124     14      6      0    121    471   1050    979
 1960   1319   1288   1349    422    181     22      1      0     79    404    735   1246
 1961   1356   1001    847    641    248     23      0      3    143    314    757   1336
 1962   1533   1185   1062    521     73     24      8      2    144    333    747   1243
 1963   1665   1288    737    348    178      8      3     11     72    103    656   1565
 1964   1151   1078    940    417     63     25      0     29    130    450    668   1296
 1965   1416   1184   1221    489    103     16      0     25    135    361    737    946
 1966   1589   1140    745    548    284     29      0     23    139    380    729   1207
 1967   1210   1219    775    407    279     13     29     32    128    432    858   1116
 1968   1332   1207    659    384    231     17      2      5     85    359    840   1263
 1969   1480   1069   1061    374    166     64      0      1     77    460    779   1283
 1970   1630   1081    983    425    105     24      5      1    111    357    807   1160
 1971   1524   1164    947    414    241      0     14      4     90    195    765   1082
 1972   1438   1324    894    496    163     36     11     10     92    465    886   1390
 1973   1274   1007    610    502    212      1      0      0     82    217    746   1300
 1974   1401   1060    819    361    203     38      0     13    178    360    774   1147
 1975   1293   1130   1085    576    101     19      9      0    182    309    603   1080
 1976   1332    850    753    353    188      7      0      8    108    563   1012   1414
 1977   1780   1046    645    277     44     11      0      7     42    421    822   1343
 1978   1681   1419   1018    419    210     11      0      5     58    405    794   1339
 1979   1790   1450    940    560    179      7      6     13     70    358    820   1038
 1980   1305   1282    941    464    132     18      0      0     71    452    739   1175
 1981   1243    994    728    284    200      1     13      7     93    410    702   1240
 1982   1704   1201    971    589     75     38      0     13    124    343    792    995
 1983   1208    935    821    616    232     15      0      0    102    382    702   1646
 1984   1400    896   1073    497    224      0      4      8    157    317    722   1077
 1985   1531   1211    702    323     76     31      0      8    144    368    970   1613
 1986   1270   1235    714    320    121      1      0     30     59    372    896   1112
 1987   1208    825    687    326     68     12      4     43     94    539    646   1092
 1988   1431   1286    783    419     49      5      0     11     48    552    765   1130
 1989   1018   1426    980    514    250     45      1      9    169    378    918   1589
 1990   1105   1028    779    540    284     34      4      3    115    468    683   1326
 1991   1593   1023    794    426    142      4      0      7    189    473   1045   1138
 1992   1179    937    781    556    209     34     15     57    201    447    911   1271
 1993   1414   1233   1014    595    146     67      1     11    231    489    886   1186
 1994   1661   1334    839    497    213     22      4     33    121    347    743   1103
 1995   1465   1104    833    609    247     20      9      0    187    429   1029   1243
 1996   1462   1247   1080    574    294     40      5      1    163    410   1034   1314
 1997   1545   1080    806    611    344     10     15      7     85    473    902   1167
 1998   1255    781    938    450     82     70      0      0     47    381    731   1085
 1999   1488    861    927    420    156     29      0      7    168    450    606   1183
 2000   1370    950    668    460    128     37      3      2    132    300    931   1665
 2001   1370   1273   1052    364    146     71      0      6    155    466    504   1018
 2002   1082    974   1001    515    274     12      0     15     88    552    920   1126
 2003   1449   1288    973    449    236     54      2      0    173    412    868   1145
 2004   1473   1242    775    448    174     49     11     72     63    432    721   1201
 2005   1420    959    918    350    245      2      7      0      0      0      0      0
 MEAN   1407   1118    894    460    176     25      4     12    118    396    805   1226
