# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0753] BLOOMFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.86   0.29   69(67)   15(15)   14(14)    5( 5)    0( 0)    0      103
  2 3/8-->3/14       1.88   0.30   53(59)   18(20)   15(17)    4( 4)    0( 0)    0       90
  3 3/15-->3/21      1.43   0.28   53(62)   15(18)   14(16)    3( 4)    0( 0)    0       85
  4 3/22-->3/28      1.53   0.30   63(61)   19(18)   17(17)    4( 4)    0( 0)    0      103
  5 3/29-->4/4       2.11   0.32   77(65)   17(14)   15(13)    8( 7)    1( 1)    0      118
  6 4/5-->4/11       2.53   0.35   64(58)   18(16)   20(18)    7( 6)    1( 1)    0      110
  7 4/12-->4/18      1.57   0.36   65(50)   29(22)   30(23)    7( 5)    0( 0)    0      131
  8 4/19-->4/25      4.00   0.44   82(56)   24(16)   21(14)   16(11)    3( 2)    0      146
  9 4/26-->5/2       1.86   0.33   69(56)   27(22)   20(16)    8( 6)    0( 0)    0      124
 10 5/3-->5/9        2.80   0.45   70(51)   24(18)   26(19)   12( 9)    4( 3)    0      136
 11 5/10-->5/16      1.75   0.42   70(52)   23(17)   22(16)   19(14)    0( 0)    0      134
 12 5/17-->5/23      1.57   0.30   75(59)   26(20)   22(17)    4( 3)    0( 0)    0      127
 13 5/24-->5/30      2.80   0.43   78(49)   40(25)   21(13)   16(10)    4( 3)    0      159
 14 5/31-->6/6       2.90   0.44   65(52)   20(16)   28(22)    8( 6)    4( 3)    0      125
 15 6/7-->6/13       5.12   0.53   58(43)   25(19)   31(23)   17(13)    4( 3)    0      135
 16 6/14-->6/20      2.31   0.41   72(58)   23(19)   14(11)   12(10)    3( 2)    0      124
 17 6/21-->6/27      3.24   0.47   56(48)   25(21)   21(18)    9( 8)    6( 5)    0      117
 18 6/28-->7/4       5.29   0.56   50(46)   18(17)   23(21)   11(10)    6( 6)    0      108
 19 7/5-->7/11       3.74   0.51   48(47)   18(17)   17(17)   19(18)    1( 1)    0      103
 20 7/12-->7/18      3.62   0.53   43(47)   19(21)   14(15)   11(12)    5( 5)    0       92
 21 7/19-->7/25      3.32   0.48   60(52)   22(19)   16(14)   13(11)    5( 4)    0      116
 22 7/26-->8/1       3.01   0.53   43(45)   23(24)   13(14)   10(11)    6( 6)    0       95
 23 8/2-->8/8        4.20   0.59   60(51)   20(17)   14(12)   14(12)    9( 8)    0      117
 24 8/9-->8/15       2.81   0.50   46(46)   13(13)   24(24)   15(15)    2( 2)    0      100
 25 8/16-->8/22      4.45   0.53   45(48)   17(18)   17(18)   10(11)    5( 5)    0       94
 26 8/23-->8/29      2.37   0.51   47(48)   18(19)   15(15)   12(12)    5( 5)    0       97
 27 8/30-->9/5       2.96   0.50   42(47)   17(19)   16(18)   13(14)    2( 2)    0       90
 28 9/6-->9/12       3.01   0.39   49(54)   14(16)   20(22)    5( 6)    2( 2)    0       90
 29 9/13-->9/19      4.10   0.55   55(45)   29(24)   17(14)   16(13)    6( 5)    0      123
 30 9/20-->9/26      2.73   0.53   43(41)   28(26)   20(19)   11(10)    4( 4)    0      106
