# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2999] FORT-DODGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2999
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.47  2.76  4.52  5.35  3.39  6.74  4.99  5.43  2.77  1.98  0.56  0.99 39.95
 1952  2.00  0.73  3.02  1.54  3.52  5.23  5.67  2.87  0.28  0.04  2.30  0.80 28.00
 1953  0.88  1.39  2.72  4.39  2.01  5.21  3.73  1.76  0.39  0.21  2.19  1.02 25.90
 1954  0.39  1.82  2.13  4.65  3.54 10.92  2.38 10.36  2.78  3.51  0.08  0.40 42.96
 1955  0.42  1.18  1.29  3.06  2.01  1.72  7.05  2.36  1.87  2.54  0.26  0.57 24.33
 1956  0.71  0.36  1.12  1.34  2.46  3.40  3.70  1.63  2.91  1.74  2.59  0.49 22.45
 1957  0.62  0.45  1.50  1.23  5.36  4.82  4.46  5.31  2.68  2.46  3.26  1.03 33.18
 1958  0.50  0.21  0.67  2.81  1.34 10.28  5.74  1.62  1.82  0.73  0.79  0.32 26.83
 1959  0.74  1.75  3.69  2.31  5.79  4.54  0.85  4.05  4.86  1.17  2.17  1.36 33.28
 1960  1.48  0.90  1.71  2.24  4.71  4.02  2.57  5.62  3.03  0.74  0.26  0.91 28.19
 1961  0.20  2.42  4.10  2.07  2.52  3.64  6.49  4.01  6.69  2.91  1.40  1.69 38.14
 1962  0.22  2.25  1.74  2.90  4.12  3.45  5.86  4.59  1.50  1.46  0.13  0.12 28.34
 1963  0.69  0.90  2.24  4.88  3.43  2.85  4.16  3.88  2.13  1.06  1.08  0.57 27.87
 1964  0.77  0.17  1.59  7.97  3.55  2.70  5.64  4.82  3.94  0.59  0.74  1.07 33.55
 1965  0.91  2.04  3.47  3.34  7.06  3.98  1.39  4.85 13.65  0.91  0.90  1.22 43.72
 1966  1.06  0.41  3.35  1.24  3.31  4.15  4.16  3.55  0.37  1.33  0.17  0.97 24.07
 1967  1.02  0.31  0.84  1.79  3.16 12.06  1.20  3.88  2.94  1.06  0.14  0.63 29.03
 1968  0.69  0.18  0.46  3.95  1.99  0.00  6.02  3.12  5.02  6.14  1.15  2.06 30.78
 1969  1.72  1.44  1.52  3.11  2.91  8.92  8.38  6.39  3.15  3.18  0.25  2.39 43.36
 1970  0.34  0.15  2.06  1.90  4.03  2.91  1.94  2.83  3.28  5.11  2.51  1.03 28.09
 1971  0.98  3.08  1.40  1.03  2.51  2.86  3.31  1.12  2.44  4.76  3.27  1.33 28.09
 1972  0.93  0.98  0.94  2.80  6.15  2.72  5.69  8.31  3.86  3.43  1.93  1.61 39.35
 1973  2.12  1.17  3.48  4.44  6.61  3.89  3.75  3.61  9.04  1.94  2.85  1.95 44.85
 1974  0.55  0.37  1.01  3.02  3.88  5.95  4.34  3.88  2.32  1.63  1.36  0.76 29.07
 1975  1.65  0.75  2.74  4.17  3.81 10.86  1.17  3.81  1.57  0.14  4.50  0.86 36.03
 1976  0.06  1.11  3.82  3.32  5.26  4.06  1.10  0.52  1.58  1.68  0.00  0.67 23.18
 1977  0.62  0.51  3.22  2.60  2.48  1.82  5.75  9.21  5.97  3.85  0.83  0.67 37.53
 1978  0.82  0.41  0.49  2.97  3.66  5.03  5.85  5.92  5.08  1.10  1.48  0.74 33.55
 1979  1.49  0.37  5.68  2.73  2.88  3.79  7.68  3.79  0.89  3.11  2.30  0.18 34.89
 1980  1.05  0.64  0.78  1.32  2.71  4.76  2.62  7.71  1.24  1.54  0.26  0.38 25.01
 1981  0.03  0.76  0.38  3.84  4.39  4.07  3.51  4.77  2.05  2.59  1.32  0.52 28.23
 1982  2.64  0.36  1.58  2.61  9.32  2.41  6.85  4.17  1.55  3.84  2.41  2.88 40.62
 1983  0.23  2.01  2.34  2.13  4.55  6.36  2.78  5.19  3.32  3.88  3.64  0.90 37.33
 1984  0.42  0.77  1.62  7.36  4.46  7.97  5.86  0.49  3.38  5.29  1.87  1.53 41.02
 1985  0.60  0.31  2.14  2.72  2.27  2.62  1.74  7.75  6.49  2.05  2.66  1.27 32.62
 1986  0.25  0.57  3.07  4.94  5.22  6.16  4.60  2.70  9.26  4.16  1.33  0.72 42.98
 1987  0.23  0.51  2.65  2.85  2.83  2.42  7.99  5.70  4.13  0.55  1.66  1.42 32.94
 1988  1.04  0.53  0.92  2.94  1.70  2.31  2.51  4.59  4.89  0.64  3.32  1.45 26.84
 1989  1.10  0.31  0.93  3.00  3.36  6.35  4.88  1.56  4.91  2.66  0.48  0.40 29.94
 1990  0.38  0.62  3.99  2.26  7.67 10.62  7.98  3.28  1.67  1.85  0.65  1.42 42.39
 1991  0.39  0.26  6.20  7.32  6.11  6.14  2.03  5.21  2.74  2.94  4.95  1.16 45.45
 1992  1.17  0.79  2.57  3.15  2.35  3.01 11.26  1.67  2.70  2.24  4.22  1.80 36.93
 1993  0.65  1.43  1.34  5.07  5.57  8.48  8.14 11.41  2.68  0.83  0.88  0.79 47.27
 1994  1.28  0.94  0.05  2.21  1.91  6.01  2.41  5.09  5.24  3.54  1.21  1.21 31.10
 1995  0.70  0.19  4.25  3.27  5.84  5.20  2.15  2.92  3.79  1.95  1.33  0.53 32.12
 1996  1.79  0.23  2.99  1.41  6.76  6.23  3.49  5.64  2.27  1.42  2.82  1.59 36.64
 1997  0.94  1.15  2.17  2.19  3.78  3.79  2.59  0.50  1.97  1.48  0.86  0.48 21.90
 1998  1.43  1.06  2.17  6.16  4.30  7.83  2.16  2.89  0.82  3.40  0.94  0.47 33.63
 1999  1.71  0.65  0.90  8.69  4.66  6.07  4.33  1.93  0.64  0.64  0.74  1.01 31.97
 2000  0.61  1.37  1.28  0.60  4.69  4.52  4.39  4.40  1.05  2.34  2.54  2.05 29.84
 2001  1.37  2.24  0.93  2.55 10.32  3.63  3.19  4.56  2.68  2.23  2.26  0.54 36.50
