# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6940] RED-OAK
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia6940
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  35   3  38   3  48   6  47   5  45   8  41   8  42  14  42  12  42  12  50   8  43   2  41   3
  2  36   3  43   4  44   2  49   7  44   7  39   7  33   9  34  12  42   9  46   5  42   4  36   3
  3  41   5  42   3  37   4  43   2  42  10  50   5  40  11  36   9  38  10  47   2  40   2  37   6
  4  39   4  44   4  44   5  45   6  44   8  40  11  39   9  42  10  43   9  44   5  42   4  38   4
  5  42   5  42   3  44   3  51   4  40   9  42   7  36  12  37   9  39  11  47   6  41   5  34   5
  6  34   3  38   3  49   3  50   6  43   7  41   7  34  10  40   9  46   7  44   7  46   6  43   2
  7  37   4  43   3  46   2  52   2  43   6  40   7  35  14  35   6  46  11  50   3  43   6  41   2
  8  42   4  35   2  50   2  48   2  46   8  37   9  35  12  38  12  42   7  48   6  48   3  42   5
  9  39   5  44   3  43   6  46   5  43  10  39   3  36  11  36  11  46   8  49   7  39   5  43   3
 10  34   5  40   6  46   3  47   4  43   6  44  10  37   9  36  14  50   9  47   9  41   2  38   2
 11  36   2  43   4  41   6  47   3  45   9  43  10  33  12  34  10  44  10  48   6  42   2  45   4
 12  47   7  40   3  45   3  46   5  45   4  37   9  33   8  35   9  52   9  47   6  46   3  39   4
 13  42   4  41   4  43   4  48   3  42  11  43   7  42   9  35   9  41   8  47   7  41   3  37   6
 14  34   4  40   4  51   6  42   4  43   9  36  10  40   8  38  11  41   7  47  10  49   7  46   2
 15  36   5  46   2  42   3  44   4  44  13  41   4  38  11  39  11  46   8  42   6  45   5  40   4
 16  42   4  45   6  43   6  45   9  51   7  44   8  37  14  39  14  45   4  44   5  40   3  42   5
 17  44   6  41   3  42   4  50   5  41  11  46  10  39  13  35  11  39   7  41   4  41   2  41   3
 18  55   4  48   4  44   2  43   7  49   8  40  15  32  13  36  12  44   7  49   3  45   4  45   3
 19  45   6  44   2  47   3  45   5  42  11  39   9  37   6  37  12  46   9  48   6  45   3  46   6
 20  44   5  43   4  43   6  46   7  44  11  39   7  41   6  39   3  41   7  52   2  37   3  36   3
 21  39   4  52   6  42   7  48   7  39   7  39  11  39   7  39   7  37   8  43   4  43   5  42   3
 22  46   3  41   4  46   4  43   8  39   5  40   5  33   9  37  12  49   8  47   5  42   6  35   4
 23  47   4  38   3  42  10  42  10  44  10  40   6  39  12  40   9  45   9  41   7  32   3  35   4
 24  51   6  50   4  45   5  44   9  40   4  36  11  36  13  38   9  43   6  44   4  39   4  44   3
 25  42   3  46   2  45   5  44   7  41   5  42   8  41  15  38   9  46   8  45   5  40   7  33   4
 26  37   5  40   3  49   4  52   9  37   7  37   5  40  13  40   9  46   7  47   4  37   4  35   7
 27  38   4  36   3  51   6  40   5  41   4  38  15  38   9  36  12  46   9  46   9  36   7  37   6
 28  49   6  41   6  46   6  48   8  37   6  44  12  38   8  45   6  43  10  46   6  43   0  33   3
 29  45   7  42  10  45   4  48   4  37   6  36  13  39  14  42  12  52   8  44   4  45   3  42   4
 30  41   6  **  **  49   5  44   5  37   7  41  11  40  15  36  14  52   7  47   4  39   5  40   3
 31  50   4  **  **  44   6  **  **  38   6  **  **  41  12  41  13  **  **  48   3  **  **  40   2
