# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3584] HAMPTON-2-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia3584
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  44 -22  54 -22  61 -35  81  14  88  25  92  37  97  48 101  47  96  37  93  24  76  15  64   0
  2  46 -21  49 -30  64 -17  84  16  90  27  93  37  95  48  99  50  95  40  92  19  77   7  64  -6
  3  50 -15  54 -31  68   0  81  10  86  25  91  38  96  45  99  49  92  34  92  26  77   9  62 -13
  4  46 -17  52 -27  64  -8  71  10  88  27  92  40 100  44  99  46  94  37  94  25  73   1  57  -8
  5  55 -19  54 -22  64 -16  78  10  90  27  96  39 100  43  97  44  92  36  96  24  68  -3  61  -9
  6  43 -21  50 -16  70 -16  85   9  86  25  93  44  96  48  92  45  94  37  94  24  77   1  63 -12
  7  43 -21  50 -15  72 -10  89  12  85  26  93  44 101  46  95  47  97  35  91  23  73   0  50 -17
  8  57 -21  57 -23  78  -7  80  15  89  29  94  43  98  48  98  50  94  39  87  23  75   0  52  -9
  9  59 -24  58 -23  72  -9  86  11  85  29 103  43  96  49  91  44 100  38  84  23  79   5  53 -19
 10  49 -25  58 -21  65  -9  85  15  89  28  94  42  98  46  94  48  92  38  83  22  72   9  57 -20
 11  48 -21  58 -18  62  -8  85  19  90  32  93  44  99  50  95  42  92  32  82  18  69  -2  56 -14
 12  50 -24  61 -19  65  -7  81  18  85  30  96  46  95  50  96  42  95  28  91  19  67  -2  58 -12
 13  47 -15  66 -16  73  -6  81  20  89  29  96  40  98  47  95  42  94  31  89  26  68  -2  51 -22
 14  55 -22  60 -13  68 -14  85  17  90  30  98  42 100  50  94  40  94  36  86  26  76  -6  55 -15
 15  48 -25  54 -14  64  -4  87  22  91  32  98  42  94  47  98  44  95  34  87  23  72  -4  55 -17
 16  57 -24  65 -19  73  -2  89  20  91  31  91  42  96  48 104  44  93  36  85  20  72   2  54 -16
 17  49 -19  68 -20  75   0  84  22  88  35  89  41  96  50 102  42  92  36  82  20  72  -6  48 -12
 18  52 -28  64 -12  75   1  86  18  94  36  99  44  97  53 103  41  94  36  84  15  70   5  59 -15
 19  50 -27  58 -19  70  -2  90  26  91  38  98  43  96  53  99  40  88  33  82  15  73   5  50 -19
 20  47 -25  60 -12  65  -6  85  23  92  28  96  44  95  46  99  42  91  30  84  12  65   8  53 -18
 21  46 -31  55 -14  70  -7  92  22  92  35 100  39  96  46 103  44  84  30  86  19  66  -4  52 -22
 22  49 -18  53  -7  65   7  95  23  88  30 101  43  96  50  92  47  88  25  79  19  72   3  46 -23
 23  55 -25  59  -8  78  -2  85  23  89  28  93  43  96  50  91  43  82  28  82  21  61   2  49 -21
 24  59 -18  59 -15  76  -4  85  18  85  38  93  44  92  50  90  45  85  29  80  18  56  -2  45 -20
 25  59 -14  57 -15  73   0  83  29  96  38  97  42  94  49  95  37  90  33  78  20  67  -5  48 -21
 26  58 -21  61 -20  74  -1  84  29  94  34  94  45  97  46  98  43  86  30  83  16  57 -14  50 -23
 27  65 -20  59 -11  81   3  89  28  90  34  98  44  99  44  97  43  88  30  81  17  64  -7  50 -22
 28  55 -20  54 -22  77   2  91  28  92  34  95  49  99  50  98  42  88  26  76  14  68  -9  52 -17
 29  44 -27  62  -8  81   0  87  24  93  33  97  50  99  45  96  43  88  26  70   9  60  -7  61 -18
 30  49 -22 *** ***  86   3  85  24  89  38  96  48  99  46  95  44  94  28  77  15  67  -7  52 -17
 31  46 -21 *** ***  80   6 *** ***  91  36 *** *** 101  44  95  36 *** ***  77  14 *** ***  46 -20
