# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7312] SAC-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    1    0    0    0
 Sep 04    1    0    0    0
 Sep 06    1    0    0    0
 Sep 08    1    0    0    0
 Sep 10    1    0    0    0
 Sep 12    1    0    0    0
 Sep 14    1    0    0    0
 Sep 16    1    0    0    0
 Sep 18    3    0    0    0
 Sep 20    7    0    0    0
 Sep 22   11    1    0    0
 Sep 24   14    1    0    0
 Sep 26   18    1    0    0
 Sep 28   24    3    0    0
 Sep 30   37    3    1    0
 Oct 02   42    9    5    1
 Oct 04   50   12    5    1
 Oct 06   61   22    9    1
 Oct 08   66   22   11    1
 Oct 10   74   29   20    5
 Oct 12   75   37   25    5
 Oct 14   81   40   25    5
 Oct 16   81   48   31    5
 Oct 18   85   50   37    9
 Oct 20   88   55   46   16
 Oct 22   92   59   48   18
 Oct 24   92   70   59   24
 Oct 26   94   74   62   29
 Oct 28  100   79   64   33
 Oct 30  100   88   74   40
 Nov 01  100   88   85   46
 Nov 03  100   92   88   57
 Nov 05  100   94   94   68
 Nov 07  100   94   94   72
 Nov 09  100   98   96   79
 Nov 11  100   98   96   81
 Nov 13  100  100   98   87
 Nov 15  100  100  100   90
 Nov 17  100  100  100   92
 Nov 19  100  100  100   94
 Nov 21  100  100  100   94
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
