# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0753] BLOOMFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    0    0    0    0
 Sep 20    3    0    0    0
 Sep 22    5    0    0    0
 Sep 24    9    0    0    0
 Sep 26   12    0    0    0
 Sep 28   18    0    0    0
 Sep 30   22    0    0    0
 Oct 02   25    5    1    0
 Oct 04   33    5    1    0
 Oct 06   40    7    3    1
 Oct 08   42   11    3    1
 Oct 10   50   16    9    1
 Oct 12   53   20    9    1
 Oct 14   59   22   11    1
 Oct 16   66   27   11    1
 Oct 18   79   31   16    1
 Oct 20   83   35   22    7
 Oct 22   88   42   25    9
 Oct 24   88   50   31   11
 Oct 26   88   57   40   16
 Oct 28   92   59   42   18
 Oct 30   94   66   50   25
 Nov 01   96   72   57   35
 Nov 03   98   79   62   46
 Nov 05   98   90   75   53
 Nov 07  100   92   79   59
 Nov 09  100   98   87   64
 Nov 11  100   98   88   66
 Nov 13  100  100   92   74
 Nov 15  100  100   96   85
 Nov 17  100  100   96   85
 Nov 19  100  100   98   88
 Nov 21  100  100  100   88
 Nov 23  100  100  100   88
 Nov 25  100  100  100   92
 Nov 27  100  100  100   92
 Nov 29  100  100  100   94
 Dec 01  100  100  100   94
 Dec 03  100  100  100   94
 Dec 05  100  100  100   96
 Dec 07  100  100  100   96
 Dec 09  100  100  100   96
 Dec 11  100  100  100   96
 Dec 13  100  100  100   96
 Dec 15  100  100  100   96
 Dec 17  100  100  100   96
 Dec 19  100  100  100   98
 Dec 21  100  100  100   98
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
