# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2364] DUBUQUE-LOCK-AND-DAM
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    0    0    0    0
 Sep 20    1    0    0    0
 Sep 22    1    0    0    0
 Sep 24    3    0    0    0
 Sep 26    3    0    0    0
 Sep 28    3    0    0    0
 Sep 30    3    0    0    0
 Oct 02    9    0    0    0
 Oct 04    9    0    0    0
 Oct 06   11    1    0    0
 Oct 08   14    1    0    0
 Oct 10   20    3    0    0
 Oct 12   24    3    0    0
 Oct 14   25    5    0    0
 Oct 16   29    5    0    0
 Oct 18   44    7    1    0
 Oct 20   50   12    7    1
 Oct 22   53   22   14    3
 Oct 24   59   25   14    5
 Oct 26   62   31   16    7
 Oct 28   66   33   18    7
 Oct 30   70   38   25   11
 Nov 01   75   50   33   16
 Nov 03   83   61   44   16
 Nov 05   90   70   53   22
 Nov 07   90   72   59   33
 Nov 09   96   74   62   38
 Nov 11   96   81   72   48
 Nov 13  100   92   79   55
 Nov 15  100   96   83   61
 Nov 17  100   96   85   64
 Nov 19  100   96   88   70
 Nov 21  100   98   92   77
 Nov 23  100   98   94   77
 Nov 25  100  100   96   79
 Nov 27  100  100   96   85
 Nov 29  100  100   98   90
 Dec 01  100  100   98   92
 Dec 03  100  100   98   92
 Dec 05  100  100   98   94
 Dec 07  100  100  100   98
 Dec 09  100  100  100   98
 Dec 11  100  100  100   98
 Dec 13  100  100  100   98
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
