# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1442] CHEROKEE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1442
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.19  3.47  2.43  4.16  4.32  5.91  3.89  7.84  3.51  1.88  0.48  0.79 38.87
 1952  1.73  0.59  2.22  1.26  3.48  3.46  6.28  4.43  0.55  0.00  0.60  0.68 25.28
 1953  0.70  1.38  2.96  3.60  3.46 11.52  4.94  4.93  0.52  0.37  1.68  1.25 37.31
 1954  0.26  1.91  1.05  2.70  4.52  8.63  0.77  5.33  2.14  2.11  0.14  0.30 29.86
 1955  0.34  0.99  0.75  2.88  1.15  1.64  4.44  0.11  1.86  1.46  0.21  0.81 16.64
 1956  0.47  0.26  0.70  1.50  3.06  1.13  2.23  2.31  0.26  0.87  2.87  0.18 15.84
 1957  0.26  0.28  1.20  0.64  3.87  7.33  6.04  3.39  4.16  3.99  2.58  0.43 34.17
 1958  0.36  0.71  0.40  2.09  1.16  2.54  2.09  1.11  0.55  0.02  0.52  0.35 11.90
 1959  0.26  1.23  1.47  1.91 11.51  4.94  1.49  7.02  3.24  2.72  1.44  1.68 38.91
 1960  0.31  0.58  0.86  2.34  9.23  1.92  2.92  6.31  2.26  1.02  0.78  0.23 28.76
 1961  0.10  1.15  2.88  0.84  4.10  5.83  4.57  3.98  3.70  2.20  0.76  0.82 30.93
 1962  0.21  1.12  1.29  2.58  3.33  5.18  7.54  5.17  3.14  0.99  0.24  0.15 30.94
 1963  0.37  0.51  1.36  1.64  2.62  2.51  4.18  2.83  2.63  1.57  0.03  0.47 20.72
 1964  0.35  0.13  1.03  3.63  6.00  2.62  5.30  2.33  8.00  0.47  0.33  0.91 31.10
 1965  0.29  1.58  1.87  3.55  6.00  2.02  1.40  2.52  9.32  0.73  0.60  0.74 30.62
 1966  0.58  0.86  1.54  0.93  2.61  3.20  2.67  1.40  0.00  0.00  0.08  0.45 14.32
 1967  0.75  0.12  0.46  2.66  2.95  9.64  1.34  2.63  0.95  0.99  0.12  0.44 23.05
