# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7312] SAC-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7312
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.37  2.49  3.44  5.75  5.19  5.45  4.13 10.66  2.56  2.34  0.34  0.66 43.38
 1952  1.85  0.86  2.42  2.10  4.60  5.50  4.89  2.10  1.02  0.00  1.37  0.78 27.49
 1953  0.71  1.10  2.01  3.36  2.93  4.36  1.03  1.98  0.28  0.49  1.55  0.95 20.75
 1954  0.27  2.50  1.29  4.28  4.21  8.68  2.14  6.82  2.71  3.62  0.21  0.08 36.81
 1955  0.48  1.06  0.96  3.23  0.70  1.74  3.92  1.46  1.76  1.06  0.12  0.46 16.95
 1956  0.50  0.29  0.48  2.12  2.56  2.62  1.91  4.42  0.87  1.94  3.08  0.31 21.10
 1957  0.44  0.35  1.54  1.03  4.21  7.86  4.87  2.75  3.88  4.01  3.02  0.70 34.66
 1958  0.43  0.49  0.66  2.01  1.96  4.76  4.66  0.64  1.23  0.00  0.38  0.18 17.40
 1959  0.30  1.20  3.01  2.57  8.86  2.72  0.64  2.43  3.62  1.91  1.94  1.95 31.15
 1960  0.75  0.92  1.12  0.99  4.68  2.24  2.25  5.68  2.89  0.73  0.27  0.45 22.97
 1961  0.15  1.63  4.10  1.29  3.08  3.59  4.35  2.03  3.93  2.02  0.98  1.33 28.48
 1962  0.23  2.42  1.57  1.57  4.75  4.48  5.19  9.51  1.05  1.49  0.16  0.08 32.50
 1963  0.53  0.38  1.44  2.25  4.92  2.99  3.97  2.83  2.44  1.29  0.21  0.37 23.62
 1964  0.46  0.17  1.38  5.07  2.81  2.26  4.85  3.32  2.34  0.41  0.54  0.93 24.54
