# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0576] BEDFORD-1-NNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia0576
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  45   2  41   3  52   5  44   4  48   5  39   8  41  12  36  13  40   8  49  10  41   4  35   3
  2  34   3  50   5  45   2  46   2  46  10  37   5  32  14  34  13  43  12  43   9  41   3  39   2
  3  40   3  44   6  34   2  43   4  39   8  40   6  35  14  36   9  42  14  41   2  38   4  37   4
  4  37   3  46   2  42   3  45   7  39   8  34  10  31   5  36   9  44   7  42   4  42   4  38   3
  5  41   4  46   3  43   5  48   6  42   7  37   7  36  10  36  10  35   9  46  10  39   4  47   6
  6  39   3  37   3  50   5  48   6  41   9  36  11  36   7  32   9  49  12  41   8  43   3  40   4
  7  39   3  41   2  43   3  50   2  38   5  37   8  30  10  38   6  38   5  45   7  38   5  44   3
  8  38   3  35   3  42   2  42   6  36   5  34   8  32  14  41  12  41  10  41   8  46   2  36   4
  9  34   7  39   4  45   6  47   5  36   8  37   6  34  10  35   7  38  12  45   6  38   6  47   2
 10  38   7  37   5  39   3  46   4  41   9  43   9  37  10  37  12  42  14  49  10  43   3  40   2
 11  40   3  39   4  43   3  45   3  39   9  32   8  33   9  37  10  40   9  49   6  44   2  37   1
 12  36   6  42   2  45   5  40   5  44   7  34   7  34  11  41   9  45   9  44   8  44   6  35   3
 13  40   4  42   5  48   5  42   3  41   7  33   7  36  13  37   8  36   6  41   6  42   3  36   7
 14  37   5  42   5  45   3  40   4  38   9  30   9  34   7  42  11  39   8  45  10  43   6  43   2
 15  37   5  62   4  47   7  47   5  39  12  35  12  36   8  40   7  40  11  42   8  47   5  39   6
 16  38   4  43   4  43   8  42   8  49   4  39  10  35  11  36  11  43   6  39   5  38   5  45   5
 17  37   3  43   4  41   4  47   3  39  10  36  10  35  11  36   6  39   7  42   4  40   4  36   2
 18  60   2  50   4  50   1  44   5  42  10  34  10  34  11  36  10  43   9  47   4  40   2  46   3
 19  43   6  38   3  43   3  42   8  38  12  34  12  34   7  36  13  43  10  42   6  38   3  45   6
 20  41   4  38   4  39   3  43   7  38  12  37   1  36  10  37   5  46   8  50   4  36   5  34   3
 21  40   4  44   6  44   6  41   6  43  10  35  11  35   8  38  12  39   6  42   0  36   5  38   3
 22  35   3  40   4  44   5  40   7  36   6  35   5  36   8  41  12  45   9  40   6  44   4  40   5
 23  43   4  42   4  40   8  39   8  40  10  39   8  34   8  37  13  43   5  45   6  36   0  40   2
 24  44   5  49   2  47   6  40   8  43   5  36  11  43  10  36   9  45   4  44   3  38   4  40   1
 25  35   6  42   2  46   3  43   7  39   6  36   9  34  11  39   9  44   4  43   5  36   3  38   4
 26  39   4  42   5  48   3  47  10  36   8  33   5  35   9  35  10  45   9  47   4  38   4  36   3
 27  44   5  38   0  50   4  35   8  38   3  35  13  37   9  34   9  43   6  47   4  40   3  34   5
 28  48   4  40   3  43   4  41   9  40   6  34  14  36   9  40  12  41   8  41   2  43   3  35   2
 29  45   6  38  11  41   6  48   4  37  10  34  13  40  12  38   8  51   7  40   6  42   3  46   5
 30  44   5  **  **  45   5  43   5  36  11  40  13  39  12  37  10  46  10  43   4  35   3  39   1
 31  56   2  **  **  42   6  **  **  36  10  **  **  40  13  34  11  **  **  44   3  **  **  36   3
