# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0600] BELLE-PLAINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia0600
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  49 -14  53 -28  72 -23  76  19  89  29  93  38  98  50 101  51  99  41  92  26  75  16  61   4
  2  46 -18  62 -27  70  -7  85  16  90  28  92  40  96  46 100  51  96  44  93  25  77   9  66  -2
  3  50 -13  56 -35  73   0  82  12  87  30  95  39  97  47 101  48  99  38  87  28  75   9  63 -10
  4  51 -16  52 -33  67  -9  82  11  91  30  95  40  99  44  96  45  96  37  91  24  72   4  63  -5
  5  57 -26  55 -25  69 -15  82  13  89  30  99  42  97  43  95  48  94  39  91  26  68   8  69   0
  6  52 -20  53 -21  70 -13  86   8  86  29  94  45 100  47  95  49  95  37  93  20  73  12  66  -7
  7  45 -18  68 -13  74  -6  79  12  85  28  95  44  98  46  99  45  97  36  87  23  73  -1  53 -15
  8  57 -19  56 -18  80  -5  77  15  89  31  99  47  98  50  99  46  93  34  85  22  76   0  53  -9
  9  63 -18  57 -25  75  -5  84  16  87  29  95  43  98  47  94  47 100  39  80  23  80  14  51 -17
 10  55 -23  59 -20  70  -3  83  17  90  27  95  42 100  48  98  50  92  35  87  24  76  13  58 -12
 11  52 -22  60 -15  76   0  84  14  88  32  95  41  98  52  98  46  93  35  84  18  73   3  60 -15
 12  54 -24  66 -18  77  -7  81  19  91  33  98  46 100  50  96  47  96  32  87  24  67   7  58 -12
 13  58 -13  57 -17  70  -8  76  18  92  32  96  43  98  47  96  43  90  34  89  26  69   2  58 -19
 14  55 -23  65 -23  70  -5  79  20  89  31  97  44 102  47 101  46  92  36  84  26  73   0  59 -18
 15  53 -22  60 -11  73   1  87  22  87  33  92  45 102  50 105  48  96  37  88  23  70  -2  57 -17
 16  54 -21  63 -17  72   4  87  21  88  30  92  41  96  52 104  46  93  34  87  26  73   2  56 -15
 17  53 -23  66 -20  76   7  85  22  90  34  93  42  96  48 104  48  93  37  85  23  72  -7  56  -9
 18  55 -21  65 -10  75   6  89  23  90  38  98  48  97  51 100  46  94  36  85  17  72   7  55 -18
 19  49 -23  60 -16  76   4  88  23  92  37  99  47  97  52 100  48  90  32  86  16  69  13  61 -30
 20  48 -24  60  -9  71   5  89  25  90  33 101  45  97  50 100  45  88  28  86  20  64  11  55 -16
 21  57 -25  59 -11  73   0  90  23  90  37 102  40  98  50 100  46  87  35  84  20  71  -1  54 -25
 22  56 -18  62 -10  81  12  94  22  94  30  98  46  98  49  95  50  86  29  81  15  67   6  55 -18
 23  59 -24  62 -13  76   5  86  22  91  30  94  46  97  52  95  46  80  30  84  21  68   5  56 -26
 24  60 -12  61 -13  80  -2  85  19  87  38  99  46  96  52  95  46  90  28  81  16  61   5  56 -20
 25  60 -12  66 -14  73   3  95  29  92  38 100  46  97  53  96  41  90  33  80  21  62  -1  53 -21
 26  57 -17  70 -15  83   5  86  32  93  34  97  49 101  48  97  44  88  30  82  19  71 -10  51 -21
 27  63 -18  65 -10  78   7  87  29  90  34  97  45 103  48 100  45  92  33  79  11  64   2  54 -14
 28  60 -18  57 -14  81   8  89  29  92  36  97  46 101  52  98  41  99  30  75  12  66  -8  67 -13
 29  51 -25  64  -7  88   6  90  20  90  35  98  50 100  48  97  41  93  26  73  13  58  -8  64 -10
 30  56 -20 *** ***  81   6  89  27  93  39  97  50 105  44  99  48  93  28  79  15  69  -8  59 -10
 31  65 -28 *** ***  81  10 *** ***  92  36 *** *** 103  45  98  42 *** ***  82  18 *** ***  61 -17
