# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1833] CORNING
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia1833
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  63 -20  67 -23  78 -18  89  18  87  30  91  36  99  47 100  51  96  42  92  27  77  16  65 -15
  2  57 -16  59 -24  76  -5  84  12  89  27  89  40  97  50  98  51  99  42  93  23  82  10  65  -4
  3  57 -17  66 -29  74  -1  86   3  91  24  89  36 100  46  99  50  99  36  90  25  77   6  65  -4
  4  52 -19  60 -29  80 -17  82   5  88  27  95  41  98  46 102  44  98  35  92  26  77   1  65   2
  5  63 -20  56 -22  68 -20  83  17  88  33  91  44  98  42  99  48  96  39  92  26  76   0  66  -2
  6  52 -20  62 -18  70  -8  88   6  91  31 101  41 101  51 101  52  95  39  91  21  70   7  67  -6
  7  48 -22  58 -16  74  -6  88  10  86  29  92  42 100  50  98  48  95  39  89  22  79  -3  56  -9
  8  60 -20  65 -28  77  -5  81  15  92  29  98  40  97  46  99  48  95  38  86  22  75  -6  57 -12
  9  65 -20  59 -22  76  -4  83  15  89  30 100  42 100  50  99  40 100  39  85  21  79  -1  60 -13
 10  57 -29  60 -18  77  -1  77  15  90  28  96  41  99  49 100  45  97  38  89  22  74  12  57 -10
 11  49 -18  71 -24  74  -1  86  15  86  24  98  45 103  50  97  40  92  38  85  21  75  -1  59  -8
 12  56 -32  59 -23  81 -13  88  14  95  31  94  43 101  45 101  42  96  38  87  20  70  -2  65 -12
 13  54 -22  69  -8  75 -10  80  14  89  30  96  42 105  43  99  42  94  34  88  15  72  -2  64 -13
 14  60 -19  70  -7  71  -4  84  19  86  30  93  46 100  45  96  49  92  35  87  15  81  -1  60 -12
 15  52 -20  70 -10  74   1  87  21  89  31  97  42 104  47 101  47  95  32  86  24  72  11  57 -15
 16  58 -22  63 -19  81   7  87  24  88  36  93  43 101  51 103  47  95  33  85  21  74   0  65 -15
 17  60 -22  63 -19  81   9  86  22  88  34  95  42 104  45 103  50  94  30  83  16  72   0  59 -11
 18  64 -15  66 -17  74   5  87  20  90  35  96  46 102  50 101  45  95  31  86  16  72   9  59 -19
 19  53 -17  66 -16  74   5  88  22  90  37 100  44 104  52 101  46  92  29  82  14  72   9  67 -24
 20  53 -24  65  -4  77   8  85  20  91  32  98  40 104  51 100  46  94  29  87  12  66   6  59 -18
 21  59 -20  65  -6  73   4  86  22  87  35 100  41 104  48  99  47  91  27  86  21  70   2  56 -18
 22  56 -21  67  -8  70   9  90  24  87  33  99  44 105  49  98  46  89  27  85  17  72   6  57 -24
 23  61 -21  67 -16  82  10  90  22  89  37 100  44 103  51  99  44  85  24  82  14  73   5  65 -26
 24  61 -14  63 -14  80   4  86  21  89  37  98  46  98  54  99  46  86  28  83  18  66   5  57 -24
 25  68 -10  67 -10  82   5  89  27  95  38  98  45  97  45  98  44  88  30  78  20  68  -1  55 -23
 26  59  -9  73 -11  79   0  88  30  95  39 102  46 100  47 101  46  91  26  82  16  61  -3  57 -12
 27  65 -18  68  -6  84   9  91  29  91  38  99  47 102  52 101  43  92  26  80  16  72   1  57 -11
 28  61 -18  69 -15  79   6  90  27  88  37  99  47 101  51 102  39  99  29  85  15  68  -7  62 -11
 29  59 -18  77  -8  83   6  89  22  88  39  97  43 102  52 106  39  96  20  74  13  65  -7  65 -10
 30  59 -16 *** ***  88   6  89  27  90  40  99  50 105  42 101  44  92  20  79  16  70 -14  58 -10
 31  57 -23 *** ***  84  14 *** ***  91  36 *** *** 105  44  96  43 *** ***  76  15 *** ***  62 -21
