# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2364] DUBUQUE-LOCK-AND-DAM
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2364
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  1.24  1.53  4.06  4.47  5.11  4.11  6.10  4.63  1.48  6.18  2.18  1.46 42.55
 1952  1.63  0.36  3.22  1.33  2.27  1.62  3.13  4.91  1.09  0.00  3.64  1.82 25.02
 1953  0.54  2.58  2.47  2.52  2.96  4.25  7.00  3.39  0.81  0.26  0.92  1.68 29.38
 1954  0.40  0.54  1.32  5.68  3.12  6.75  1.36  2.83  1.94  2.94  0.10  1.35 28.33
 1955  0.27  0.98  1.20  3.28  2.72  4.05  1.37  2.47  2.69  2.68  0.27  0.68 22.66
 1956  0.50  0.83  0.62  4.50  4.01  1.47  3.54  3.93  1.43  0.67  2.02  1.11 24.63
 1957  0.47  0.69  0.94  2.77  5.51  3.34  5.56  5.43  1.13  1.68  2.16  1.71 31.39
 1958  0.66  0.07  0.28  2.54  0.65  6.05  2.08  4.17  1.25  3.46  1.61  0.52 23.34
 1959  1.36  1.61  3.66  4.43  4.26  3.08  4.98  5.44  2.45  5.93  1.99  1.54 40.73
 1960  4.00  0.70  1.76  3.93  5.49  2.74  1.32  3.59  3.69  2.94  1.23  0.69 32.08
 1961  0.21  1.13  4.32  1.62  1.13  2.45  5.64  2.22  7.95  4.33  6.20  1.01 38.21
 1962  0.76  1.94  1.63  2.77  6.99  2.17  6.25  3.08  1.67  2.92  0.31  0.59 31.08
 1963  0.44  0.32  1.88  2.89  1.65  1.67  4.10  2.08  2.17  0.08  2.48  0.54 20.30
 1964  0.22  0.22  1.41  5.18  5.52  2.53  1.68  3.19  1.42  0.00  1.38  0.41 23.16
 1965  1.55  0.75  2.80  4.98  3.36  0.79  1.16  9.32  8.69  1.58  1.70  1.93 38.61
 1966  1.72  1.06  2.30  1.43  2.55  5.84  2.06  1.71  1.86  0.78  0.53  3.46 25.30
 1967  0.65  0.92  1.88  3.28  2.11  5.81  0.31  1.92  7.41  5.14  1.97  1.11 32.51
 1968  0.49  0.31  0.74  4.09  2.03  5.43  1.20  4.09  6.98  1.06  0.80  2.07 29.29
 1969  2.48  0.24  0.47  3.43  2.87 14.28  5.10  0.02  1.21  3.96  0.59  1.28 35.93
 1970  0.27  0.28  2.36  1.79  4.77  5.40  2.08  4.53  8.74  1.60  1.00  1.73 34.55
 1971  1.46  2.86  1.60  1.34  2.55  2.11  3.21  2.94  3.93  2.61  3.54  3.72 31.87
 1972  0.66  0.43  1.84  3.89  3.21  2.03  8.92  9.37  9.83  3.24  1.23  1.74 46.39
 1973  1.43  0.70  3.99  6.78  6.09  3.43  3.00  1.90  8.09  0.82  2.10  1.75 40.08
 1974  2.39  0.85  3.07  3.85  5.73  6.63  2.18  4.39  0.62  2.56  2.01  1.54 35.82
 1975  0.84  1.73  2.60  3.40  2.28  3.83  2.14  4.73  1.26  0.48  3.81  0.21 27.31
 1976  0.20  2.39  3.84  4.07  0.98  1.75  2.05  1.99  0.63  2.24  0.02  0.28 20.44
 1977  0.48  0.29  4.14  1.92  2.23  3.30  5.84  5.96  3.84  2.12  2.50  0.94 33.56
 1978  1.25  0.36  0.58  2.99  6.44  3.37  4.29  1.69  4.55  1.79  2.65  1.40 31.36
 1979  1.78  0.59  1.92  2.17  2.20  4.22  5.62  4.49  0.77  2.03  2.01  1.13 28.93
 1980  1.52  0.80  0.85  1.38  5.04  3.47  5.43  6.70  5.82  2.50  0.72  0.83 35.06
 1981  0.08  2.12  0.27  7.06  1.01  7.09  2.11  8.66  4.55  2.59  1.73  1.37 38.64
 1982  1.68  0.18  2.73  2.51  4.86  2.86  6.48  3.14  1.41  3.81  3.86  2.93 36.45
 1983  0.84  1.45  1.49  2.88  7.23  1.05  3.38  2.56  3.71  1.40  3.13  1.75 30.87
 1984  0.73  0.81  1.18  3.67  3.37  5.98  3.79  1.87  2.37  6.34  1.95  2.22 34.28
 1985  0.94  1.92  3.64  1.44  4.41  1.33  1.78  3.43  5.55  4.15  4.27  1.73 34.59
 1986  0.63  1.64  2.03  2.35  6.68  6.30  3.50  4.68 10.70  3.78  1.39  0.53 44.21
 1987  0.54  0.00  1.25  1.49  4.00  1.81  5.59  7.33  2.64  1.01  4.06  2.81 32.53
 1988  1.12  0.48  1.74  2.01  1.15  0.61  2.16  2.70  3.05  1.52  2.45  1.17 20.16
 1989  0.94  0.59  1.09  1.66  1.42  2.15  4.08  3.15  4.72  2.35  0.53  0.42 23.10
 1990  1.36  0.83  3.81  2.50  3.76  4.75  4.30  7.96  0.51  1.61  2.19  2.70 36.28
 1991  0.98  0.31  5.57  5.45  3.25  4.40  1.84  3.66  4.29  4.21  4.49  1.27 39.72
 1992  1.45  1.20  1.33  3.31  0.74  0.88  6.70  2.32  4.01  0.58  6.22  2.30 31.04
 1993  1.47  1.02  2.82  4.10  4.76  8.67  9.57  7.88  3.41  1.05  1.02  0.60 46.37
 1994  1.41  1.84  0.52  1.63  2.44  7.24  7.93  5.87  2.94  0.35  2.87  1.28 36.32
 1995  0.77  0.12  2.15  5.36  4.49  2.02  5.69  1.55  1.07  4.36  2.96  0.23 30.77
