# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2110] DECORAH-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     6   5  13  14  10   7  11  10   9  10   7   6 108
1952     8   3  10   5  10  12   8   8   3   1   3   6  77
1953     5   6   7  11  11  14  12   7   7   4   4   7  95
1954     4   3   8  10  11  10  10  10   8  10   3   4  91
1955     4   6   4   7   9   8  10   4   8   6   4   7  77
1956     5   3   9   5  13   6   8   9   7   8   6   4  83
1957     5   3   5   5  15  10  11  10   8   6   8   4  90
1958     4   1   3   8   6  15   9   9   6   3   4   2  70
1959     7   6   9   8  13   8   5  11   9   9   7   5  97
1960     6   4  11  10  16  11   8  11   9   5   4   4  99
1961     2   4   9   7   6   7  11   5  11   8   6   6  82
1962     2  10   8  13  10  10  11   8   7   9   2   3  93
1963     4   5   6   6   6   7   9   7   9   7   6   4  76
1964     1   1  10   9  12   4   6  10  11   3   8   7  82
1965     5   5   8  16   9   9   8  14  18   6   6   5 109
1966     5   6   4   6   8  12   7   6   7   4   4   6  75
1967     7   9   6   7   7  11   8   7   6   8   4   6  86
1968     4   5   6  10  10  15  11  10  12   9   5  10 107
1969    10   2   5   8  14  17  12   3   9   7   6   9 102
1970     4   2   5   7  12   9   8   7  16  10   9   4  93
1971     5   8   4   9  13  11  12   5  10   6   8   6  97
1972     3   5   7   9  10   8  11   7  11   6   2   5  84
1973     3   4   6  10  13   5   5   8  12   6   6   4  82
1974     3   4   5   8  13  12   9   9   7   7   4   5  86
1975     9   4   7  10  14  13   5  10   5   2  12   2  93
1976     3   4   8  11   7   9   6   9   5   8   0   3  73
1977     4   3   8  10   8  10   9  11  11   8   9  10 101
1978     5   9   3  11   9  11  13   7   8   6   7   6  95
1979    11   4   6   9  11  12   7  16   3  10   7   2  98
1980     6   5   5   4   9   8   7  18   9   5   4   4  84
1981     3   8   3  12   6  12   6  12   0   8   8   6  84
1982    12   2   6   6  15   9   8   7   7   8   6   6  92
1983     3   6   6  10  13   9   7   8  10  11  11   9 103
1984     4   2   6   9  13  11   8   7  10  16   5   8  99
1985     8   6   8   9   8   9   9  12  15  11  13   4 112
1986     3   3   2  13  12  10  12   6  15   9   2   3  90
1987     5   0   8   6  12   9   8  14   9   5   7   7  90
1988     8   3   4   9   4   2   8   7   8   4  10   3  70
1989     3   3   5  12   9   8   5  10   6   7   6   4  78
1990     7   5   8  11   9  18  12   9   8   4   7   6 104
1991     5   2  11  13  19   3   7   8  13  13  13   6 113
1992     6   5   9  12   7   7  17   8   9   5  12  13 110
1993     7   6  10  13  19  19  14  17  13   7   5  10 140
1994    12   7   3  14  11   9  16  10  13   7   7   5 114
1995     7   1   9  17  10  10  12  12   9  15   5   8 115
1996    12   4   6  10  17  17   9   7   9  11  14  11 127
1997    11   7   8   8  11  14  13  16  11   6   6   4 115
1998     8   9  14  10  12  14   7  15   8  13   5   5 120
1999    13   4   3  14  13  10  16  10   5   5   5   8 106
2000     5   7   9   7  17  17   8   8   7   8   6  15 114
2001     8   7   6  11  14  12   5   6   9   7   9   5  99
2002     6  11  12  15  15  13  10   9  12  13   5   3 124
2003     9   9  13  11  15  15  11   7   8   8  14   8 128
2004     7  10  21  10  18  15  13  16   5  15  10   7 147
2005    14   9  10  13  19  14   8   0   0   0   0   0  87
STDDEV   3   3   3   3   4   4   3   4   3   3   3   3  17
AVG      6   5   7  10  12  11   9   9   9   8   6   6  98
