# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0600] BELLE-PLAINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0600
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  1.00  2.77  4.62  5.63  5.76  4.51  4.34  4.10  1.47  4.24  2.06  1.56 42.06
 1952  1.16  0.56  4.67  2.48  3.86  4.50  1.52  2.73  0.85  0.02  4.18  2.13 28.66
 1953  0.46  2.05  4.40  2.78  3.11  6.42  0.81  2.27  0.84  0.22  0.59  1.16 25.11
 1954  0.21  1.73  2.07  8.47  2.85  4.38  0.41  8.83  3.38  4.64  0.27  1.57 38.81
 1955  0.78  1.01  1.53  4.30  3.29  1.27  2.11  1.23  3.91  0.98  0.22  0.45 21.08
 1956  0.52  0.67  0.65  3.08  3.51  1.62  5.08  5.26  2.29  0.85  1.29  0.90 25.72
 1957  0.87  0.27  1.88  3.33  6.55  2.76  2.62  5.27  2.14  1.98  2.48  1.50 31.65
 1958  0.61  0.32  0.69  1.63  2.41  4.02  9.13  4.21  7.57  1.85  1.54  0.41 34.39
 1959  1.13  1.24  4.40  6.31  5.97  4.84  4.04  2.96  4.15  3.78  3.98  1.82 44.62
 1960  4.94  1.61  2.90  3.34  6.93  3.05  3.80  3.23  3.23  4.58  0.51  0.54 38.66
 1961  0.27  2.14  5.20  1.70  1.53  3.81  5.18  2.12  8.35  1.93  4.48  1.84 38.55
 1962  0.55  2.85  2.83  2.22  7.02  2.09 12.97  2.33  2.04  2.21  0.45  0.60 38.16
 1963  0.93  0.52  3.07  3.76  3.48  2.35  7.50  4.17  2.00  0.64  1.62  0.66 30.70
 1964  0.29  0.30  1.60  3.62  2.48  8.37  2.83  3.76  3.73  0.04  0.98  1.16 29.16
 1965  2.36  0.93  3.56  6.41  3.36  5.99  3.42  5.90  7.86  2.12  1.89  2.07 45.87
 1966  1.01  1.27  2.39  3.24  5.99  6.14  3.28  0.61  0.54  1.70  0.94  1.62 28.73
 1967  1.46  0.83  2.48  3.32  1.56  5.60  2.95  5.37  2.61  3.98  1.12  1.73 33.01
 1968  0.60  0.21  1.51  4.88  1.94  3.63  3.38  8.55  3.58  2.09  1.04  2.17 33.58
 1969  2.51  1.10  0.87  5.32  4.28  9.15  6.47  3.56  2.52  3.53  0.17  1.24 40.72
 1970  0.44  0.21  4.29  2.55  6.58  3.29  3.73  4.03  8.78  4.93  0.88  1.31 41.02
 1971  1.39  2.44  1.07  2.14  4.18  2.61  6.66  0.60  2.17  2.18  3.88  2.74 32.06
 1972  0.69  1.20  1.89  5.32  3.90  5.47  6.74  4.80  3.89  2.62  2.40  1.94 40.86
 1973  1.89  1.56  3.53  5.78  5.68  2.90  3.57  2.10  5.22  1.12  2.47  2.41 38.23
 1974  2.36  0.72  2.83  5.90 11.49  4.14  2.84  9.68  1.91  3.67  1.86  1.69 49.09
 1975  1.05  1.37  3.20  2.35  2.67  7.72  0.23  7.57  1.83  0.03  3.88  0.38 32.28
 1976  0.29  2.20  3.61  6.45  2.17  3.81  0.98  0.85  0.64  1.70  0.12  0.16 22.98
 1977  0.43  0.49  4.43  1.56  1.38  3.00  3.11 13.37  4.98  4.54  0.75  1.79 39.83
 1978  0.36  0.63  1.18  5.01  3.65  5.15  7.11  3.20  7.77  2.04  3.06  1.31 40.47
 1979  1.39  0.92  4.03  4.82  2.37  3.58  6.22  9.30  0.61  4.10  0.87  0.56 38.77
 1980  1.87  0.78  0.29  1.44  2.94  4.86  1.99  4.73  4.66  2.08  1.00  1.13 27.77
 1981  0.01  2.69  0.17  5.48  0.85  4.43  3.49  5.66  4.97  2.64  2.97  0.77 34.13
 1982  1.40  0.51  2.82  3.15  5.91  4.15  4.53  1.98  2.52  3.68  3.95  2.91 37.51
 1983  0.58  1.30  2.25  3.66  4.41  6.86  5.57  2.09  4.81  4.28  5.20  1.64 42.65
 1984  0.57  0.87  2.09  4.20  3.82  3.85  4.58  0.49  2.40  5.20  1.97  2.38 32.42
 1985  0.63  1.96  3.62  1.81  1.68  3.52  2.38  1.98  4.46  4.36  2.20  1.36 29.96
 1986  0.38  1.47  1.85  4.03  7.35  7.18  3.35  5.72  7.73  3.36  1.23  1.14 44.79
 1987  0.43  0.84  3.61  1.99  3.42  2.11  4.80 10.48  1.41  0.68  2.77  2.42 34.96
 1988  0.74  0.33  0.67  0.76  0.86  0.98  1.37  3.63  4.49  1.43  2.79  0.78 18.83
 1989  1.44  0.45  0.72  1.66  2.50  3.37  4.65  4.91  5.44  2.77  0.05  0.27 28.23
 1990  1.49  0.50  5.27  1.82  6.15  9.43  6.52  5.26  1.74  2.63  1.42  2.03 44.26
 1991  0.90  0.18  6.05  7.88  5.06  1.56  0.26  3.48  2.71  5.31  3.75  1.85 38.99
 1992  1.37  1.45  1.29  4.83  0.43  1.11 12.96  2.80  4.63  0.41  6.52  1.83 39.63
 1993  1.31  1.35  3.68  3.82  4.60  9.46 13.96 13.69  3.98  0.82  1.04  1.04 58.75
 1994  1.06  2.42  0.16  1.23  2.64  5.97  4.01  3.05  5.77  0.36  2.80  1.35 30.82
 1995  0.99  0.04  1.50  6.81  5.81  5.41  2.56  1.58  2.31  1.94  3.58  0.44 32.97
 1996  2.98  0.36  1.04  1.54  9.38  4.25  3.11  4.30  2.80  3.88  2.16  0.93 36.73
 1997  1.44  2.08  1.58  1.22  5.26  3.77  2.36  4.14  3.27  4.87  0.76  1.46 32.21
 1998  1.42  1.53  4.87  2.76  4.19  8.74  1.33  5.60  2.50  6.16  0.98  0.54 40.62
 1999  1.44  0.89  1.26  4.60  5.67  5.74  2.68  3.03  1.16  0.60  2.14  0.48 29.69
 2000  0.84  0.81  0.70  3.04  3.55  5.94  6.26  1.44  2.25  1.50  1.93  1.73 29.99
 2001  1.50  2.81  1.35  3.13  5.01  4.79  3.31  3.06  3.44  3.42  0.70  1.14 33.66
 2002  0.35  0.74  1.13  3.86  3.76  4.31  3.93  3.85  2.09  5.23  0.21  0.03 29.49
 2003  0.60  0.83  1.25  3.83  5.14  4.63  3.79  0.26  3.37  1.23  6.94  1.46 33.33
