# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3718] HAWARDEN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    1    0    0    0
 Sep 04    1    0    0    0
 Sep 06    3    0    0    0
 Sep 08    3    0    0    0
 Sep 10    5    0    0    0
 Sep 12    5    0    0    0
 Sep 14    7    0    0    0
 Sep 16    9    0    0    0
 Sep 18   14    1    1    0
 Sep 20   20    1    1    0
 Sep 22   33    9    3    0
 Sep 24   38    9    3    0
 Sep 26   44   12    5    1
 Sep 28   53   18    7    1
 Sep 30   62   22   12    1
 Oct 02   68   29   14    3
 Oct 04   75   37   16    3
 Oct 06   79   48   27    5
 Oct 08   87   51   29    9
 Oct 10   88   62   38   14
 Oct 12   88   68   46   20
 Oct 14   88   70   50   22
 Oct 16   92   74   55   25
 Oct 18   94   77   57   31
 Oct 20   96   85   64   35
 Oct 22   96   85   66   38
 Oct 24   98   88   75   48
 Oct 26   98   90   79   59
 Oct 28  100   94   88   64
 Oct 30  100   98   94   74
 Nov 01  100   98   98   79
 Nov 03  100  100  100   85
 Nov 05  100  100  100   88
 Nov 07  100  100  100   88
 Nov 09  100  100  100   92
 Nov 11  100  100  100   96
 Nov 13  100  100  100   96
 Nov 15  100  100  100   98
 Nov 17  100  100  100   98
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
