# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6940] RED-OAK
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6940 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    102     51     42     35    282    156    132    112
 1952    107     56     47     38    404    261    232    206
 1953    204    102     85     68    316    181    152    128
 1954    134     48     35     24    543    364    324    287
 1955    179    100     84     69    589    403    363    328
 1956    202    111     94     77    399    265    237    210
 1957    161     74     61     52    407    255    225    198
 1958     81     29     20     12    399    242    209    179
 1959    173     87     72     60    384    242    212    186
 1960     36     17     13      9    468    303    267    234
 1961    137     59     43     32    326    191    164    140
 1962    112     56     47     38    421    270    236    206
 1963    246    144    127    113    473    306    269    236
 1964    149     70     57     46    449    279    245    216
 1965     28      7      6      5    422    266    235    205
 1966    277    166    143    121    307    179    152    127
 1967    283    187    167    147    474    300    264    232
 1968    344    221    196    173    468    303    268    233
 1969    103     54     46     38    446    283    251    220
 1970     99     39     30     22    457    306    272    242
 1971    159     93     80     67    491    318    284    252
 1972    244    139    119     99    424    267    234    203
 1973    215     87     67     51    414    266    235    205
 1974    278    162    139    121    513    348    312    278
 1975    117     63     53     43    375    234    201    173
 1976    212    120    104     89    538    360    323    287
 1977    279    167    143    121    555    379    339    304
 1978    139     86     75     64    355    206    175    151
 1979    149     72     58     46    356    220    188    161
 1980    120     57     44     34    413    271    242    216
 1981    253    145    125    105    561    381    343    308
 1982    154     71     58     46    348    230    205    181
 1983    163     90     77     65    253    140    119    102
 1984     64     12      5      4    303    160    134    112
 1985    259    145    121    100    548    365    327    289
 1986    300    190    168    148    487    321    285    251
 1987    267    157    133    113    504    349    318    288
 1988    289    182    158    137    446    299    268    238
 1989    231    146    128    110    520    354    317    281
 1990    240    132    112     93    421    270    236    203
 1991    283    177    154    131    469    290    254    223
 1992    281    151    126    105    395    243    215    190
 1993    133     62     51     43    322    193    166    141
 1994    257    155    136    117    469    315    285    257
