# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8755] WAUKON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.28   0.20   48(72)   15(22)    3( 4)    1( 1)    0( 0)    0       67
  2 3/8-->3/14       1.53   0.26   54(66)   19(23)    7( 9)    2( 2)    0( 0)    0       82
  3 3/15-->3/21      1.32   0.28   38(58)   15(23)   10(15)    2( 3)    0( 0)    0       65
  4 3/22-->3/28      1.62   0.36   33(45)   25(34)   11(15)    4( 5)    0( 0)    0       73
  5 3/29-->4/4       4.17   0.37   45(54)   19(23)   16(19)    3( 4)    1( 1)    0       84
  6 4/5-->4/11       1.46   0.36   38(42)   29(32)   17(19)    6( 7)    0( 0)    0       90
  7 4/12-->4/18      1.79   0.39   58(49)   28(24)   22(19)   10( 8)    0( 0)    0      118
  8 4/19-->4/25      2.85   0.44   48(41)   39(33)   20(17)   10( 8)    1( 1)    0      118
  9 4/26-->5/2       2.40   0.47   44(42)   32(31)   16(15)   10(10)    2( 2)    0      104
 10 5/3-->5/9        3.10   0.42   48(47)   25(24)   22(21)    7( 7)    1( 1)    0      103
 11 5/10-->5/16      2.54   0.42   51(43)   33(28)   24(20)   10( 8)    1( 1)    0      119
 12 5/17-->5/23      2.87   0.41   57(51)   25(22)   20(18)    9( 8)    1( 1)    0      112
 13 5/24-->5/30      2.14   0.43   62(47)   32(24)   24(18)   13(10)    1( 1)    0      132
 14 5/31-->6/6       4.10   0.44   45(45)   23(23)   21(21)   11(11)    1( 1)    0      101
 15 6/7-->6/13       2.25   0.45   55(43)   34(26)   24(19)   14(11)    2( 2)    0      129
 16 6/14-->6/20      3.02   0.53   46(42)   23(21)   22(20)   16(15)    3( 3)    0      110
 17 6/21-->6/27      3.58   0.50   59(50)   16(13)   30(25)   10( 8)    4( 3)    0      119
 18 6/28-->7/4       2.86   0.57   38(37)   33(32)   16(16)   11(11)    5( 5)    0      103
 19 7/5-->7/11       2.26   0.45   43(46)   23(25)   15(16)   11(12)    1( 1)    0       93
 20 7/12-->7/18      2.82   0.54   37(39)   27(28)   16(17)   14(15)    2( 2)    0       96
 21 7/19-->7/25      3.68   0.71   36(36)   15(15)   23(23)   19(19)    6( 6)    0       99
 22 7/26-->8/1       4.05   0.50   44(48)   17(18)   20(22)    8( 9)    3( 3)    0       92
 23 8/2-->8/8        4.72   0.53   48(44)   20(18)   26(24)   11(10)    4( 4)    0      109
 24 8/9-->8/15       3.00   0.53   38(45)   13(15)   22(26)   10(12)    2( 2)    0       85
 25 8/16-->8/22      2.16   0.42   50(52)   18(19)   19(20)    8( 8)    2( 2)    0       97
 26 8/23-->8/29      3.78   0.57   39(41)   18(19)   22(23)   14(15)    2( 2)    0       95
 27 8/30-->9/5       3.76   0.53   33(45)   17(23)   15(20)    6( 8)    3( 4)    0       74
 28 9/6-->9/12       3.21   0.53   38(51)   14(19)   10(13)    9(12)    4( 5)    0       75
 29 9/13-->9/19      1.90   0.43   38(41)   28(30)   17(18)    9(10)    0( 0)    0       92
 30 9/20-->9/26      3.35   0.50   37(37)   33(33)   20(20)    7( 7)    3( 3)    0      100
 31 9/27-->10/3      2.32   0.33   50(57)   21(24)   14(16)    1( 1)    1( 1)    0       87
 32 10/4-->10/10     1.80   0.36   42(54)   14(18)   21(27)    1( 1)    0( 0)    0       78
 33 10/11-->10/17    1.90   0.36   41(56)   13(18)   12(16)    7(10)    0( 0)    0       73
 34 10/18-->10/24    1.70   0.34   46(60)   14(18)   12(16)    5( 6)    0( 0)    0       77
 35 10/25-->10/31    1.00   0.29   44(54)   21(26)   17(21)    0( 0)    0( 0)    0       82
 36 11/1-->11/7      2.10   0.38   47(63)   13(17)    7( 9)    6( 8)    2( 3)    0       75
 37 11/8-->11/14     2.04   0.31   35(63)   12(21)    4( 7)    4( 7)    1( 2)    0       56
 38 11/15-->11/21    1.91   0.38   40(51)   18(23)   14(18)    7( 9)    0( 0)    0       79
 39 11/22-->11/28    1.08   0.24   44(61)   21(29)    6( 8)    1( 1)    0( 0)    0       72
 40 11/29-->12/5     0.66   0.15   51(85)    7(12)    2( 3)    0( 0)    0( 0)    0       60
 41 12/6-->12/12     0.93   0.19   48(74)   14(22)    3( 5)    0( 0)    0( 0)    0       65
 42 12/13-->12/19    0.46   0.18   42(74)   15(26)    0( 0)    0( 0)    0( 0)    0       57
