# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6566] PERRY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6566
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.51  2.29  3.68  5.12  3.88  5.81  3.39  5.99  3.05  1.91  1.01  0.91 37.55
 1952  1.00  0.72  3.82  1.62  2.81  6.25  4.92  5.83  0.25  0.00  2.01  0.75 29.98
 1953  0.96  0.76  1.02  2.23  1.68  8.10  3.59  1.14  1.10  0.36  1.63  0.68 23.25
 1954  0.23  1.95  1.67  3.46  4.38  4.91  1.33 12.49  2.54  2.92  0.31  0.51 36.70
 1955  0.90  1.33  0.84  4.52  6.57  1.61  3.15  1.85  2.68  0.41  0.28  0.42 24.56
 1956  0.37  0.27  0.28  1.54  2.69  2.67  3.24  4.70  3.16  2.28  2.10  0.51 23.81
 1957  0.74  0.17  2.34  2.57  3.90  5.13  3.05  2.57  2.07  2.62  3.29  1.08 29.53
 1958  1.00  0.45  0.42  1.44  1.68  3.45 12.36  3.34  4.22  0.31  1.10  0.58 30.35
 1959  0.90  1.24  3.66  2.76  8.08  4.40  1.40  7.67  3.37  2.41  2.33  1.32 39.54
 1960  1.77  1.43  1.26  2.59  8.64  4.36  3.16  6.47  3.32  1.34  0.26  0.84 35.44
 1961  0.37  2.07  3.62  2.66  1.58  3.33  5.71  2.92  8.56  3.16  1.87  1.86 37.71
 1962  0.46  2.20  1.72  1.59  8.03  3.00  3.49  2.64  1.77  2.20  0.25  0.33 27.68
 1963  0.62  0.84  2.85  5.81  2.93  1.85  4.46  8.71  2.36  1.21  0.77  0.63 33.04
 1964  0.46  0.29  0.87  5.92  2.88  6.09  6.49  3.97  4.53  0.31  0.48  1.11 33.40
 1965  0.95  1.13  3.41  5.47  3.41  3.12  1.43  1.77  7.95  1.41  1.44  1.23 32.72
 1966  1.20  0.62  1.60  0.46  4.68  7.11  2.52  2.66  0.23  0.33  0.22  0.76 22.39
 1967  1.04  0.21  1.42  2.94  3.59 14.14  2.50  1.12  2.20  1.93  0.30  0.38 31.77
 1968  0.54  0.15  1.64  5.47  2.12  0.00  0.00  5.88  2.87  3.28  1.27  1.65 24.87
 1969  0.92  1.67  0.81  4.25  4.29  6.37  5.49  1.27  2.45  3.80  0.30  1.02 32.64
 1970  0.13  0.03  0.00  1.07  5.00  3.18  2.02  5.61  4.09  4.26  1.76  0.99 28.14
 1971  1.62  2.62  0.38  0.96  4.44  3.08  2.23  0.38  1.50  3.27  3.01  0.80 24.29
 1972  0.47  0.64  0.99  2.80  5.34  4.99  4.62  3.75  4.61  3.73  2.70  1.87 36.51
 1973  1.52  1.82  3.45  3.37  7.43  3.18  8.27  2.50  7.76  2.69  1.87  2.35 46.21
 1974  0.74  0.49  0.92  5.18  9.18  3.14  1.11  3.25  1.63  3.97  1.06  1.31 31.98
 1975  1.23  0.77  2.15  5.23  1.73  6.77  0.27  6.90  2.23  0.40  2.32  0.81 30.81
 1976  0.02  1.90  3.60  4.45  3.27  2.85  2.52  1.17  1.11  0.92  0.00  0.28 22.09
 1977  0.26  0.22  3.63  1.60  2.44  1.00  3.57  9.04  3.47  5.33  0.65  0.95 32.16
 1978  0.37  0.61  0.64  5.68  2.19  4.59  6.10  2.84  7.25  0.74  2.26  0.54 33.81
 1979  1.03  0.37  2.77  3.46  2.42  5.38  4.49  8.51  1.14  3.33  1.90  0.11 34.91
 1980  1.08  0.43  0.36  1.02  3.90  5.72  1.62  4.58  1.25  1.37  0.20  0.22 21.75
 1981  0.01  0.45  0.49  1.77  1.52  4.29  3.67  6.43  1.72  2.13  1.48  1.61 25.57
 1982  2.34  0.32  2.63  2.83  7.43  2.90  5.05  2.76  2.77  3.39  2.55  4.31 39.28
 1983  0.80  0.52  4.14  2.73  6.08  7.57  2.62  3.39  2.87  4.83  5.19  0.37 41.11
 1984  0.42  0.59  1.18  6.88  4.19  5.62  6.03  0.57  3.38  3.24  1.53  1.87 35.50
 1985  0.32  0.85  1.97  1.68  1.54  2.90  1.38  2.15  3.67  2.61  0.49  0.64 20.20
 1986  0.01  0.84  2.24  4.71  6.73 10.69  5.78  3.46  4.93  3.89  1.34  0.83 45.45
 1987  0.18  0.00  2.10  1.83  4.29  2.01  4.27  9.92  3.42  1.31  2.92  1.59 33.84
 1988  0.34  0.35  0.26  1.17  1.42  2.51  1.71  3.46  4.14  0.16  2.03  0.42 17.97
 1989  1.27  0.54  0.56  0.42  4.42  3.30  3.49  2.30  4.11  2.37  0.03  0.28 23.09
 1990  0.42  0.41  5.43  0.83  8.01  8.35  7.48  3.77  0.99  1.29  1.59  0.58 39.15
 1991  1.26  0.04  4.07  7.84  3.77  3.35  1.48  3.14  2.43  2.84  3.72  1.80 35.74
 1992  0.82  1.25  2.33  3.30  1.30  0.84  9.37  1.64  5.35  0.20  4.55  1.65 32.60
