# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3473] GRINNELL-3-SW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     5   6  10  14  11  14  10  10   4  11   5   6 106
1952     4   6  10   7  13  10   8   8   5   0   4   3  78
1953     3   6   9   9   7   9   8   4   5   4   2   6  72
1954     1   4  10  10   8  10   4  14   9  10   2   8  90
1955     7   6   4  10  10   8   9   5   9   8   3   3  82
1956     4   6   3   7  10   6  10  11   4   4   6   6  77
1957     4   2   6  12  12  10   7  10   6   4   7   4  84
1958     5   2   5   8   2  11  13   8   8   2   3   2  69
1959     5   5   8  11  14   4   7   8  10  10   5   7  94
1960     6   7   9  12  12  13   7   7   8   6   4   4  95
1961     2   5  11   9   8   7  13   4  10   5   7   5  86
1962     5   8   7  10  10   7  10   8   5   5   2   3  80
1963     5   4   6   9   6   6   6   7   4   5   4   3  65
1964     2   3   5  12   5   9   9   6   9   2   5   9  76
1965     8   8  10  12  10   9   7   9  16   4   3   5 101
1966     3   3   8  10  10  11   7   5   6   5   4   6  78
1967     3   3   6  11  11  16  10  10   5  11   5  12 103
1968     5   3   5  11   8   0   6   8  12   0   7   7  72
1969    11   4   5  10  13  15  14   5   9  11   4   5 106
1970     5   2  10  10  13  10   9   9  12  10  11   7 108
1971     4   9   3   5  12  12  13   5   7   8   8   9  95
1972     3  10  11  13  12  11  15  15  11  10   7   6 124
1973     7   7  18  12  15   8  12   8  17   9  10   7 130
1974    12   2   9   8  18  13   7  14   8   7   9  11 118
1975     8   8  10  12  11  15   4  13  12   2  16   2 113
1976     2   5   9  10  10  10   9   3   8   7   1   3  77
1977     5   4  10   8  10   6   9  15  14  13   7   7 108
1978     8   9   7  11  10  10  14  10   8  10  11  11 119
1979    13   3  13  13   9  11   8   7   4   8   8   4 101
1980     9   7   9   8   8  10   8  11   8   7   4   6  95
1981     3   8   4  14   8   8   7  13   5   7  13   7  97
1982    12   6  12   9  23   8  11   6   8   8  10   8 121
1983     6   7  12  13  17  10   7   7   8  10  14  14 125
1984     5   9  12  14  12  15  12   2  10  14   7  12 124
1985     8   8  10   8  10  10  10  12  10  12  14   7 119
1986     3   7   6  13  18   9  11   7  17  10   6   4 111
1987     2   1  11   9  11   8   8  16  12   4   9   8  99
1988     4   5   4   7   5   5   5   8   9   4  11   4  71
1989     6   6   5   6   9   6   7   9   8   7   3   6  78
1990     5   5  13   9  14  14  14   9   5   6   6   8 108
1991     6   2  12  11  13   7   6   8  10   8  15   8 106
1992    10   7  12  14   6   5  19   8  10   4  13  12 120
1993     8   8   9  13  16  13  16  18  13   5   6   7 132
1994     7   8   3  10   8  13  10   8   7   8   9   7  98
1995     8   6  10  15  13  11   8   9   8  13   6   5 112
1996     9   3   8   8  18  14   6   9   8   9  10  10 112
1997    10   8   8   8  12   9   7  11  11   8   6  11 109
1998     9  14  15  16  13  18   8  15   5  15   7   5 140
1999     8   8   6  16  15  13   9  11   5   3   2   7 103
2000     5   7   6   9  16  17  12  10   6   8   8  10 114
2001    14  11   9  15  21  12   8   8   6  12   6   8 130
2002     8   9  12  16  14  11  11  10   7  15   7   5 125
2003     9   7  13  16  12  13  12   3   8   5   9  10 117
2004     9  10  16   5  13  16  17  14   4  17  15  10 146
2005    12   9  12  10  13  11   8   0   0   0   0   0  75
STDDEV   3   3   3   3   4   4   3   4   3   4   4   3  20
AVG      6   6   9  11  12  10   9   9   8   7   7   7 102
