# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0576] BEDFORD-1-NNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0576
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.64  2.48  4.82  4.47  7.28  8.02  3.26  7.30  2.77  2.86  2.42  1.12 47.44
 1952  0.56  0.32  4.30  3.20  5.01  9.31  3.46  5.64  0.78  0.00  5.07  0.89 38.54
 1953  0.64  1.60  3.32  3.75  1.51  6.57  2.26  2.51  2.21  0.11  0.71  0.98 26.17
 1954  0.00  1.28  1.30  5.61  5.39  5.12  0.13 10.43  1.20  5.45  0.10  0.38 36.39
 1955  3.41  3.18  0.38  3.20  2.87  5.60  0.95  1.07  3.06  1.82  0.23  0.07 25.84
 1956  0.22  0.79  0.15  0.42  2.34  5.22  9.75  5.59  0.70  1.00  3.86  0.50 30.54
 1957  0.91  0.17  3.27  6.35  5.07  4.09  0.51  3.74  5.00  6.20  2.12  1.37 38.80
 1958  1.16  0.90  0.57  1.77  5.59  2.39 15.39  1.96  4.88  1.76  2.24  0.43 39.04
 1959  0.90  0.99  4.10  3.35 10.33  6.62  1.08  7.40  5.60  2.68  0.37  2.61 46.03
 1960  4.42  0.79  1.96  3.49  4.14  9.92  1.35 11.90  3.62  2.76  0.56  0.52 45.43
 1961  0.28  2.92  6.41  3.20  3.16  5.24  3.83  4.79  8.80  3.51  4.23  2.35 48.72
 1962  1.14  3.05  1.15  1.44  6.56  1.77  8.38  4.37  2.53  4.45  1.16  0.77 36.77
 1963  0.77  0.49  2.80  4.35  4.12  1.90  2.09  4.61  3.76  2.84  0.85  0.33 28.91
 1964  0.39  0.35  1.52  4.58  6.23  6.55  3.02  5.14  5.74  0.33  1.33  0.63 35.81
 1965  1.29  0.85  2.49  3.19  3.10  9.51  4.97  3.52  7.05  1.14  0.87  1.63 39.61
 1966  1.24  0.15  0.32  2.40  4.34  7.92  3.25  3.33  3.09  0.70  0.79  1.05 28.58
 1967  0.72  0.65  1.72  2.43  2.20 10.57  1.22  0.71  1.55  4.63  0.45  1.49 28.34
 1968  0.34  0.13  0.86  2.46  3.42  2.30  4.45  2.79  1.59  3.16  1.13  2.52 25.15
 1969  0.78  0.48  1.15  7.55  5.49  7.34  6.49  2.98  2.51  4.43  0.08  0.44 39.72
 1970  0.30  0.32  1.62  4.15  5.35  2.65  2.45  3.19  5.76  2.95  3.14  1.07 32.95
 1971  1.72  1.47  0.50  1.52  4.43  2.63  2.36  3.47  1.50  4.14  3.78  0.69 28.21
 1972  0.21  0.05  0.81  2.96  5.51  1.67  5.78  3.47  4.11  2.79  4.02  1.24 32.62
 1973  2.93  2.52  5.56  2.72  5.26  2.07  5.64  3.39  8.28  7.74  3.25  2.77 52.13
 1974  1.93  0.71  1.22  2.48  6.82  4.09  0.90  1.73  1.18  6.18  1.01  1.20 29.45
 1975  1.24  1.31  1.45  3.07  5.61  7.43  0.47  4.22  5.78  0.02  3.26  0.70 34.56
 1976  0.22  2.15  2.38  7.74  2.87  1.64  1.77  2.91  2.78  1.27  0.06  0.14 25.93
 1977  0.53  0.37  5.32  1.66  2.33  3.97  2.97 13.95  5.83 10.98  0.62  0.18 48.71
 1978  0.15  0.00  0.85  5.54  7.00  0.00  8.50  3.39  6.14  0.84  2.51  0.22 35.14
 1979  0.00  0.10  2.97  3.03  1.43  4.79  9.85  1.52  3.72  3.59  2.79  0.47 34.26
 1980  1.17  1.05  1.20  1.89  3.19  4.53  3.02  9.02  0.55  2.00  0.52  2.05 30.19
 1981  0.05  0.90  1.78  4.34  3.25  3.88  7.01  5.04  3.43  1.65  3.91  0.37 35.61
 1982  1.77  0.64  2.98  2.36 10.68  3.35  2.92  9.87  4.83  2.63  2.05  2.22 46.30
 1983  0.96  0.48  3.04  2.28  4.37  5.52  0.26  1.05  3.22  3.55  4.91  0.94 30.58
 1984  0.29  0.95  2.76  5.74  5.28  9.00  1.91  1.16  1.40  3.12  2.03  1.55 35.19
 1985  0.56  1.58  1.35  1.60  4.00  1.90  7.79  4.80  6.89  4.53  0.98  0.67 36.65
 1986  0.00  0.00  1.76  5.12  6.06  4.85  9.41  4.80  8.60  3.02  1.31  1.70 46.63
 1987  0.17  0.29  3.75  0.00  5.41  3.71  9.15  7.17  1.61  2.06  3.05  1.33 37.70
 1988  0.19  0.48  0.37  1.33  2.41  0.21  3.00  1.66  4.38  0.38  1.66  0.62 16.69
 1989  1.11  1.09  0.53  0.81  2.98  2.65  3.59  4.58  7.07  2.87  0.00  0.60 27.88
 1990  1.38  0.63  5.22  1.64  5.29  7.49  9.12  3.46  1.02  1.53  2.74  1.22 40.74
 1991  0.78  0.19  4.01  6.05  5.14  2.43  4.40  1.44  0.48  2.54  3.46  1.77 32.69
 1992  1.31  2.44  2.96  5.20  2.25  1.90  9.03  2.36  5.94  1.11  5.41  2.03 41.94
 1993  1.42  1.36  3.33  1.41  6.88  6.24 17.16  4.53  8.33  1.88  0.96  0.99 54.49
 1994  0.79  0.96  0.12  2.01  1.36 10.03  3.96  3.93  2.44  2.95  1.97  1.55 32.07
 1995  1.06  0.62  2.35  4.39  8.75  4.19  4.62  1.84  3.24  1.66  1.42  0.76 34.90
 1996  2.23  0.40  1.50  2.61  9.83  7.93  2.90  5.18  4.37  3.00  3.64  0.25 43.84
 1997  0.82  2.16  0.73  4.15  5.56  3.07  2.19  3.24  2.42  5.04  2.36  1.67 33.41
 1998  0.76  1.76  4.35  3.45  3.55  7.79  4.08  1.70  2.18  4.33  2.88  0.70 37.53
 1999  0.70  1.96  1.39  5.85  5.37  5.07  5.49  3.28  2.22  0.31  1.65  0.86 34.15
 2000  0.24  1.88  1.94  1.53  2.44  8.90  4.72  3.76  1.96  2.54  2.31  1.77 33.99
 2001  2.54  3.57  1.73  3.51  6.30  4.68  4.40  0.93  5.72  2.94  1.27  0.75 38.34
