# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4038] IDA-GROVE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4038
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.23  2.46  2.42  5.57  4.01  9.11  5.05 14.85  3.83  2.61  0.45  0.70 51.29
 1952  1.73  1.10  2.42  2.22  5.20  5.21  5.75  2.74  1.30  0.00  1.32  0.68 29.67
 1953  0.82  1.50  2.84  3.68  2.84  4.34  2.46  3.64  0.73  0.65  1.81  0.96 26.27
 1954  0.24  2.35  1.70  4.78  6.33  8.24  2.02  3.14  2.10  5.48  0.13  0.18 36.69
 1955  0.38  0.00  1.05  3.14  0.82  2.27  5.81  1.11  1.73  0.75  0.00  0.36 17.42
 1956  0.35  0.15  0.21  1.73  1.73  2.54  1.34  3.75  0.32  2.32  2.50  0.10 17.04
 1957  0.48  0.15  0.88  0.88  3.67  6.35  3.94  3.10  4.14  3.22  1.14  0.77 28.72
 1958  0.27  0.98  0.74  2.11  2.03  4.25  5.41  2.51  1.23  0.09  0.45  0.17 20.24
 1959  0.35  0.76  1.98  2.71 10.79  4.88  0.56  3.09  2.49  2.96  1.33  2.07 33.97
 1960  1.49  0.78  1.19  0.98  5.87  3.17  2.91  3.16  4.35  0.53  0.39  0.46 25.28
 1961  0.13  1.34  3.16  1.24  2.95  6.12  2.55  2.56  2.57  2.77  0.80  0.90 27.09
 1962  0.09  2.07  1.78  1.98  7.97  3.65  7.77 13.49  1.80  1.86  0.54  0.37 43.37
 1963  0.47  0.43  1.77  1.24  4.82  5.06  3.67  4.31  2.56  2.00  0.30  0.40 27.03
 1964  0.31  0.19  0.89  4.99  7.86  4.89  5.31  3.93  4.59  0.55  0.62  0.84 34.97
 1965  0.33  1.59  1.64  2.66  6.57  2.25  2.33  3.97 11.09  1.25  0.52  1.02 35.22
 1966  0.67  0.37  1.78  0.58  2.36  5.85  2.79  5.47  1.41  0.59  0.03  0.52 22.42
 1967  0.41  0.10  0.56  2.86  1.66 14.04  4.02  2.07  1.31  2.05  0.00  0.31 29.39
 1968  0.75  0.13  0.71  3.26  2.92  4.69  2.81  6.28  6.08  5.58  1.24  2.04 36.49
 1969  1.53  2.16  0.82  1.33  3.32  6.72  1.62  2.14  3.20  3.04  0.14  2.21 28.23
 1970  0.11  0.07  3.04  1.52  4.49  1.42  4.02  1.83  2.73  5.91  1.73  0.85 27.72
 1971  0.66  4.21  1.22  1.52  1.80  3.06  4.01  1.30  2.54  4.99  1.41  0.81 27.53
 1972  0.42  1.70  0.63  2.54  4.79  6.31  4.69  4.03  3.22  2.70  2.01  1.50 34.54
 1973  1.75  0.72  2.64  2.24  3.99  3.04  3.71  0.70  5.28  2.89  2.67  1.43 31.06
 1974  0.77  0.23  0.66  3.01  6.17  2.72  1.37  4.75  0.86  1.06  0.56  0.45 22.61
 1975  3.64  0.54  2.08  5.86  4.16  5.45  1.60  6.48  1.35  0.15  3.53  0.91 35.75
 1976  0.13  0.62  2.75  1.83  3.78  2.54  0.83  0.49  0.00  0.68  0.02  0.47 14.14
 1977  0.16  0.43  4.60  4.50  2.89  4.44  3.38  4.53  4.02  2.64  2.60  0.34 34.53
 1978  0.45  0.86  0.62  3.60  2.71  3.81  5.06  5.10  6.54  1.15  1.35  0.86 32.11
 1979  1.49  0.40  5.21  2.00  2.45  2.62  2.64  4.96  2.77  5.21  1.57  0.25 31.57
 1980  1.17  0.65  1.51  1.50  2.25  2.02  1.16  8.43  2.09  2.57  0.18  0.25 23.78
 1981  0.00  0.55  1.05  0.77  2.99  3.29  3.05  5.31  0.72  2.52  0.98  1.26 22.49
 1982  1.01  0.26  1.34  1.17  7.57  2.42  8.86  3.29  5.98  2.70  1.56  1.99 38.15
 1983  0.98  0.74  4.00  2.70  4.88  9.05  2.48  2.46  1.68  2.79  1.77  0.20 33.73
 1984  0.03  0.57  1.20  6.72  6.01  9.76  3.07  1.45  0.64  6.08  1.81  2.58 39.92
 1985  0.14  0.12  1.68  3.33  3.34  4.08  1.85  6.45  4.06  1.72  0.66  0.57 28.00
 1986  0.02  0.69  2.77  8.54  3.38  4.99  5.87  4.68  3.49  3.38  1.03  0.38 39.22
 1987  0.00  0.00  0.00  0.00  4.24  1.54  7.97  5.86  1.82  0.49  1.46  0.96 24.34
 1988  1.03  0.00  0.17  0.00  0.00  0.00  0.00  4.30  5.91  0.14  1.19  0.94 13.68
 1989  0.99  0.04  0.11  1.33  2.32  2.98  3.71  3.03  3.85  0.60  0.08  0.17 19.21
 1990  0.07  0.29  4.93  1.54  7.91  8.13  4.95  2.93  1.62  1.70  0.48  0.53 35.08
 1991  0.78  0.40  4.27  6.13  5.93  5.58  1.99  2.27  2.30  1.87  4.29  1.15 36.96
 1992  1.34  0.54  2.82  3.04  3.26  3.03  5.77  3.57  3.84  3.24  2.28  1.13 33.86
 1993  1.11  1.65  1.43  3.03  4.90  5.07  6.73  4.89  1.61  1.48  0.79  1.10 33.79
 1994  0.96  0.92  0.00  1.69  1.99  4.55  4.47  5.35  3.99  1.41  1.76  0.57 27.66
 1995  0.82  0.09  1.85  4.55  5.48  3.13  3.42  2.61  4.49  2.20  0.75  0.23 29.62
 1996  1.48  0.08  1.44  0.98  5.31 10.81  2.32  3.87  3.18  1.04  2.05  1.16 33.72
 1997  0.77  0.48  1.04  3.55  2.26  4.94  7.70  0.84  3.15  1.58  0.37  0.51 27.19
 1998  1.08  0.54  3.07  4.66  2.62  9.21  2.81  5.72  0.79  3.29  0.76  0.36 34.91
 1999  1.32  0.77  0.57  6.20  3.40  5.61  3.74  2.86  1.39  0.32  0.92  0.58 27.68
 2000  0.62  1.45  2.23  0.94  3.15  4.20  2.07  1.68  1.10  1.76  2.53  1.75 23.48
 2001  1.18  1.09  0.83  3.68  6.19  3.59  3.26  4.26  3.61  1.26  2.42  0.50 31.87
 2002  0.12  0.68  1.39  2.83  4.04  3.26  4.47  7.89  2.42  4.10  0.09  0.07 31.36
 2003  0.38  0.94  1.36  3.76  4.67  3.73  5.03  0.78  1.93  0.62  1.30  1.00 25.50
 2004  1.68  1.19  4.09  2.47  6.34  7.15  1.91  1.87  3.71  0.78  3.66  0.16 35.01
 2005  0.75  1.71  0.27  3.94  4.63  7.23  1.54 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.74  0.82  1.77  2.83  4.18  4.88  3.63  4.00  2.88  2.14  1.23  0.80 29.32
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
