# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1257] CASCADE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia1257   BASE TEMP=24
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    17 107          11     1 305          198
   1952   4    11 102          10     3 277          175
   1953   4    21 111          10    29 302          191
   1954   4     4  94          10    31 304          210
   1955   3    29  88          11     3 307          219
   1956   4    24 115          11     9 314          199
   1957   4    15 105          10    20 293          188
   1958   4    29 119          10    30 303          184
   1959   4    21 111          11     5 309          198
   1960   4    10 101          10    21 295          194
   1961   4    16 106          10     2 275          169
   1962   4    16 106          10    26 299          193
   1963   3    22  81          11     2 306          225
   1964   4     9 100          10     6 280          180
   1965   3    27  86          10    28 301          215
   1966   4    10 100          10    20 293          193
   1967   3    22  81          10    28 301          220
   1968   4     5  96          11     4 309          213
   1969   3    31  90          10    23 296          206
   1970   4    10 100          10    16 289          189
   1971   4    10 100          11     4 308          208
   1972   4     9 100          10    19 293          193
   1973   4    13 103          11     5 309          206
   1974   4    24 114          10     2 275          161
   1975   4     6  96          10    19 292          196
   1976   4    12 103          10     8 282          179
   1977   4     6  96          11    11 315          219
   1978   3    27  86          10    28 301          215
   1979   4    10 100          10    14 287          187
   1980   3    26  86          10    28 302          216
   1981   4     6  96          10    23 296          200
   1982   4    12 102          10    22 295          193
   1983   4    20 110          11     5 309          199
   1984   4     8  99          10    24 298          199
   1985   4     9  99          11     5 309          210
   1986   4    22 112          11     2 306          194
   1987   4     4  94          10     8 281          187
   1988   4    19 110          10     6 280          170
   1989   4    13 103          10     4 277          174
   1990   4    18 108          10    19 292          184
   1991   3    31  90          10    19 292          202
   1992   4     2  93          10    17 291          198
   1993   4    17 107          10    31 304          197
   1994   4     8  98          11    10 314          216
   1995   4     5  95          11     3 307          212
   1996   4    10 101          10    31 305          204
   1997   4    17 107          10    22 295          188
   1998   3    24  83          11     5 309          226
   1999   3    27  86          10    24 297          211
   2000   4    12 103          10     9 283          180
   2001   4    18 108          10    17 290          182
   2002   4     6  96          10    20 293          197
   2003   4    10 100          10     2 275          175
   2004   4    13 104          11    12 317          213
             MEAN= 99              MEAN=296     MEAN=197
