# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4894] LOGAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4894
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.57  2.49  4.75  6.67  6.55  6.18  3.45  7.71  2.11  2.47  0.35  0.80 44.10
 1952  0.92  1.12  3.35  2.38  3.80  6.99  4.05  7.84  1.62  0.00  2.08  0.86 35.01
 1953  1.10  0.88  2.29  3.76  2.37  2.80  1.23  1.73  0.73  0.94  2.52  1.12 21.47
 1954  0.22  1.72  1.22  3.61  3.55  6.12  1.05  7.44  1.46  3.05  0.03  0.11 29.58
 1955  0.56  0.90  1.07  3.00  1.07  3.63  1.68  3.38  3.24  0.55  0.27  0.20 19.55
 1956  0.58  0.38  0.22  2.41  2.68  3.43  4.38  4.31  5.04  0.76  2.44  0.14 26.77
 1957  0.41  0.27  2.67  1.57  5.45  6.37  4.34  5.14  3.75  4.04  2.79  0.85 37.65
 1958  1.07  0.81  0.83  3.38  1.23  1.63 11.68  2.73  2.38  0.00  1.36  0.05 27.15
 1959  0.80  1.07  3.13  3.42  9.06  6.57  0.50  3.30  1.80  2.82  0.88  2.64 35.99
 1960  1.65  1.02  1.41  2.00  7.33  3.96  2.72  8.07  2.53  0.57  0.04  0.35 31.65
 1961  0.32  1.20  3.35  1.45  2.75  4.10  3.37  3.43  5.00  2.50  2.20  0.80 30.47
 1962  0.20  3.10  1.55  0.70  7.57  3.34  5.90  7.30  2.20  1.82  0.76  0.35 34.79
 1963  0.61  0.40  1.95  1.67  1.43  5.92  3.21  3.50  1.97  0.73  0.15  0.30 21.84
 1964  0.40  0.15  1.30  9.34  6.08  4.55  3.03  4.95  2.50  0.15  0.21  1.45 34.11
 1965  0.32  1.19  1.91  2.90  7.88  2.39  4.94  2.88 10.77  0.74  0.25  0.82 36.99
 1966  2.00  0.20  0.28  0.45  3.51  3.47  2.51  3.11  1.74  0.30  0.12  0.60 18.29
 1967  1.18  0.00  0.66  3.62  1.74 10.91  1.02  0.88  3.15  2.27  0.13  0.62 26.18
 1968  0.40  0.16  0.47  4.86  3.19  6.02  4.52  3.59  4.00  5.48  1.22  1.99 35.90
 1969  1.22  1.90  0.77  2.93  3.90  6.75  4.17  4.00  1.14  2.53  0.07  1.31 30.69
 1970  0.17  0.08  1.54  1.76  2.84  4.18  1.07  2.60  3.41  4.69  1.59  0.26 24.19
 1971  0.85  2.54  0.57  1.19  5.21  4.44  2.44  1.42  1.56  5.31  2.52  1.07 29.12
 1972  0.42  0.44  0.87  5.00  6.76  0.71  7.22  3.38  5.63  3.08  4.05  1.56 39.12
 1973  1.96  0.66  4.99  2.55  5.83  3.21  3.91  1.53  9.08  3.01  1.55  1.25 39.53
 1974  1.05  0.23  0.97  2.13  5.51  1.73  1.09  7.51  2.32  3.27  0.79  0.86 27.46
 1975  2.10  1.03  2.01  2.93  4.46  4.14  1.45  6.97  3.19  0.00  3.00  1.21 32.49
 1976  0.10  1.39  2.50  3.25  6.91  2.34  1.20  0.94  1.79  0.82  0.04  0.32 21.60
 1977  1.01  0.31  4.30  2.60  5.32  3.23  4.35  5.41  3.38  2.65  2.00  1.12 35.68
 1978  0.21  1.71  1.08  8.09  2.52  0.88  5.59  4.29  5.16  1.07  1.32  1.05 32.97
 1979  1.60  0.20  4.49  3.05  3.65  5.66  4.06  1.02  3.25  0.00  1.56  0.07 28.61
 1980  0.98  0.61  1.58  0.62  1.85  5.14  3.02  6.09  0.10  2.96  0.12  0.26 23.33
 1981  0.17  0.57  0.75  1.66  3.04  2.60  1.99  4.40  2.12  1.95  1.92  1.14 22.31
 1982  1.70  0.28  3.15  1.42  9.44  3.49  3.82  3.19  4.65  3.83  2.83  2.63 40.43
 1983  1.24  1.17  4.62  2.30  3.73  8.40  1.49  0.30  3.88  3.02  4.98  0.55 35.68
 1984  0.47  0.85  2.11  5.29  5.47  8.51  1.68  1.49  1.79  5.49  0.94  4.76 38.85
 1985  0.37  0.81  2.00  2.58  4.39  3.72  3.43  3.23  4.65  2.29  1.07  0.53 29.07
 1986  0.00  1.26  3.64  5.78  6.11  6.61  5.26  5.06  7.50  5.23  0.78  0.62 47.85
 1987  0.02  0.58  3.11  2.89  5.06  1.90  6.28  6.94  2.70  1.27  1.17  0.84 32.76
 1988  0.54  0.00  0.00  0.00  1.66  0.93  3.37  1.80  3.75  0.06  3.05  1.14 16.30
 1989  1.01  0.59  0.34  1.03  1.67  4.78  4.93  2.51  7.15  1.19  0.00  0.35 25.55
 1990  0.65  0.32  4.31  0.57  4.11  6.87  7.14  1.04  1.13  2.03  0.76  1.71 30.64
 1991  1.01  0.60  4.18  6.34  3.67  8.44  2.15  2.28  1.59  1.57  2.91  1.47 36.21
 1992  1.21  1.24  2.91  2.21  2.23  0.98  8.10  1.12  9.63  3.80  2.57  1.14 37.14
 1993  1.13  1.08  1.73  2.18  5.95  7.18  7.38  5.29  2.17  1.57  1.08  0.61 37.35
 1994  0.54  0.70  0.06  2.26  2.10  4.49  4.78  5.17  4.41  1.77  1.71  1.05 29.04
 1995  1.13  0.29  3.31  4.61  6.26  2.38  3.99  2.45  3.92  4.10  0.83  0.47 33.74
 1996  0.94  0.11  0.80  2.20 10.22  3.85  7.06  5.28  2.77  1.41  2.65  0.73 38.02
 1997  0.67  1.11  1.14  4.18  2.81  5.47  1.77  3.37  4.48  3.38  1.38  0.53 30.29
 1998  0.95  0.72  2.86  3.25  4.87 10.13  9.52  2.82  0.50  3.26  1.55  0.28 40.71
 1999  0.81  1.11  1.07  7.16  3.44  5.37  4.45  6.82  1.46  0.07  0.98  1.14 33.88
 2000  0.23  1.40  1.30  1.54  1.36  6.06  4.13  2.12  0.70  2.47  2.50  1.11 24.92
 2001  1.61  1.03  1.49  1.86  8.91  6.68  1.87  3.51  3.14  1.70  1.98  1.17 34.95
