# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4101] IOWA-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia4101
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1342   1111   1150    577    159     74     17     16    154    381    985   1323
 1952   1289    982    986    432    194      8      0     10    101    549    766   1094
 1953   1223    964    851    607    189      5      0      2     85    251    712   1095
 1954   1302    746    930    323    273     38      0      4     67    413    708   1109
 1955   1330   1119    891    254    107     45      0      1     75    363    950   1305
 1956   1345   1134    911    494    138     23      1     15    112    164    776   1110
 1957   1481    894    843    414    157     19      0      1    110    435    827   1010
 1958   1269   1339    893    429    140     49      8     22     80    299    670   1326
 1959   1533   1150    893    458    132     12      7      1     98    461   1024    934
 1960   1278   1257   1317    396    190     23      1      3     63    361    700   1214
 1961   1333    962    821    613    256     25      0      0    148    322    774   1329
 1962   1551   1186   1066    508     80     27      9      1    148    345    770   1257
 1963   1710   1287    766    361    207     10      5     10     73     98    676   1577
 1964   1184   1104    968    414     43     17      0     29    115    437    661   1286
 1965   1386   1164   1193    444     77      3      0     18    118    338    700    936
 1966   1550   1100    746    515    253     21      0      9    114    377    708   1186
 1967   1203   1202    760    387    269      7     17     22    110    405    828   1088
 1968   1300   1173    631    358    203     14      5      3     66    339    786   1223
 1969   1449   1041   1005    349    153     56      0      0     55    442    767   1233
 1970   1595   1080    924    394     90     17      0      0     77    305    758   1122
 1971   1499   1122    924    380    211      0     10      1     76    143    725   1039
 1972   1397   1257    870    473    138     18      4      4     57    411    845   1324
 1973   1234    972    571    467    174      0      0      0     60    184    702   1261
 1974   1365   1028    765    315    187     26      0      1    141    293    731   1114
 1975   1241   1093   1058    531     67      4      1      0    144    283    575   1058
 1976   1315    833    736    328    169      1      0      5     77    498    970   1388
 1977   1704   1010    632    247     41      4      0      2     24    360    775   1304
 1978   1606   1352    982    399    181      3      0      1     43    377    751   1283
 1979   1730   1390    894    525    143      3      2      6     43    309    770    999
 1980   1246   1230    913    415     91      9      0      0     60    407    708   1129
 1981   1209    968    697    252    166      0     10      1     53    364    659   1182
 1982   1648   1144    899    549     48     22      0      6     89    305    737    947
 1983   1161    928    780    563    196     13      0      0     92    315    674   1583
 1984   1361    883   1039    459    196      0      2      3    133    275    708   1037
 1985   1515   1180    683    288     52     19      0      3    125    323    906   1559
 1986   1244   1190    703    285     95      1      0     16     43    315    870   1074
 1987   1180    795    666    289     53      5      0     19     55    460    610   1035
 1988   1388   1237    751    366     44      4      0      5     34    487    718   1117
 1989    987   1290    857    413    178     19      0      1    105    295    755   1468
 1990   1003    916    651    426    176     17      0      0     68    348    586   1261
 1991   1431    914    681    317    103      0      0      0    113    349    942   1061
 1992   1077    865    695    423    129     11      0     16    116    348    853   1161
 1993   1276   1155    914    487     79     46      0      2    140    376    794   1097
 1994   1552   1187    739    355    126      4      0      1     60    255    634   1011
 1995   1343   1024    738    469    146      5      1      0    123    328    928   1179
 1996   1349   1130    966    436    218     17      0      0     99    302    947   1227
 1997   1426    996    721    499    224      2      1      0     33    371    826   1096
 1998   1170    722    809    355     31     38      0      0     18    283    633    992
 1999   1376    809    810    331     78     11      0      0     93    299    538   1058
 2000   1237    861    572    337     72     12      0      0     77    224    847   1565
 2001   1271   1159    943    249    106     39      0      0     83    357    422    958
 2002    995    870    874    407    184      2      0      3     47    461    840   1060
 2003   1335   1175    877    367    164     34      0      0    118    335    734   1009
 2004   1327   1092    654    343    101     14      0     39     42    315    620   1063
 2005   1280    854    786    278    185      0      0      0      0      0      0      0
 MEAN   1348   1066    844    406    143     16      2      6     86    341    757   1175
