# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0200] AMES-8-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0200 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     21      5      4      3    234    121    102     86
 1952     71     35     30     26    370    236    209    185
 1953    145     68     53     39    220    102     82     66
 1954     62     17     12      8    456    284    249    216
 1955    132     68     56     45    496    321    285    252
 1956    113     47     39     31    322    203    177    154
 1957    114     50     38     30    369    222    193    170
 1958     67     20     13      8    340    193    163    135
 1959     96     42     33     27    317    189    163    139
 1960     11      2      0      0    388    239    209    181
 1961     81     30     22     16    227    121    101     83
 1962     54     28     25     22    329    195    170    149
 1963    185    114    102     90    411    253    218    184
 1964    100     48     37     26    346    202    175    152
 1965      7      0      0      0    298    173    147    123
 1966    227    129    106     88    255    136    114     94
 1967    237    152    133    117    403    248    216    185
 1968    307    199    176    154    426    273    240    210
 1969     42     16     10      5    372    220    187    158
 1970     36      5      3      2    408    262    233    205
 1971     77     37     30     25    414    277    246    216
 1972    132     67     54     43    349    209    180    154
 1973    177     70     51     36    330    199    171    147
 1974    162     81     66     52    418    270    235    202
 1975     52     15     10      7    260    137    117    100
 1976    172     97     84     72    460    304    269    234
 1977    248    137    115     95    547    375    340    308
 1978    111     62     52     43    330    192    164    136
 1979     79     35     26     21    252    138    115     94
 1980     97     34     26     19    395    250    220    196
 1981    251    135    113     93    512    341    305    272
 1982     99     36     26     18    303    186    162    139
 1983    114     60     51     42    214    121    105     90
 1984     32      1      0      0    274    138    113     91
 1985    188     92     73     57    514    344    310    278
 1986    244    145    129    115    454    294    259    224
 1987    227    127    111     95    472    321    291    264
 1988    239    138    117     97    388    257    227    199
 1989    158     91     76     65    433    285    252    221
 1990    203    107     89     73    403    253    220    189
 1991    197    106     88     73    393    237    205    175
 1992    195     98     79     62    305    184    162    143
 1993     61     24     18     14    260    136    115     96
 1994    194    111     93     77    415    282    253    224
 1995    170     85     68     53    271    152    127    104
 1996    120     58     47     37    345    218    193    169
 1997    170     83     66     52    288    170    146    123
 1998    121     71     63     56    351    201    169    140
 1999    178     93     77     62    345    192    163    136
 2000    267    152    130    110    416    276    247    219
 2001     39      8      4      2    497    323    284    248
 2002    113     37     24     14    410    257    225    196
 2003    197    116    101     87    435    286    257    232
 2004    233    124    103     83    447    288    256    225
 2005    172     85     70     59    488    312    270    232
     ****************************  ****************************
 MEAN  138.1   70.8   58.6   48.1  370.5  229.1  200.1  173.5
 STDV   74.7   47.9   42.1   36.6   83.4   66.5   61.8   57.2

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    690    469    416    367    759    526    471    416
 1952    591    382    336    294    988    749    690    632
 1953    621    408    364    323    952    714    655    596
 1954    517    339    300    263    952    715    657    601
 1955    712    479    432    388    811    578    523    471
 1956    688    476    431    387    979    742    685    628
 1957    582    366    323    282    858    620    562    504
 1958    699    491    445    401    768    531    474    420
 1959    690    467    414    365    915    675    615    558
 1960    625    413    362    317    828    590    532    475
 1961    570    370    328    291    854    617    562    511
 1962    822    586    530    477    859    621    562    507
 1963    637    416    365    319    972    732    674    616
 1964    794    554    498    448    869    634    577    523
 1965    802    580    527    474    876    636    577    520
 1966    567    380    342    309    863    626    569    512
 1967    543    361    323    287    864    624    567    511
 1968    554    358    319    282    912    673    616    560
 1969    676    465    417    371    759    529    478    428
 1970    763    542    492    443    899    661    603    547
 1971    573    374    330    293   1015    777    718    659
 1972    667    449    401    357    862    625    571    518
 1973    596    383    337    295    935    695    635    576
 1974    576    371    326    285    830    590    533    479
 1975    738    512    464    420    886    647    590    534
 1976    605    402    358    317    874    635    577    522
 1977    874    636    579    524    951    712    653    594
 1978    657    442    394    351    909    673    615    560
 1979    642    434    389    349    897    659    601    544
 1980    714    495    444    399    872    632    574    520
 1981    612    416    374    334    933    693    633    574
 1982    713    480    425    373    760    526    471    423
 1983    525    329    289    252    913    676    619    562
 1984    576    373    329    289    955    715    655    595
 1985    767    530    480    431    808    575    521    468
 1986    681    451    400    352    953    713    653    595
 1987    814    581    531    484    973    733    674    617
 1988    841    605    551    499    970    730    671    614
 1989    663    456    410    369    847    611    556    502
 1990    564    355    310    268    920    684    626    568
 1991    772    547    494    444    995    755    695    635
 1992    679    474    430    388    874    638    580    524
 1993    629    403    357    313    843    607    551    497
 1994    686    469    421    376    928    689    630    572
 1995    559    338    295    255    897    657    598    541
 1996    550    339    295    254    895    658    600    543
 1997    518    332    293    255    936    696    636    578
 1998    813    570    512    458    805    574    520    467
 1999    676    438    387    340    888    648    590    533
 2000    763    532    478    426    855    616    560    505
 2001    675    437    384    337    882    646    588    532
 2002    594    402    360    320    982    742    682    622
 2003    610    383    337    295    853    613    553    496
 2004    713    496    445    394    832    595    538    482
 2005    631    418    371    328    984    744    684    624
     ****************************  ****************************
 MEAN  662.0  446.4  399.0  354.8  891.8  654.0  596.4  540.2
 STDV   90.8   78.8   74.7   70.4   64.2   62.6   61.2   59.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    976    728    666    605    942    694    632    571
 1952   1034    786    725    664    907    660    601    545
 1953   1037    789    728    669    971    723    662    603
 1954   1096    848    786    724    990    742    680    618
 1955   1140    892    830    768   1048    800    738    677
 1956   1002    754    692    630   1002    755    695    638
 1957   1110    862    800    738    995    747    686    627
 1958    922    674    612    551    976    730    670    612
 1959    978    730    669    608   1082    834    772    711
 1960    984    736    675    614   1007    759    697    635
 1961   1000    752    690    628    966    718    656    595
 1962    960    712    651    592    967    719    657    598
 1963   1045    797    735    673    923    675    614    556
 1964   1062    814    752    690    865    623    565    508
 1965   1021    773    711    649    922    675    615    556
 1966   1084    836    774    712    896    648    588    529
 1967    935    689    630    574    888    648    591    537
 1968   1002    754    692    631    966    718    656    595
 1969   1037    789    727    665   1001    753    691    629
 1970   1010    762    701    640    979    731    669    607
 1971    928    683    624    566    935    688    628    571
 1972    974    726    667    609    949    701    642    584
 1973   1023    775    713    651   1020    772    710    648
 1974   1088    840    778    716    870    624    566    509
 1975   1027    780    720    661    986    738    676    615
 1976   1042    794    733    672    946    698    638    581
 1977   1093    845    783    721    917    669    608    549
 1978   1008    760    698    637    962    715    656    598
 1979    997    749    687    625    963    715    654    595
 1980   1078    830    768    706   1024    776    714    652
 1981   1028    780    718    657    930    682    620    563
 1982   1044    796    734    672    941    695    635    576
 1983   1096    848    786    724   1114    866    804    742
 1984    996    748    687    626   1006    758    697    638
 1985   1011    763    701    639    884    636    577    518
 1986   1083    835    773    711    859    615    557    499
 1987   1073    825    763    701    917    669    608    551
 1988   1050    802    740    679   1039    794    734    676
 1989   1043    795    733    671    951    703    642    582
 1990    994    746    684    622    985    737    675    613
 1991   1015    767    705    644    971    723    661    601
 1992    888    640    578    517    804    558    500    446
 1993   1002    754    692    630    974    726    664    602
 1994    954    706    644    582    911    663    604    546
 1995   1010    762    701    641   1089    841    779    717
 1996    965    717    655    593    941    693    631    569
 1997   1020    773    713    653    936    688    626    564
 1998   1047    799    737    675   1050    802    740    678
 1999   1123    875    813    751    950    702    640    578
 2000    998    750    688    626   1017    769    707    645
 2001   1099    851    789    727   1020    772    710    648
 2002   1097    849    787    725    963    715    654    593
 2003   1029    781    719    657   1019    771    709    647
 2004    976    728    666    605    840    594    538    484
 2005   1060    812    750    688      0      0      0      0
     ****************************  ****************************
 MEAN 1025.3  777.5  715.9  654.6  945.0  702.2  642.5  584.1
