# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3517] GUTTENBERG-L-AND-D-10
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia3517
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  34   2  35   4  40   6  36   5  34   7  42   8  31   9  32   8  34  12  46   6  38   3  32   3
  2  31   3  47   3  45   5  44   4  36   6  37   4  34   8  28  10  31   4  36   7  35   4  33   2
  3  33   4  35   5  34   4  37   5  36   5  38   5  30   8  32   9  30   7  36   5  35   3  29   4
  4  35   2  42   3  35   5  39   6  36   4  32   7  32   7  31   8  35   5  35   6  36   4  33   3
  5  36   2  39   2  37   5  44   5  38   9  31  10  31   7  30   5  33   9  35   8  31   4  30   5
  6  34   4  48   5  44   3  37   7  36   6  36   7  31  11  30   7  33   9  37   8  33   3  36   2
  7  37   2  41   3  39   5  44   7  34   4  34   5  33   5  30   4  34  10  41   5  39   4  30   2
  8  43   2  36   3  44   4  36   6  41   6  34   9  31  10  35   6  34   5  36   6  39   3  31   4
  9  31   3  39   5  42   5  37   5  34   3  33   7  31   9  29  12  35   9  39   5  28   3  29   2
 10  42   5  40   4  35   5  41   3  40   7  39   8  32   8  30   7  44   8  42   5  33   3  38   4
 11  48   4  46   4  33   4  38   4  33  10  33   7  27   5  31   8  34   6  44   6  33   5  34   3
 12  34   4  37   5  33   4  36   5  37   6  30  10  29  11  33   6  42   5  34   5  34   5  29   3
 13  33   3  43   3  40   4  38   5  45   7  33  11  33   6  29   9  34   9  38   6  42   5  36   3
 14  29   4  47   1  42   4  38   5  36   6  30  11  30   6  32   6  35   6  39   7  33   4  34   2
 15  43   4  35   5  39   4  39   5  37   6  29  10  32   9  30   9  33   7  36   7  35   4  34   3
 16  42   5  36   6  32   5  43   7  44   6  33   7  33   9  30   9  38   6  38   7  35   4  37   4
 17  38   3  37   4  37   4  44   4  36   7  32  12  30   9  29   6  31   6  35   4  32   4  37   2
 18  52   5  35   2  41   2  39   7  42   5  34   7  34  11  28   6  35   3  46   6  38   5  35   3
 19  39   4  39   3  43   3  34   3  34   7  30  10  33   7  29   7  35   6  39   3  38   6  32   4
 20  45   3  40   4  31   4  35   5  39   5  32   6  29  12  30   5  31   6  39   3  32   4  30   3
 21  37   2  38   5  32   3  38   3  36  10  30   5  28   6  31   8  33   7  34   2  30   4  33   4
 22  49   3  35   5  34   4  41   6  34   5  28   6  28   6  32   6  39   5  36   5  33   4  32   1
 23  37   3  33   4  39   4  36   7  34   8  33   9  28   5  31   6  30   3  37   4  31   5  34   3
 24  35   7  34   2  38   5  40   6  34   7  32   9  29   9  30   9  40   6  43   5  35   4  48   3
 25  38   3  44   7  38   4  36   3  39   5  30  11  30   9  33   9  35   5  37   2  28   2  33   4
 26  34   4  34   4  42   4  39   9  34   5  30   8  31  10  27   6  37   5  38   3  36   3  38   5
 27  37   4  38   5  37   6  42   7  38   6  30   9  33   9  33   5  35   8  43   4  35   4  41   4
 28  46   5  37   4  39   3  42   5  34   4  33   8  32   6  32   9  33   9  35   7  33   4  39   3
 29  36   3  30   9  42   4  39   6  38   6  31  12  29   9  34   6  41   6  36   4  29   4  45   3
 30  44   5  **  **  42   7  41   6  33   8  30  12  29   7  34   9  40   6  32   4  42   4  42   4
 31  39   4  **  **  36   5  **  **  33   6  **  **  33   6  34   9  **  **  42   4  **  **  32   3
