# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7708] SIOUX-CITY-WSO-AP
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7708 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     41     18     14     10    239    126    106     87
 1952     53     24     19     15    368    234    205    180
 1953    155     76     61     48    228    122    103     86
 1954     57     17     11      8    407    258    227    197
 1955    130     71     59     50    552    368    334    301
 1956    128     56     43     34    275    163    142    123
 1957    111     45     34     26    362    231    206    181
 1958     65     21     13      7    328    187    158    132
 1959    117     57     47     38    344    215    190    166
 1960     10      0      0      0    362    226    200    176
 1961    108     43     34     26    270    153    131    110
 1962     24     10      8      6    379    236    206    180
 1963    206    131    118    105    409    251    218    188
 1964     94     38     28     19    380    230    200    173
 1965     14      6      5      4    351    221    194    167
 1966    237    146    127    109    266    148    126    105
 1967    225    141    125    111    359    219    192    166
 1968    322    208    185    165    419    274    243    212
 1969     16      1      0      0    402    247    215    186
 1970     39     11      8      5    377    252    227    203
 1971    114     60     50     43    429    277    247    220
 1972    149     67     53     41    347    193    164    139
 1973    174     70     54     41    375    235    207    180
 1974    202    109     90     73    432    279    245    214
 1975     56     21     16     12    278    143    118     96
 1976    159     93     80     67    431    271    236    202
 1977    194    100     80     64    508    338    302    267
 1978    145     89     77     67    300    167    140    116
 1979     53     17     12      9    304    183    157    134
 1980    106     45     35     27    400    259    231    204
 1981    245    130    106     88    524    352    316    284
 1982    104     41     30     21    332    209    184    162
 1983    114     60     48     38    196     96     83     70
 1984     28      5      2      1    252    126    104     83
 1985    201    110     91     75    488    323    288    256
 1986    221    132    115    101    389    233    201    172
 1987    201    115     98     81    501    341    306    276
 1988    223    138    118     99    359    228    201    174
 1989    167     98     86     74    454    308    274    242
 1990    195    101     82     67    400    255    223    192
 1991    214    122    105     89    406    245    215    187
 1992    200     96     79     66    290    163    139    122
 1993     65     32     28     24    270    155    130    109
 1994    193    112     93     77    369    245    220    195
 1995    167     90     74     59    259    143    122    101
 1996    102     43     33     25    313    199    174    151
 1997    191    107     91     77    249    154    132    111
 1998    101     54     48     43    369    226    198    170
 1999    178     96     79     64    327    179    153    128
 2000    265    155    131    111    401    262    233    205
 2001     49     11      9      7    413    271    237    207
 2002     70     26     18     12    410    263    233    204
 2003    211    128    113     98    407    264    235    210
 2004    213    119     99     81    435    283    253    224
 2005    205    106     85     70    477    309    269    233
     ****************************  ****************************
 MEAN  138.7   73.1   60.9   50.5  366.7  228.0  199.9  173.8
 STDV   75.1   48.7   42.9   37.6   79.2   62.6   58.2   54.0

