# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8568] VINTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia8568
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.60  1.92  3.80  5.24  5.38  4.57  4.64  5.75  1.85  4.05  1.50  1.50 40.80
 1952  1.24  0.18  3.52  1.88  4.12  4.60  2.05  3.12  0.60  0.00  2.30  1.95 25.56
 1953  0.34  0.50  3.67  2.10  3.70  3.55  3.07  0.85  0.75  0.03  0.73  0.79 20.08
 1954  0.25  0.95  1.80  8.99  3.16  4.10  0.88  8.68  2.79  3.94  0.25  1.30 37.09
 1955  0.00  0.00  0.00  3.67  3.50  1.00  2.65  0.93  8.07  0.87  0.09  0.80 21.58
 1956  0.32  0.41  0.71  3.79  4.90  1.01  4.32  5.51  2.26  2.21  1.37  0.45 27.26
 1957  1.00  0.37  1.06  2.66 10.28  3.45  6.80  5.93  0.99  2.73  1.51  2.03 38.81
 1958  0.51  0.08  0.54  1.53  1.79  4.45  3.73  2.34  4.35  1.51  1.56  0.28 22.67
 1959  0.99  1.34  2.91  3.49  5.20  1.85  6.36  2.57  4.13  2.77  4.18  1.25 37.04
 1960  4.67  1.11  1.84  4.72  7.76  2.88  3.33  3.12  4.21  4.53  1.08  0.57 39.82
 1961  0.19  1.65  4.01  1.76  1.62  4.21  5.15  3.36  7.91  1.87  4.59  1.83 38.15
 1962  0.22  1.95  2.07  2.64  6.91  2.47  5.00  2.56  1.99  2.60  0.22  0.39 29.02
 1963  0.64  0.44  2.79  3.10  1.39  0.53  6.31  2.15  4.54  0.32  2.70  0.51 25.42
 1964  0.18  0.24  0.95  3.51  3.77  6.00  3.41  3.86  3.01  0.03  1.41  1.02 27.39
 1965  1.65  0.83  2.97  4.10  4.13  5.46  3.94  4.97  7.70  1.19  1.48  1.43 39.85
 1966  0.87  0.72  3.06  2.47  4.07  5.67  4.04  1.45  0.52  1.16  0.68  1.30 26.01
 1967  1.36  0.81  1.82  2.94  1.89  5.52  1.30  4.22  2.24  3.73  1.18  1.43 28.44
 1968  0.51  0.11  1.29  4.85  2.19  3.97  2.41  7.62  2.62  2.09  0.71  2.14 30.51
 1969  2.73  0.33  0.77  4.77  3.57  6.97  9.05  1.79  1.79  2.80  0.34  1.57 36.48
 1970  0.28  0.20  2.91  1.89  5.55  2.00  3.17  2.76  7.81  3.36  0.97  1.15 32.05
 1971  1.01  2.58  0.99  1.20  2.96  2.89  3.27  1.15  2.00  2.16  3.80  2.79 26.80
 1972  0.36  0.84  1.83  4.20  3.24  4.54  5.80  6.32  5.62  3.00  2.35  1.72 39.82
 1973  1.48  1.01  2.70  4.69  6.11  4.11  1.48  1.20  6.92  1.64  1.95  2.02 35.31
 1974  1.55  0.58  2.11  3.40  8.02  5.09  3.08  5.95  2.15  3.05  1.43  1.85 38.26
 1975  0.67  1.21  2.02  2.09  2.08  4.04  0.30  2.29  0.86  0.00  2.89  0.49 18.94
 1976  0.07  1.92  3.20  5.94  4.27  3.32  1.43  0.94  1.15  1.85  0.15  0.20 24.44
 1977  0.28  0.57  3.47  2.26  1.67  2.57  3.59 14.75  6.74  3.92  1.18  1.55 42.55
 1978  0.78  0.40  0.55  4.74  3.75  3.24  4.69  3.70  4.07  1.52  3.08  0.74 31.26
 1979  1.70  0.79  3.38  5.32  2.03  2.25  4.64  7.36  0.90  3.50  1.11  0.05 33.03
 1980  0.00  0.00  0.00  0.00  3.20  2.58  1.86  5.44  4.17  2.29  0.58  0.90 21.02
 1981  0.05  2.88  0.11  3.84  0.48  5.25  3.11  5.39  4.62  2.08  2.79  1.21 31.81
 1982  1.69  0.62  3.01  2.63  6.76  5.74  7.11  3.53  2.45  2.12  5.93  3.52 45.11
 1983  0.53  1.18  2.62  3.41  7.40  2.34  2.50  1.89  4.47  3.85  5.01  1.36 36.56
 1984  0.80  0.97  1.81  5.35  4.90  7.41  6.09  0.59  2.93  4.96  2.11  2.40 40.32
 1985  1.07  1.88  3.63  1.89  1.96  1.58  1.87  2.46  5.18  3.30  3.10  1.68 29.60
 1986  0.38  1.31  1.94  1.79  7.49  5.90  3.21  3.41  7.44  3.53  1.73  1.13 39.26
 1987  0.35  0.00  3.80  1.92  2.82  3.29  3.89  9.32  2.66  0.49  2.33  2.65 33.52
