# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4228] JEFFERSON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia4228
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1426   1126   1163    617    135     67      8     12    184    438    993   1374
 1952   1384    940   1015    457    209      4      2     18     92    536    793   1231
 1953   1322   1033    861    631    206     11      4      1     86    251    695   1092
 1954   1437    756   1020    367    299     41      0      0     68    426    682   1113
 1955   1366   1255    958    275    104     56      0      2     87    358   1014   1372
 1956   1420   1226    928    542    157     18      1     19    124    191    839   1116
 1957   1537    960    880    470    218     23      0      4    153    486    900   1044
 1958   1281   1347    980    466    112     40     11     30     72    308    722   1313
 1959   1506   1218    874    457    149     12      8      0    148    523   1098   1014
 1960   1437   1328   1381    419    136     18      0      0     90    374    769   1264
 1961   1343   1024    858    607    239     18      0      3    162    303    842   1385
 1962   1559   1190   1116    497     40     26      7      1    145    335    739   1222
 1963   1707   1244    729    363    176      4      0     15     64    110    643   1516
 1964   1140   1010   1016    415     75     26      0     29    135    413    688   1329
 1965   1425   1285   1273    488     81      5      0     25    192    329    778    951
 1966   1631   1143    753    595    258     29      0     15    120    355    829   1268
 1967   1298   1205    779    437    332     36     20     41    128    436    852   1135
 1968   1370   1201    640    397    239     25      4     14    105    357    875   1328
 1969   1529   1121   1207    411    161     69      0      0     71    489    783   1285
 1970   1658   1070   1042    424    111     22      7      2    123    433    838   1223
 1971   1537   1175    956    408    223      3     14      9     95    235    768   1170
 1972   1485   1366    869    475    170     18     11      8    110    471    888   1441
 1973   1331   1052    682    468    175      0      1      0     87    212    766   1340
 1974   1434   1048    770    365    195     19      0     15    160    313    790   1174
 1975   1353   1192   1100    565     97     17      2      0    189    324    736   1153
 1976   1309    884    821    322    202      7      0      0     75    555    989   1382
 1977   1733   1006    664    259     17      0      0      7     43    411    829   1320
 1978   1685   1416    978    450    187     15      1      2     53    392    862   1377
 1979   1811   1473    996    567    177     16      2     15     49    360    844   1057
 1980   1325   1248    948    409    136      8      0      1     57    453    710   1215
 1981   1227    993    724    248    185      2      7      6     64    444    678   1267
 1982   1718   1157    918    524     78     27      1      8    110    331    832   1081
 1983   1217    949    845    607    228     16      0      0     94    392    799   1738
 1984   1387    883   1069    507    193      0      0      3    157    349    742   1155
 1985   1464   1189    704    303     61     27      0      2    168    395   1072   1591
 1986   1156   1208    679    329     96      0      0     20     44    352    938   1185
 1987   1157    799    673    314     47      4      0     36     59    527    660   1089
 1988   1443   1233    742    424     24      2      0      9     53    525    787   1125
 1989   1036   1361    887    383    121     21      0      3    140    348    881   1513
 1990    996    983    741    446    204     22      3      4     69    374    654   1371
 1991   1578    928    733    379    139      1      0      4    154    414   1089   1118
 1992   1082    904    730    501    158     14     12     40    117    392    936   1203
 1993   1446   1279   1001    549    161     49      0      9    190    442    892   1161
 1994   1689   1280    764    412    143     13      0     11     77    290    736   1170
 1995   1412   1025    831    528    203     16      5      0    153    384    989   1214
 1996   1485   1124   1020    486    247     26      2      1    163    345   1030   1399
 1997   1499   1086    783    554    266      0      7     12     81    426    953   1149
 1998   1293    899   1045    467     69     89      0      0     39    355    716   1079
 1999   1488    915    887    482    175     44      0      4    146    423    603   1162
 2000   1315    940    687    457    115     40      7      1    114    308    966   1724
 2001   1351   1350   1072    403    178     55      3      6    135    449    483   1038
 2002   1128    994   1084    501    272      9      1      9    102    595    906   1090
 2003   1427   1265    946    445    225     41      1      0    159    374    875   1135
 2004   1471   1273    751    419    200     45      6     54     50    378    738   1187
 2005   1449    949    903    349    240      4      4      0      0      0      0      0
 MEAN   1413   1118    900    448    164     22      3     10    109    385    824   1243
