# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0241] ANKENY-3-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia0241   BASE TEMP=28
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113          10    24 297          184
   1952   4    11 102          10     6 280          178
   1953   4    20 110          10    27 300          190
   1954   5     7 127          10    30 303          176
   1955   4     7  97          10    15 288          191
   1956   4    24 115          11     8 313          198
   1957   4    14 104          10    25 298          194
   1958   4    29 119          10     1 274          155
   1959   4    12 102          10    12 285          183
   1960   4    10 101          10    19 293          192
   1961   4    18 108          10    20 293          185
   1962   4    16 106          10    24 297          191
   1963   4     4  94          10    29 302          208
   1964   4     9 100          10     9 283          183
   1965   4    19 109          10    24 297          188
   1966   4    21 111          10    24 297          186
   1967   4    24 114          10    11 284          170
   1968   4     6  97          10     4 278          181
   1969   4     2  92          10    14 287          195
   1970   4     4  94          10    16 289          195
   1971   4    14 104          11     4 308          204
   1972   4     9 100          10    15 289          189
   1973   4    13 103          11     5 309          206
   1974   4     8  98          10     2 275          177
   1975   4    12 102          10    19 292          190
   1976   4    12 103          10     8 282          179
   1977   4     7  97          10    16 289          192
   1978   3    26  85          11     7 311          226
   1979   4    10 100          10    13 286          186
   1980   4    10 101          10    12 286          185
   1981   3    23  82          10    19 292          210
   1982   4    22 112          10    21 294          182
   1983   4    19 109          10    13 286          177
   1984   4     1  92           9    26 270          178
   1985   4     9  99          11     4 308          209
   1986   4    22 112          11     2 306          194
   1987   4     4  94          10     3 276          182
   1988   4    19 110          10     5 279          169
   1989   4    13 103          10    20 293          190
   1990   4    18 108          10    19 292          184
   1991   4     1  91          10     7 280          189
   1992   4    13 104          10    17 291          187
   1993   4     6  96          10    10 283          187
   1994   4     8  98          10    26 299          201
   1995   4     6  96          10    22 295          199
   1996   4    24 115          10    30 304          189
   1997   4    18 108          10    22 295          187
   1998   3    25  84          11     4 308          224
   1999   3    27  86          10     4 277          191
   2000   4    13 104          10     7 281          177
   2001   4    18 108          10    26 299          191
   2002   4     5  95          10    16 289          194
   2003   4    10 100          10     2 275          175
   2004   4    14 105          11     3 308          203
             MEAN=102              MEAN=291     MEAN=189
