# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4894] LOGAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    2    0    0    0
 Sep 18    5    2    0    0
 Sep 20    9    4    0    0
 Sep 22   13    5    0    0
 Sep 24   18    7    0    0
 Sep 26   25    8    0    0
 Sep 28   33   11    2    0
 Sep 30   39   17    5    0
 Oct 02   43   20    8    0
 Oct 04   49   24   12    1
 Oct 06   55   29   16    2
 Oct 08   66   34   21    5
 Oct 10   74   41   26    7
 Oct 12   77   50   34    8
 Oct 14   79   56   41   11
 Oct 16   83   59   46   13
 Oct 18   86   64   50   16
 Oct 20   89   70   55   21
 Oct 22   91   74   58   24
 Oct 24   94   82   64   29
 Oct 26   94   84   69   35
 Oct 28   97   89   75   42
 Oct 30   98   91   84   50
 Nov 01   99   93   90   57
 Nov 03   99   93   91   65
 Nov 05  100   96   96   74
 Nov 07  100   98   97   78
 Nov 09  100  100   99   83
 Nov 11  100  100  100   88
 Nov 13  100  100  100   92
 Nov 15  100  100  100   94
 Nov 17  100  100  100   94
 Nov 19  100  100  100   95
 Nov 21  100  100  100   96
 Nov 23  100  100  100   98
 Nov 25  100  100  100   99
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
