# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1354] CENTERVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia1354
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1270   1021   1023    548    110     50      4      5    128    358    923   1256
 1952   1181    878    930    419    162      3      0      7     66    466    714   1079
 1953   1189    874    736    530    192      2      0      0     55    217    625   1014
 1954   1272    693    907    296    275     37      0      3     31    358    642   1028
 1955   1293   1102    827    212     83     41      0      1     60    323    926   1223
 1956   1300   1074    809    479    101     18      0     16     89    131    734   1058
 1957   1418    877    836    439    136     13      0      1     95    419    797    942
 1958   1223   1283    898    397     99     17      5     18     66    276    615   1227
 1959   1447   1063    813    411    114      8      5      0    110    434    950    951
 1960   1283   1262   1280    396    177     21      1      0     58    307    668   1170
 1961   1271    917    770    564    218     13      0      0    137    289    746   1308
 1962   1521   1099    981    450     28     24      1      0    122    285    689   1142
 1963   1574   1160    666    286    136      2      0      5     47     71    571   1457
 1964   1040   1014    878    370     62     31      1     23     83    414    588   1216
 1965   1311   1161   1201    416     41      3      0     16    126    299    664    854
 1966   1453   1040    686    510    243     30      0     19    126    368    680   1186
 1967   1145   1128    707    360    246     17     20     30    106    413    800   1108
 1968   1302   1162    634    371    211     14      0      3     61    309    849   1286
 1969   1431   1029   1035    372    134     38      0      0     47    425    701   1197
 1970   1530    985    922    380     69     22      2      0    105    318    772   1051
 1971   1437   1103    883    369    182      0      3      6     70    158    694   1035
 1972   1342   1148    791    417    135     17      2      8     84    396    859   1281
 1973   1252    955    572    472    174      0      0      0     61    175    665   1235
 1974   1320    943    701    326    133     37      0      5    174    256    726   1075
 1975   1181   1107    998    505     68      5      5      0    154    275    585   1040
 1976   1278    800    712    315    223      6      0      1     88    532    943   1327
 1977   1622   1013    587    269     36      0      0      2     28    352    750   1243
 1978   1632   1392   1024    381    191      9      0      4     48    409    744   1194
 1979   1758   1392    857    526    155     12      3     11     64    327    793    991
 1980   1244   1222    936    441    129     22      0      0     78    444    706   1109
 1981   1208    958    703    251    217      1      8      6     69    390    647   1194
 1982   1589   1118    886    522     72     48      1     17    124    333    755   1011
 1983   1151    871    791    600    242     19      0      0     95    376    679   1647
 1984   1318    828   1039    497    227      0      0      2    145    303    702   1027
 1985   1502   1168    658    286     70     34      0      3    143    319    948   1486
 1986   1116   1133    622    302    111      3      0     20     39    329    888   1082
 1987   1159    785    622    285     58      6      0     16     64    495    616   1019
 1988   1326   1208    744    380     45      6      0      9     28    503    694   1072
 1989    925   1301    783    396    184     28      0      0    152    323    773   1489
 1990    921    880    655    439    212     22      2      2     79    361    561   1231
 1991   1407    835    635    314     91      1      0      0    126    356    955   1015
 1992   1013    830    658    447    152      9      0     31    136    340    849   1111
 1993   1256   1169    912    471    102     47      0      2    188    407    793   1065
 1994   1483   1113    710    378    139     20      0      8     95    301    649    978
 1995   1314   1001    723    473    208     11      6      0    140    340    880   1173
 1996   1373   1050    964    441    203     29      0      1    136    310    919   1191
 1997   1395    975    691    524    247      4      5      2     67    425    862   1111
 1998   1144    759    955    440     79     57      0      0     32    313    642   1008
 1999   1375    801    857    380    153     31      1      3    143    361    508   1102
 2000   1205    837    634    418    112     26      0      1    116    265    899   1599
 2001   1299   1175   1001    289    150     58      0      0    124    416    464    968
 2002   1045    925    950    454    243      3      0      4     56    512    853   1031
 2003   1346   1162    843    413    173     38      0      0    147    320    778   1026
 2004   1379   1134    687    365    143     32      4     37     36    370    649   1117
 2005   1296    874    828    330    187      0      2      0      0      0      0      0
 MEAN   1310   1032    821    406    147     19      1      6     93    344    742   1149
