# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0213] ANAMOSA-1-WNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     6  10  13  14  12  15  12  10   8  14   5   8 127
1952     8   5  13   7  15  11   8   9   4   1   6  10  97
1953     7   8  14  14  13  12  10   7   9   2   4  10 110
1954     3   7  11  13  10  13   7  17   7  10   3   8 109
1955     9   8   5  10  10  10   6   7  10  10   5   6  96
1956     7   6   7  10  15  10  12  12   8   5   7   7 106
1957     5   4   6  12  18  14   9  11   6   6  11   8 110
1958     6   2   4   8   6  11  14   8   8   5  10   5  87
1959     8   8  12  13  12   6   7  13  10  13   7   8 117
1960     7   6  11  12  16  13  10   9  10   8   8   3 113
1961     8   6  14  14   8  12  19   8  11  10   8   6 124
1962     7  12   8  12  10   9  12   6   9   9   4   8 106
1963     9   7  13  12   8   4   9   8   8   5  10   6  99
1964     3   3  10  12   9  11   7  11  13   2   7  10  98
1965     9   7  12  14  10  12   7  18  15   7   9   9 129
1966     7   4   9  10  12  11   8   4   5   5   8   8  91
1967    10   9   7  16  11  14  11  10   7  12   8  13 128
1968     7   6   4  12  13  10   8   8  15   7   3   8 101
1969     8   2   9  11  12  17  16   5   7   9   7   4 107
1970     5   5   9   9  11   9   8   6  13   8   7   2  92
1971     2   5   4   5   9   9  10   4   9   9   8  10  84
1972     7   8   7  13  10  11  12  11   0   8   8   0  95
1973     4   5   8  13  15   0   8   5  18   5   9  10 100
1974    11   6   9   8  17  12   6  12   5   6   2   4  98
1975     5   5   8  12  10  11   6   9   4   3  11   0  84
1976     1   0   7  12  11   9   7   6   4   8   3   1  69
1977     4   2  11  10   5   6  12  19  11   8  12   7 107
1978     5   0   5  11  11  10   9   6   7   6   7   7  84
1979    10   5  13  10   5   8   7  11   4   6   4   2  85
1980     5   0   0   0   0   0   0  12   9   4   4   4  38
1981     1   6   2  14   7   9   9   8   0   6   9   4  75
1982     9   1   9   8  16  11  11   4   6   5  10   7  97
1983     4   5   8   9  17  12   6   7  10   8  13   8 107
1984     3   4  10  11  11  13  11   4  11  15   7  13 113
1985     4   7  10   7  10   7   8   6  10  13  20   7 109
1986     4   8   6  13  13  10   9   7  16  11   8   4 109
1987     5   2  10   8  11   8   9  12   9   6  10  11 101
1988     3   4   3   6   3   5   7   6   7   6  11   5  66
1989     6   7   5  10   7   8   8  10   5   7   3   6  82
1990     5   5  12  11  14  13  14  10   9   6   6   6 111
1991     6   3  12  12  10   7   3   6  10  10   9   7  95
1992     5   7   6  12   3   7  17   8  11   4  10  11 101
1993     7   9   9  11  17  14  13  13   9   5   4   7 118
1994    10   8   2   7   9  11  13   9   9   7  12   6 103
1995     7   0   5  14  10   9   8   7   8  12   7   3  90
1996     7   2   5   7  16  11   9   7   7   6  10   9  96
1997     9   7   6   6  10   9   3  11  10   6   6   9  92
1998     7   8   9  12   9  16   5  12   7  11   3   5 104
1999    12   5   4  10  10  11  11   7   4   2   3   9  88
2000     5   6   6   7  14  17   8   7  10   6   5  11 102
2001    12  10   7  11  15  10   6   7   8   8   6   7 107
2002     4   9  11  13  13  10  11   9   7  15   6   5 113
2003     8   8  12  11  13  13  13   5   9   5  12  13 122
2004     9  10  16   6  16  15  11  11   3  10  13   8 128
2005    14  12  10   9   9  10   8   0   0   0   0   0  72
STDDEV   3   3   4   3   4   3   3   4   4   3   4   3  17
AVG      7   6   8  10  11  10   9   9   8   7   7   7 100
