# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4049] INDEPENDENCE-2-W
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia4049
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  35   5  30   3  34   4  42   7  39   6  34   9  33   8  37   8  37  10  41   7  40   3  33   2
  2  32   5  46   4  45   3  49   7  35   3  36   4  33   7  33   9  36   6  45   5  42   3  34   3
  3  31   3  31   3  31   4  42   5  35   7  35   9  36  11  33  13  37  10  38   3  41   4  33   4
  4  39   3  43   2  39   6  37   9  42   5  34   8  45   8  35   7  47   8  39   5  41   3  40   2
  5  36   2  43   3  34   5  49   5  41   7  35   4  34   5  34   5  36   8  41   7  34   5  29   6
  6  39   1  37   3  43   4  40   7  46   8  37  10  36  15  35   9  40  11  46   4  37   4  44   2
  7  40   3  40   3  41   7  42   9  41   3  39   8  36   5  37  12  41   8  41   4  39   5  42   1
  8  41   5  33   3  42   5  38   6  50   6  44   8  31   5  38   8  40   7  42   9  40   3  30   4
  9  47   4  33   5  39   4  42   6  40   6  39  10  38  11  35   6  46   8  40   5  35   3  29   6
 10  36   3  37   2  36   4  41   6  40   7  38   7  35  12  33   8  40   9  41   7  37   3  34   5
 11  44   4  37   2  35   4  47   3  45   9  43   5  36   6  34  10  38   9  40   5  36   4  34   3
 12  39   2  39   5  34   2  44   5  41   5  36  12  35  12  33   8  42   8  39  11  37   5  36   3
 13  43   5  36   4  42   4  45   5  43   4  34   8  31  11  35   9  37  10  41   7  45   5  44   4
 14  36   2  37   1  39   5  42   5  40   7  33  10  33   7  37  12  41   6  41   8  36   3  35   1
 15  37   5  31   5  41   1  43   4  36   7  33  10  34   8  41   9  38   6  40   8  36   6  34   3
 16  39   4  40   5  36   6  41   2  46   7  37   9  39  12  32  12  44  10  42   8  43   4  49   5
 17  46   5  38   3  36   2  49   5  40   8  32  12  34  11  34   6  42   6  40   5  32   4  33   2
 18  51   3  31   2  39   2  43   9  42   5  35  10  35   9  36   7  38   6  46   6  37   4  33   2
 19  45   2  39   3  35   2  42   3  42   5  32  10  38  10  40  10  42   7  39   8  40   4  38   3
 20  40   3  36   8  33   4  39   8  43  12  36   8  33   9  39   5  37   5  39   6  33   5  41   4
 21  42   4  42   4  37   4  41   5  42  12  40   7  32   6  38  10  46   8  42   5  47   6  29   5
 22  49   1  37   6  38   3  40   6  38   5  33  13  32   5  35   9  41   5  39   6  35   2  32   2
 23  38   3  36   3  45   5  50   7  35   9  33  14  32   8  34  12  43   5  35   3  34   2  36   4
 24  36   4  40   5  43   8  46   7  37   9  41  10  38  12  34   9  40   9  46   6  39   5  37   2
 25  37   2  40   4  41   4  37   5  37   6  35  11  33  11  41  10  40   6  42   4  36   3  36   4
 26  46   4  28   5  45   2  36   7  36   6  34  13  33  10  43   9  42   8  42   4  38   4  42   4
 27  37   4  40   4  41   3  37  11  38   8  32   7  36  13  45  10  41  12  44   6  40   4  37   5
 28  39   4  36   4  39   3  44   7  37   5  37   8  36  11  45  11  42   9  39   5  33   4  47   4
 29  36   3  31   7  45   4  36   5  40   6  30  12  35   8  41  10  40   6  42   6  32   4  39   2
 30  43   3  **  **  53   7  38   7  34  11  30  11  32   9  41  10  40   8  41   4  37   4  38   5
 31  39   7  **  **  40   4  **  **  37   7  **  **  35   9  42   8  **  **  42   4  **  **  38   4
