# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5230] MASON-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.28   0.23   65(75)   11(13)    9(10)    2( 2)    0( 0)    0       87
  2 3/8-->3/14       1.63   0.28   59(67)   16(18)    8( 9)    5( 6)    0( 0)    0       88
  3 3/15-->3/21      1.30   0.22   67(74)   11(12)   10(11)    2( 2)    0( 0)    0       90
  4 3/22-->3/28      1.92   0.33   48(59)   16(20)   13(16)    5( 6)    0( 0)    0       82
  5 3/29-->4/4       1.40   0.31   51(55)   25(27)   11(12)    6( 6)    0( 0)    0       93
  6 4/5-->4/11       1.45   0.32   53(57)   21(23)   12(13)    7( 8)    0( 0)    0       93
  7 4/12-->4/18      1.34   0.32   64(55)   23(20)   25(22)    4( 3)    0( 0)    0      116
  8 4/19-->4/25      2.77   0.40   59(50)   30(25)   21(18)    7( 6)    2( 2)    0      119
  9 4/26-->5/2       3.00   0.41   68(53)   30(23)   14(11)   16(12)    1( 1)    0      129
 10 5/3-->5/9        2.68   0.37   64(55)   24(21)   18(16)    9( 8)    1( 1)    0      116
 11 5/10-->5/16      3.92   0.42   77(56)   24(18)   22(16)   10( 7)    4( 3)    0      137
 12 5/17-->5/23      4.88   0.45   70(54)   23(18)   22(17)   12( 9)    3( 2)    0      130
 13 5/24-->5/30      2.65   0.42   70(47)   38(26)   29(19)   10( 7)    2( 1)    0      149
 14 5/31-->6/6       3.40   0.33   75(65)   14(12)   22(19)    4( 3)    1( 1)    0      116
 15 6/7-->6/13       4.34   0.57   55(43)   26(20)   22(17)   20(16)    5( 4)    0      128
 16 6/14-->6/20      3.64   0.51   67(50)   18(14)   30(23)   12( 9)    6( 5)    0      133
 17 6/21-->6/27      3.38   0.58   57(43)   21(16)   25(19)   25(19)    4( 3)    0      132
 18 6/28-->7/4       3.16   0.44   56(51)   19(17)   23(21)   10( 9)    2( 2)    0      110
 19 7/5-->7/11       3.37   0.51   65(53)   21(17)   20(16)    9( 7)    8( 7)    0      123
 20 7/12-->7/18      3.20   0.51   47(43)   24(22)   21(19)   14(13)    3( 3)    0      109
 21 7/19-->7/25      3.88   0.52   57(50)   17(15)   23(20)   11(10)    5( 4)    0      113
 22 7/26-->8/1       4.00   0.45   53(50)   22(21)   21(20)    7( 7)    3( 3)    0      106
 23 8/2-->8/8        2.76   0.51   58(50)   17(15)   24(21)   11(10)    5( 4)    0      115
 24 8/9-->8/15       6.25   0.45   49(57)   12(14)   14(16)   10(12)    1( 1)    0       86
 25 8/16-->8/22      4.76   0.54   49(45)   22(20)   20(19)   13(12)    4( 4)    0      108
 26 8/23-->8/29      4.40   0.59   41(38)   30(28)   18(17)   16(15)    4( 4)    0      109
 27 8/30-->9/5       4.23   0.39   58(61)   15(16)   12(13)    8( 8)    2( 2)    0       95
 28 9/6-->9/12       5.20   0.45   56(58)   17(18)   14(14)    7( 7)    3( 3)    0       97
 29 9/13-->9/19      3.48   0.43   50(53)   23(24)   12(13)    7( 7)    3( 3)    0       95
 30 9/20-->9/26      5.02   0.42   63(54)   20(17)   27(23)    5( 4)    2( 2)    0      117
 31 9/27-->10/3      1.76   0.36   48(55)   18(20)   17(19)    5( 6)    0( 0)    0       88
 32 10/4-->10/10     2.00   0.37   45(53)   16(19)   16(19)    8( 9)    0( 0)    0       85
 33 10/11-->10/17    2.07   0.36   44(59)   12(16)   12(16)    5( 7)    1( 1)    0       74
 34 10/18-->10/24    2.00   0.35   47(62)   14(18)    9(12)    6( 8)    0( 0)    0       76
 35 10/25-->10/31    1.70   0.30   44(57)   16(21)   14(18)    3( 4)    0( 0)    0       77
 36 11/1-->11/7      2.73   0.33   42(61)   12(17)   13(19)    1( 1)    1( 1)    0       69
 37 11/8-->11/14     1.45   0.26   42(68)   11(18)    6(10)    3( 5)    0( 0)    0       62
 38 11/15-->11/21    1.70   0.35   42(60)   12(17)   10(14)    6( 9)    0( 0)    0       70
 39 11/22-->11/28    1.44   0.21   58(73)   13(16)    7( 9)    2( 3)    0( 0)    0       80
 40 11/29-->12/5     0.74   0.22   38(67)    8(14)   11(19)    0( 0)    0( 0)    0       57
