# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1233] CARROLL-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia1233
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      5     34     60    208    175     14     14      0      0
 1952      0      0      0      4     30    246    289    155     58      0      0      0
 1953      0      0      0      0     43    215    283    211     69     19      0      0
 1954      0      0      0     14     25    267    395    206     89      8      0      0
 1955      0      0      0     13     51    100    446    360     96     13      0      0
 1956      0      0      0      1     70    317    225    250     59     20      0      0
 1957      0      0      0      6     23    111    374    205     22      0      0      0
 1958      0      0      0      5     58     88    134    236     57     15      0      0
 1959      0      0      0      0     68    204    205    358     91      0      0      0
 1960      0      0      0     28     17     80    216    244    104      7      0      0
 1961      0      0      0      3     31    138    225    201     72      6      0      0
 1962      0      0      0     11     99    105    190    196     39     29      0      0
 1963      0      0      0      6     40    275    313    203     68     41      0      0
 1964      0      0      0      3    107    167    338    134     86      1      0      0
 1965      0      0      0      3     80    128    230    198     17     12      0      0
 1966      0      0      0      3     44    158    352    137     32      9      0      0
 1967      0      0      5     14     74    143    217    199     18     13      0      0
 1968      0      0      0      4     15    237    254    235     42     27      0      0
 1969      0      0      0      0     90     87    287    230     63     18      0      0
 1970      0      0      0     28    120    217    301    222    119     14      0      0
 1971      0      0      0      6     10    298    160    181    138     25      0      0
 1972      0      0      0      0     84    161    240    213     67      2      0      0
 1973      0      0      0      0     25    204    245    237     39     18      0      0
 1974      0      0      0      6     34    149    418    105     44      5      0      0
 1975      0      0      0      0    108    196    321    333     60     34      0      0
 1976      0      0      0     16     42    213    381    309     99     13      0      0
 1977      0      0      0     26    149    202    393    176     66      0      0      0
 1978      0      0      2      0     65    192    290    285    210      7      0      0
 1979      0      0      0      0     35    167    227    226     73      3      0      0
 1980      0      0      0     24     45    160    365    333     84      0      0      0
 1981      0      0      0     18     20    170    298    152     33      0      0      0
 1982      0      0      0      0     37     61    302    189     64      5      0      0
 1983      0      0      0      0     15    155    353    384    119     13      0      0
 1984      0      0      0      3     18    187    273    292     67      3      0      0
 1985      0      0      0     33     58    111    233    123    136      0      0      0
 1986      0      0      1      0     26    209    314    106     72      0      0      0
 1987      0      0      0     19     97    255    353    169     38      0      0      0
 1988      0      0      0      2     86    293    304    332     54      2      0      0
 1989      0      0      3     38     38    119    305    206     53     12      0      0
 1990      0      0      0     27      7    213    226    239    149      8      1      0
 1991      0      0      5     16    141    245    264    213    105      5      0      0
 1992      0      0      0      5     50    116    120     85     56     11      0      0
 1993      0      0      0      0     22    128    234    213     16     18      0      0
 1994      0      0      0     22     73    204    175    141    101      0      0      0
 1995      0      0      0      0      0    173    301    361     59     15      0      0
 1996      0      0      0      6     41    192    182    158     55      9      0      0
 1997      0      0      0      0     13    197    309    181     84     58      0      0
 1998      0      0      0      0     87    146    301    265    171      1      0      0
 1999      0      0      0      0     29    157    366    178     63      3      0      0
 2000      0      0      1      0     66    148    254    274    129     18      0      0
 2001      0      0      0     15     49    168    335    265     41      8      0      0
 2002      0      0      0     13     34    272    386    198    116      7      0      0
 2003      0      0      0     20     10    109    260    293     58     14      0      0
 2004      0      0      0      9     56    108    188    118    132      4      0      0
 2005      0      0      0      7     31    218    335      0      0      0      0      0
 MEAN      0      0      0      9     51    175    282    220     75     11      0      0
