# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7669] SIDNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.37   0.27   60(65)   15(16)   14(15)    4( 4)    0( 0)    0       93
  2 3/8-->3/14       1.46   0.26   59(70)    9(11)   13(15)    3( 4)    0( 0)    0       84
  3 3/15-->3/21      1.66   0.27   58(63)   17(18)   14(15)    3( 3)    0( 0)    0       92
  4 3/22-->3/28      1.53   0.29   63(66)   12(13)   13(14)    8( 8)    0( 0)    0       96
  5 3/29-->4/4       1.74   0.30   71(69)   14(14)   10(10)    8( 8)    0( 0)    0      103
  6 4/5-->4/11       1.90   0.30   62(60)   22(21)   16(15)    4( 4)    0( 0)    0      104
  7 4/12-->4/18      2.94   0.38   67(56)   25(21)   19(16)    5( 4)    3( 3)    0      119
  8 4/19-->4/25      2.67   0.31   75(62)   28(23)    9( 7)    8( 7)    1( 1)    0      121
  9 4/26-->5/2       1.60   0.34   82(58)   22(16)   25(18)   12( 9)    0( 0)    0      141
 10 5/3-->5/9        1.75   0.38   67(52)   24(18)   29(22)   10( 8)    0( 0)    0      130
 11 5/10-->5/16      2.30   0.36   62(51)   31(26)   20(17)    5( 4)    3( 2)    0      121
 12 5/17-->5/23      2.85   0.47   69(49)   27(19)   23(16)   18(13)    3( 2)    0      140
 13 5/24-->5/30      4.48   0.42   98(63)   18(12)   25(16)   10( 6)    5( 3)    0      156
 14 5/31-->6/6       3.23   0.34   77(58)   27(20)   16(12)   10( 8)    2( 2)    0      132
 15 6/7-->6/13       2.79   0.43   76(54)   21(15)   29(20)   15(11)    1( 1)    0      142
 16 6/14-->6/20      2.19   0.48   58(51)   18(16)   18(16)   18(16)    2( 2)    0      114
 17 6/21-->6/27      2.71   0.51   58(47)   23(19)   24(19)   12(10)    7( 6)    0      124
 18 6/28-->7/4       3.80   0.62   40(43)   14(15)   20(22)   15(16)    4( 4)    0       93
 19 7/5-->7/11       5.20   0.48   71(56)   16(13)   23(18)   13(10)    4( 3)    0      127
 20 7/12-->7/18      5.00   0.52   48(50)   13(14)   20(21)   13(14)    2( 2)    0       96
 21 7/19-->7/25      8.75   0.68   60(51)   14(12)   14(12)   22(19)    8( 7)    0      118
 22 7/26-->8/1       7.10   0.50   55(61)    9(10)   13(14)   10(11)    3( 3)    0       90
 23 8/2-->8/8        3.16   0.41   62(56)   17(15)   19(17)   12(11)    1( 1)    0      111
 24 8/9-->8/15       3.48   0.41   62(56)   21(19)   19(17)    5( 5)    4( 4)    0      111
 25 8/16-->8/22      2.82   0.54   41(41)   23(23)   19(19)   11(11)    5( 5)    0       99
 26 8/23-->8/29      4.32   0.51   49(51)   19(20)   13(14)   11(11)    4( 4)    0       96
 27 8/30-->9/5       4.17   0.49   60(59)    9( 9)   16(16)   12(12)    4( 4)    0      101
 28 9/6-->9/12       4.16   0.50   50(56)   11(12)   16(18)    7( 8)    5( 6)    0       89
 29 9/13-->9/19      2.20   0.42   50(49)   19(19)   21(21)   11(11)    1( 1)    0      102
 30 9/20-->9/26      3.01   0.42   55(56)   18(18)   17(17)    6( 6)    3( 3)    0       99
 31 9/27-->10/3      2.11   0.34   48(63)   10(13)   10(13)    7( 9)    1( 1)    0       76
 32 10/4-->10/10     1.86   0.43   46(52)   17(19)   13(15)   13(15)    0( 0)    0       89
 33 10/11-->10/17    3.85   0.43   47(62)   12(16)    7( 9)    8(11)    2( 3)    0       76
 34 10/18-->10/24    2.08   0.32   49(63)   16(21)    8(10)    3( 4)    2( 3)    0       78
 35 10/25-->10/31    3.28   0.36   53(59)   19(21)    8( 9)    9(10)    1( 1)    0       90
 36 11/1-->11/7      2.21   0.40   46(60)   11(14)   11(14)    8(10)    1( 1)    0       77
 37 11/8-->11/14     1.68   0.26   44(72)    5( 8)    9(15)    3( 5)    0( 0)    0       61
 38 11/15-->11/21    2.10   0.34   43(59)   17(23)    5( 7)    7(10)    1( 1)    0       73
 39 11/22-->11/28    1.22   0.21   48(75)    9(14)    6( 9)    1( 2)    0( 0)    0       64
 40 11/29-->12/5     1.71   0.24   50(75)    8(12)    5( 7)    4( 6)    0( 0)    0       67
 41 12/6-->12/12     0.83   0.17   54(81)    7(10)    6( 9)    0( 0)    0( 0)    0       67
 42 12/13-->12/19    1.22   0.16   55(82)    7(10)    4( 6)    1( 1)    0( 0)    0       67
 43 12/20-->12/26    0.90   0.17   39(78)    5(10)    6(12)    0( 0)    0( 0)    0       50
 44 12/27-->1/2      1.13   0.17   56(79)   11(15)    3( 4)    1( 1)    0( 0)    0       71
 45 1/3-->1/9        1.24   0.17   42(79)    8(15)    2( 4)    1( 2)    0( 0)    0       53
 46 1/10-->1/16      0.92   0.16   37(82)    4( 9)    4( 9)    0( 0)    0( 0)    0       45
 47 1/17-->1/23      0.71   0.18   41(73)   11(20)    4( 7)    0( 0)    0( 0)    0       56
 48 1/24-->1/30      0.80   0.17   40(75)    9(17)    4( 8)    0( 0)    0( 0)    0       53
 49 1/31-->2/6       1.43   0.21   51(74)   11(16)    6( 9)    1( 1)    0( 0)    0       69
 50 2/7-->2/13       1.39   0.21   40(71)   13(23)    0( 0)    3( 5)    0( 0)    0       56
 51 2/14-->2/20      2.12   0.19   54(81)    6( 9)    6( 9)    0( 0)    1( 1)    0       67
 52 2/21-->2/27      1.27   0.19   56(79)    8(11)    6( 8)    1( 1)    0( 0)    0       71
 53 2/28-->2/29      0.86   0.20   10(77)    2(15)    1( 8)    0( 0)    0( 0)    0       13
ANNUAL TOTALS        8.75   0.37 2914(60)  782(16)  681(14)  372( 7)   84( 1)    0     4833
