# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1257] CASCADE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia1257
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  43 -15  63 -26  61 -26  81  21  91  25  91  37  99  46 103  49  98  38  90  25  74  17  60  -2
  2  43 -22  45 -28  66 -10  84  16  87  27  91  40  95  44 101  48  97  40  91  21  77  10  64  -3
  3  52 -13  53 -33  66  -1  78  12  85  28  93  40  93  47  98  46  95  38  86  23  74   9  64 -12
  4  52 -15  51 -30  68  -8  71   2  89  28  93  41  96  44  99  43  93  35  92  22  73   6  63  -6
  5  53 -28  55 -27  69 -12  74  14  87  30  93  38  97  42  97  45  94  38  85  26  73  -1  69  -5
  6  43 -22  53 -18  68 -15  79   1  85  28  93  44  98  44  94  44  94  36  90  17  70   9  64  -9
  7  47 -21  48 -19  69 -14  85  -3  85  28  95  42  98  44  95  44  94  35  86  24  72   1  54 -16
  8  50 -21  54 -20  77  -5  77   8  87  29  92  40  97  48  96  45  97  35  85  20  76   2  49  -5
  9  58 -17  56 -28  75 -14  75  16  87  28  97  40  96  46  98  45  98  38  81  22  77   8  52 -24
 10  50 -35  52 -22  67  -4  84  17  87  25  98  40  98  45  94  47  94  35  87  18  74  12  56 -18
 11  51 -26  58 -18  67   1  83  10  87  32  93  35 100  47  99  45  91  32  85  17  72   6  56 -14
 12  48 -27  60 -15  65  -5  80  20  88  30  94  43  97  48  95  45  92  29  83  19  68   8  57 -13
 13  52 -20  58 -17  77  -9  79  12  86  31  94  42  95  50  94  46  91  30  89  22  67   2  58 -24
 14  48 -21  57 -15  69  -8  77  17  89  29  95  43 101  45  94  40  89  35  81  23  73   4  57 -18
 15  58 -23  56 -12  73   1  85  23  91  29  98  43  98  43  98  41  90  35  87  20  71   0  53 -17
 16  53 -24  61 -15  72   1  86  21  90  29  90  37 100  50 100  41  91  32  84  21  71   5  55 -14
 17  53 -23  63 -17  73   4  85  21  88  31  91  39  94  47 100  45  91  33  83  23  70  -2  54 -15
 18  53 -25  63 -14  75   1  85  19  90  36  92  42  95  47 101  40  92  31  86  14  72   7  53 -16
 19  49 -27  58 -18  75   3  87  17  91  35  97  44  96  51  96  45  90  36  86  15  71   8  53 -23
 20  51 -30  61 -14  66   3  85  21  91  30  95  42  97  48 102  41  89  29  85  17  64  10  54 -21
 21  52 -29  57 -12  74   1  88  24  90  34 101  41  99  46  99  40  83  30  82  13  72   0  57 -23
 22  54 -22  55 -13  68  10  95  21  91  34 101  42 100  48  95  45  85  28  81  20  64   6  52 -21
 23  55 -23  60  -9  73   4  85  24  90  30  96  44 100  49  96  44  85  28  84  19  64   5  55 -28
 24  57 -25  58 -17  72  -3  83  17  89  34  94  43  95  50  93  43  84  27  81  17  59   5  50 -24
 25  59 -15  63 -14  75   1  83  25  90  34  98  41  94  49  93  38  90  29  78  19  62  -6  58 -28
 26  56 -22  65 -13  73   7  90  27  92  30  95  44  98  47  96  41  87  28  79  15  62 -14  54 -26
 27  59 -20  60  -9  80   4  86  29  93  31  94  41 101  46  98  47  90  30  76  20  66  -1  52 -24
 28  59 -24  57  -8  77   7  88  29  90  35  94  44  99  50  98  41  92  25  74  18  65  -6  55 -19
 29  49 -23  58  -4  79   6  92  24  92  30  95  45  99  46  97  41  94  26  73  10  61  -6  64 -10
 30  47 -30 *** ***  87   6  90  27  92  37  97  46  99  45  99  44  87  28  77  13  66  -2  52 -16
 31  52 -27 *** ***  79   7 *** ***  89  37 *** ***  99  42  98  39 *** ***  79  19 *** ***  60 -17
