# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6940] RED-OAK
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    3    0    0    0
 Sep 16    3    0    0    0
 Sep 18   11    0    0    0
 Sep 20   12    0    0    0
 Sep 22   18    3    0    0
 Sep 24   22    3    0    0
 Sep 26   24    5    0    0
 Sep 28   33    7    0    0
 Sep 30   42   11    3    0
 Oct 02   48   16    7    0
 Oct 04   57   24   12    0
 Oct 06   68   33   20    0
 Oct 08   75   35   22    5
 Oct 10   81   42   25    7
 Oct 12   81   46   25    9
 Oct 14   85   51   29    9
 Oct 16   88   57   35    9
 Oct 18   90   57   40    9
 Oct 20   92   68   50   16
 Oct 22   94   68   50   18
 Oct 24   96   75   59   20
 Oct 26   96   83   68   29
 Oct 28   98   87   70   31
 Oct 30   98   90   83   38
 Nov 01   98   92   87   48
 Nov 03   98   92   88   57
 Nov 05  100   98   96   70
 Nov 07  100   98   96   77
 Nov 09  100  100   98   81
 Nov 11  100  100   98   83
 Nov 13  100  100   98   88
 Nov 15  100  100   98   90
 Nov 17  100  100   98   92
 Nov 19  100  100   98   92
 Nov 21  100  100   98   94
 Nov 23  100  100  100   96
 Nov 25  100  100  100   98
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
