# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2977] FOREST-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.19   0.22   64(74)   13(15)    8( 9)    1( 1)    0( 0)    0       86
  2 3/8-->3/14       1.47   0.28   56(67)   11(13)   13(16)    3( 4)    0( 0)    0       83
  3 3/15-->3/21      1.04   0.21   60(72)   13(16)    9(11)    1( 1)    0( 0)    0       83
  4 3/22-->3/28      1.81   0.43   36(46)   18(23)   18(23)    7( 9)    0( 0)    0       79
  5 3/29-->4/4       1.50   0.31   53(63)   14(17)   12(14)    5( 6)    0( 0)    0       84
  6 4/5-->4/11       2.59   0.34   55(60)   21(23)   11(12)    4( 4)    1( 1)    0       92
  7 4/12-->4/18      1.81   0.37   45(46)   28(29)   18(19)    6( 6)    0( 0)    0       97
  8 4/19-->4/25      2.15   0.39   62(51)   29(24)   21(17)    6( 5)    3( 2)    0      121
  9 4/26-->5/2       2.51   0.34   63(53)   33(28)   15(13)    6( 5)    1( 1)    0      118
 10 5/3-->5/9        2.55   0.37   60(52)   29(25)   19(17)    6( 5)    1( 1)    0      115
 11 5/10-->5/16      2.00   0.41   68(55)   24(19)   20(16)   12(10)    0( 0)    0      124
 12 5/17-->5/23      6.12   0.48   54(49)   20(18)   25(23)    9( 8)    2( 2)    0      110
 13 5/24-->5/30      3.04   0.45   67(50)   27(20)   22(17)   16(12)    1( 1)    0      133
 14 5/31-->6/6       2.75   0.44   52(50)   24(23)   15(15)    9( 9)    3( 3)    0      103
 15 6/7-->6/13       3.63   0.46   66(53)   22(18)   21(17)   13(10)    3( 2)    0      125
 16 6/14-->6/20      4.83   0.49   65(52)   23(18)   22(17)   12(10)    4( 3)    0      126
 17 6/21-->6/27      3.65   0.66   44(40)   16(15)   26(24)   17(15)    7( 6)    0      110
 18 6/28-->7/4       2.20   0.49   50(51)   12(12)   18(18)   15(15)    3( 3)    0       98
 19 7/5-->7/11       3.92   0.48   61(55)   21(19)   12(11)   12(11)    5( 5)    0      111
 20 7/12-->7/18      4.08   0.48   52(50)   18(17)   19(18)   13(13)    2( 2)    0      104
 21 7/19-->7/25      3.92   0.52   55(49)   17(15)   23(21)   11(10)    6( 5)    0      112
 22 7/26-->8/1       3.77   0.52   43(46)   19(20)   18(19)   11(12)    3( 3)    0       94
 23 8/2-->8/8        3.19   0.50   58(50)   24(21)   17(15)   10( 9)    7( 6)    0      116
 24 8/9-->8/15       4.40   0.47   44(54)   15(18)   11(13)   10(12)    2( 2)    0       82
 25 8/16-->8/22      6.97   0.55   45(46)   23(24)   15(15)    9( 9)    5( 5)    0       97
 26 8/23-->8/29      5.69   0.55   46(43)   19(18)   23(22)   15(14)    3( 3)    0      106
 27 8/30-->9/5       7.51   0.42   49(58)   18(21)   12(14)    2( 2)    3( 4)    0       84
 28 9/6-->9/12       5.76   0.47   43(54)   15(19)   13(16)    7( 9)    2( 3)    0       80
 29 9/13-->9/19      5.66   0.45   48(53)   22(24)    8( 9)   10(11)    2( 2)    0       90
 30 9/20-->9/26      3.85   0.37   53(52)   26(25)   16(16)    5( 5)    2( 2)    0      102
 31 9/27-->10/3      1.45   0.35   40(50)   22(28)   13(16)    5( 6)    0( 0)    0       80
 32 10/4-->10/10     2.15   0.32   44(54)   25(30)   10(12)    2( 2)    1( 1)    0       82
 33 10/11-->10/17    2.12   0.39   36(52)   13(19)   13(19)    6( 9)    1( 1)    0       69
 34 10/18-->10/24    2.70   0.31   44(63)   15(21)    8(11)    2( 3)    1( 1)    0       70
 35 10/25-->10/31    1.56   0.29   44(66)   11(16)    8(12)    4( 6)    0( 0)    0       67
 36 11/1-->11/7      1.70   0.28   41(63)   15(23)    5( 8)    4( 6)    0( 0)    0       65
 37 11/8-->11/14     1.46   0.23   44(75)    8(14)    4( 7)    3( 5)    0( 0)    0       59
 38 11/15-->11/21    1.50   0.33   49(63)   11(14)   11(14)    7( 9)    0( 0)    0       78
 39 11/22-->11/28    1.14   0.20   47(72)   12(18)    5( 8)    1( 2)    0( 0)    0       65
 40 11/29-->12/5     1.95   0.21   51(85)    3( 5)    4( 7)    2( 3)    0( 0)    0       60
 41 12/6-->12/12     1.30   0.22   41(75)    6(11)    7(13)    1( 2)    0( 0)    0       55
 42 12/13-->12/19    1.03   0.18   48(80)    6(10)    5( 8)    1( 2)    0( 0)    0       60
 43 12/20-->12/26    1.04   0.21   41(73)   10(18)    4( 7)    1( 2)    0( 0)    0       56
 44 12/27-->1/2      0.92   0.21   42(72)   10(17)    6(10)    0( 0)    0( 0)    0       58
 45 1/3-->1/9        1.35   0.18   46(84)    5( 9)    3( 5)    1( 2)    0( 0)    0       55
 46 1/10-->1/16      1.00   0.19   43(77)    8(14)    5( 9)    0( 0)    0( 0)    0       56
 47 1/17-->1/23      1.03   0.21   43(70)   10(16)    7(11)    1( 2)    0( 0)    0       61
 48 1/24-->1/30      1.15   0.16   53(82)    9(14)    2( 3)    1( 2)    0( 0)    0       65
 49 1/31-->2/6       0.90   0.18   43(74)   13(22)    2( 3)    0( 0)    0( 0)    0       58
 50 2/7-->2/13       0.93   0.15   43(84)    7(14)    1( 2)    0( 0)    0( 0)    0       51
 51 2/14-->2/20      1.40   0.23   42(71)    9(15)    6(10)    2( 3)    0( 0)    0       59
 52 2/21-->2/27      0.88   0.18   51(75)   12(18)    5( 7)    0( 0)    0( 0)    0       68
 53 2/28-->2/29      0.60   0.16    8(80)    1(10)    1(10)    0( 0)    0( 0)    0       10
ANNUAL TOTALS        7.51   0.37 2601(58)  855(19)  635(14)  307( 6)   74( 1)    0     4472
