# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0923] BRITT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.20   0.22   59(67)   21(24)    7( 8)    1( 1)    0( 0)    0       88
  2 3/8-->3/14       2.00   0.29   52(60)   21(24)    9(10)    5( 6)    0( 0)    0       87
  3 3/15-->3/21      1.56   0.19   63(80)   11(14)    4( 5)    1( 1)    0( 0)    0       79
  4 3/22-->3/28      2.25   0.38   48(59)   16(20)    9(11)    8(10)    1( 1)    0       82
  5 3/29-->4/4       1.39   0.29   54(61)   20(23)   12(14)    2( 2)    0( 0)    0       88
  6 4/5-->4/11       2.30   0.32   60(60)   25(25)   10(10)    4( 4)    1( 1)    0      100
  7 4/12-->4/18      2.09   0.29   68(60)   26(23)   15(13)    3( 3)    1( 1)    0      113
  8 4/19-->4/25      2.62   0.39   69(55)   25(20)   21(17)   10( 8)    1( 1)    0      126
  9 4/26-->5/2       3.86   0.35   69(57)   27(23)   17(14)    6( 5)    1( 1)    0      120
 10 5/3-->5/9        2.48   0.30   80(63)   24(19)   19(15)    4( 3)    1( 1)    0      128
 11 5/10-->5/16      3.06   0.41   70(57)   21(17)   19(15)   10( 8)    3( 2)    0      123
 12 5/17-->5/23      7.46   0.45   65(56)   24(21)   15(13)    9( 8)    4( 3)    0      117
 13 5/24-->5/30      2.06   0.38   79(55)   29(20)   25(17)    9( 6)    2( 1)    0      144
 14 5/31-->6/6       2.52   0.33   70(61)   22(19)   13(11)    9( 8)    1( 1)    0      115
 15 6/7-->6/13       3.30   0.49   61(50)   23(19)   21(17)   11( 9)    5( 4)    0      121
 16 6/14-->6/20      8.60   0.46   71(52)   28(20)   22(16)   15(11)    1( 1)    0      137
 17 6/21-->6/27      5.01   0.60   50(43)   27(23)   17(15)   16(14)    5( 4)    0      115
 18 6/28-->7/4       3.60   0.53   49(44)   24(22)   22(20)   11(10)    5( 5)    0      111
 19 7/5-->7/11       2.68   0.48   64(53)   21(17)   17(14)   15(12)    4( 3)    0      121
 20 7/12-->7/18      2.30   0.45   48(47)   20(19)   24(23)    9( 9)    2( 2)    0      103
 21 7/19-->7/25      1.99   0.44   58(50)   19(17)   23(20)   15(13)    0( 0)    0      115
 22 7/26-->8/1       2.90   0.44   45(46)   17(17)   24(24)   11(11)    1( 1)    0       98
 23 8/2-->8/8        2.90   0.42   60(55)   22(20)   17(16)    6( 6)    4( 4)    0      109
 24 8/9-->8/15       2.47   0.35   57(63)   15(16)    9(10)    9(10)    1( 1)    0       91
 25 8/16-->8/22      4.29   0.49   47(49)   25(26)   10(10)   10(10)    4( 4)    0       96
 26 8/23-->8/29      2.95   0.46   57(52)   20(18)   18(17)   10( 9)    4( 4)    0      109
 27 8/30-->9/5       3.89   0.37   56(62)   18(20)   10(11)    3( 3)    3( 3)    0       90
 28 9/6-->9/12       5.30   0.45   46(55)   16(19)   14(17)    5( 6)    2( 2)    0       83
 29 9/13-->9/19      2.25   0.33   59(58)   22(22)   13(13)    5( 5)    2( 2)    0      101
 30 9/20-->9/26      4.76   0.40   63(58)   20(18)   20(18)    3( 3)    3( 3)    0      109
 31 9/27-->10/3      1.66   0.33   46(57)   18(22)   11(14)    6( 7)    0( 0)    0       81
 32 10/4-->10/10     2.10   0.31   54(64)   14(16)   12(14)    4( 5)    1( 1)    0       85
 33 10/11-->10/17    2.00   0.37   38(51)   16(22)   14(19)    6( 8)    0( 0)    0       74
 34 10/18-->10/24    2.45   0.27   49(65)   15(20)    9(12)    1( 1)    1( 1)    0       75
 35 10/25-->10/31    1.22   0.26   46(67)   12(17)    8(12)    3( 4)    0( 0)    0       69
 36 11/1-->11/7      1.67   0.24   58(70)   13(16)    7( 8)    5( 6)    0( 0)    0       83
 37 11/8-->11/14     1.50   0.21   48(70)   14(20)    5( 7)    2( 3)    0( 0)    0       69
 38 11/15-->11/21    1.80   0.33   46(61)   14(18)   12(16)    4( 5)    0( 0)    0       76
 39 11/22-->11/28    1.15   0.20   58(73)   14(18)    6( 8)    1( 1)    0( 0)    0       79
 40 11/29-->12/5     1.59   0.22   59(78)    9(12)    5( 7)    3( 4)    0( 0)    0       76
 41 12/6-->12/12     0.95   0.20   46(72)   13(20)    5( 8)    0( 0)    0( 0)    0       64
 42 12/13-->12/19    0.80   0.17   52(79)    9(14)    5( 8)    0( 0)    0( 0)    0       66
 43 12/20-->12/26    0.83   0.15   60(85)    9(13)    2( 3)    0( 0)    0( 0)    0       71
 44 12/27-->1/2      1.52   0.19   53(80)    7(11)    5( 8)    1( 2)    0( 0)    0       66
 45 1/3-->1/9        1.10   0.16   55(83)    9(14)    1( 2)    1( 2)    0( 0)    0       66
 46 1/10-->1/16      2.32   0.18   53(83)    8(13)    1( 2)    1( 2)    1( 2)    0       64
 47 1/17-->1/23      0.68   0.15   60(83)    9(13)    3( 4)    0( 0)    0( 0)    0       72
 48 1/24-->1/30      1.50   0.16   66(85)    9(12)    2( 3)    1( 1)    0( 0)    0       78
 49 1/31-->2/6       0.90   0.18   48(76)   11(17)    4( 6)    0( 0)    0( 0)    0       63
 50 2/7-->2/13       0.62   0.13   54(89)    5( 8)    2( 3)    0( 0)    0( 0)    0       61
 51 2/14-->2/20      1.60   0.23   46(73)    9(14)    7(11)    1( 2)    0( 0)    0       63
 52 2/21-->2/27      1.13   0.21   52(73)   11(15)    7(10)    1( 1)    0( 0)    0       71
 53 2/28-->2/29      0.70   0.26    4(57)    2(29)    1(14)    0( 0)    0( 0)    0        7
ANNUAL TOTALS        8.60   0.34 2948(61)  899(18)  610(12)  276( 5)   65( 1)    0     4798
