# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0200] AMES-8-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   9  11  16  12  13  11   9   6  10   4  10 114
1952     6   5  12   8  11   9   7  10   2   1   4   5  80
1953     4   7   8  11   6  10   8   7   4   3   3   5  76
1954     3   5  10  10   9  12   7  14   8  11   4   9 102
1955     5   8   5   8   8   6   4   6   7   7   3   3  70
1956     5   2   8   7  10   7   9  11   4   6   7   5  81
1957    10   7   9   9  14  16   9  10   8   6  12   5 115
1958     5   3   4   9   6  12  11   5   9   2   3   3  72
1959     7   8  11   9  16   4   7  10  11  13   7   7 110
1960     7   9  10  11  12   9   4  10   8   5   3   5  93
1961     4   6  11  12   6   5  13   5  14   6   7   8  97
1962     3  11  10  10  13   9  15   8   7   8   3   2  99
1963     7   9   9  12   8   8  10   9  10   7   3   4  96
1964     5   6   6  12  13  11   9   9  10   2   6   6  95
1965     6   8  10  11   9  10   8  11  14   4   5   3  99
1966     4   2   8   8   8  11   6   5   6   3   2   4  67
1967     6   2   5   8   8  14   6   6   6   9   6   3  79
1968     3   2   4  10  12  12  10  11   8   9   4   7  92
1969    10   4   3  10  16  13  11   3   9  11   1   7  98
1970     3   0   8   7  11   6   7   9  12   8  10   4  85
1971     2   7   4   6   9  10   8   3   5  10  10   7  81
1972     2   6   4   9  15   9  12   7  12  10   9   3  98
1973     5   3  13  12  14   8  13   5  17   5  10   5 110
1974     6   2   7   9  13  10   5  12   4   8   7   6  89
1975     9   4   8  11   9  17   4  10   6   1   8   2  89
1976     0   4   6   8   7   8   4   3   3   4   0   3  50
1977     1   3  11   9   9   6   9  11  12  12   4   6  93
1978     2   5   6  16   9   9  12   7   6   9   5   6  92
1979     6   4   6  10  11  11   8  13   4   7   6   3  89
1980     7   3   5   6  14  11  10  10   7   5   3   3  84
1981     0   4   4   6   7   8   7  10   5  13   8   5  77
1982    10   4   9  10  19  10   9  11   6   9   7   6 110
1983     3   8  10  10  15  10   7   6   8  10  12   8 107
1984     5   5   9  16  12  15   8   4  10  13   5   6 108
1985     5   7   7   7  11  10   7  13  12  11   7   7 104
1986     1   4   5  15  14  12   9   9  14   9   7   4 103
1987     2   1   8   7  11   8  10  13   9   5   9   9  92
1988     2   2   3   8   6   4   5   4  11   3   7   4  59
1989     5   5   4   9   8   8   5   9   6   6   4   4  73
1990     5   6  10  11  11  18  13  12   4   6   6   8 110
1991     4   1  11  14  15   8   6   9   5  10  12   5 100
1992     9   6   8  15   6   4  14   6  14   5  11  10 108
1993     8   9   8  13  19  17  20  17   9   8   8   6 142
1994     7   7   2   9   7  12   6   7  10   6   6   5  84
1995     3   3  12  16  11  10   8   7  11   8   7   3  99
1996     9   1   6   5  20  15   6   7   5   5  14   6  99
1997     7   7   7  13  10   8   7  12   6   8  10   8 103
1998     5  12  15  16  10  16   9   9   4  17   6   1 120
1999     6   6   5  15  13  12  12   7   5   3   4   4  92
2000     7   8   6  10  10  14   9   7   6  10   8  11 106
2001     9   5   7  14  20   7   6   7   8   8   6   3 100
2002     8   7   8  15  10   7  10  12   7  17   4   3 108
2003     8   8  12  12  16  11  11   3   9   4   8   8 110
2004    10   8  16   7  14  13  10  11   6   9   9   7 120
2005     9  12   9   9  10  13  10   0   0   0   0   0  72
STDDEV   3   3   3   3   4   3   3   3   3   4   3   2  17
AVG      5   5   8  10  11  10   9   8   8   7   6   5  95
