# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6305] OSAGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6305
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.66  1.35  4.54  6.32  2.62  5.59  3.02  5.28  1.89  3.79  1.10  1.30 37.46
 1952  2.52  0.90  3.24  2.19  2.94  4.06  4.31  4.01  0.50  0.00  1.70  0.86 27.23
 1953  1.23  1.24  1.95  4.18  2.45  5.15  6.28  5.04  0.68  0.48  2.15  1.23 32.06
 1954  0.38  0.40  1.39  3.14  4.06  7.18  4.83  8.02  2.58  2.90  0.25  1.38 36.51
 1955  0.61  1.54  1.59  3.35  2.71  3.04  3.57  0.81  1.76  1.82  0.55  1.11 22.46
 1956  1.44  0.83  4.75  1.93  5.05  1.41  5.90  4.48  2.15  1.98  1.84  1.09 32.85
 1957  0.72  0.25  2.09  1.18  6.80  5.16  3.12  3.13  2.15  1.90  2.48  0.54 29.52
 1958  0.35  0.08  0.33  2.79  1.17  3.92  3.51  3.55  2.42  1.32  0.78  0.15 20.37
 1959  0.66  1.81  3.50  0.96  5.80  6.02  2.06  4.63  6.81  1.16  2.33  0.84 36.58
 1960  0.26  0.58  0.86  2.19  3.86  4.24  2.39  5.47  3.76  1.21  0.50  0.94 26.26
 1961  0.28  1.91  4.70  1.24  2.54  1.32  8.41  2.33  3.18  3.20  1.63  0.88 31.62
 1962  0.08  1.25  1.03  1.70  4.07  2.65  6.75  8.98  3.52  2.66  0.00  0.12 32.81
 1963  0.58  0.83  2.13  3.06  3.15  1.91  6.49  2.70  0.49  1.28  1.12  0.54 24.28
 1964  0.49  0.00  1.30  3.78  5.71  1.70  1.22  3.87  6.04  0.32  0.97  1.09 26.49
 1965  0.56  1.68  3.53  5.14  4.47  2.10  5.35  2.44 13.39  0.95  1.16  1.47 42.24
 1966  0.76  1.15  2.87  1.54  2.74  6.11  6.96  2.35  0.83  2.27  0.27  0.86 28.71
 1967  1.72  1.01  1.70  2.06  2.59  7.13  2.99  5.21  1.58  2.33  0.16  0.64 29.12
 1968  0.57  0.07  0.90  4.74  5.20  6.29  7.88  4.36  4.63  3.54  0.40  2.42 41.00
 1969  1.54  0.17  0.94  3.35  4.24 11.76  5.62  0.51  3.47  3.23  0.42  1.57 36.82
 1970  0.23  0.26  1.16  1.78  5.77  3.98  4.28  2.91  5.72  5.42  2.40  1.36 35.27
 1971  1.36  3.27  1.13  0.60  2.79  8.98  2.10  0.76  2.32  3.59  2.65  1.69 31.24
 1972  0.71  0.48  1.13  2.29  2.48  2.18  5.43  3.75  9.45  4.17  1.17  1.52 34.76
 1973  1.56  1.17  3.24  4.10  5.22  3.18  3.36  3.83  5.05  2.40  2.72  1.68 37.51
 1974  0.38  1.06  2.06  3.00  8.35  4.00  2.77  3.71  0.96  2.92  0.79  0.92 30.92
 1975  1.79  0.58  2.73  5.61  3.11  5.14  1.42  8.42  0.24  0.53  5.19  1.06 35.82
 1976  0.16  0.58  4.50  4.59  3.77  1.59  1.56  1.25  0.98  1.14  0.04  0.57 20.73
 1977  0.35  0.74  3.45  3.86  2.25  3.63  5.27  5.81  2.55  2.64  1.17  0.75 32.47
 1978  1.00  0.54  0.40  3.84  3.69  5.99  7.27  1.62  4.57  1.45  2.39  0.97 33.73
 1979  1.50  0.35  3.18  2.61  4.01  2.55  5.32  9.17  1.60  4.17  0.00  0.64 35.10
 1980  1.86  0.57  0.80  1.30  3.60  6.39  3.31 17.45  5.98  2.56  0.25  0.88 44.95
 1981  0.10  2.55  0.81  5.59  3.95  6.14  6.31  7.78  2.03  1.52  1.04  1.45 39.27
 1982  3.27  0.15  1.76  3.03  6.10  4.74  4.08  5.76  4.81  3.97  3.40  3.70 44.77
 1983  1.19  1.87  2.04  3.22  6.92  4.39  1.48  2.59  7.90  3.42  4.12  0.93 40.07
 1984  0.39  1.09  2.20  5.63  3.50  8.59  2.50  1.02  1.18  4.91  2.45  1.24 34.70
 1985  0.71  0.60  1.91  3.82  1.36  3.94  1.50  3.22 10.35  1.22  2.85  1.76 33.24
 1986  0.57  0.51  1.96  4.15  4.65  1.78  5.80  4.60  9.87  4.68  1.55  0.60 40.72
 1987  0.33  0.06  2.34  2.42  3.19  1.62  4.24  4.17  2.29  0.39  2.40  2.65 26.10
 1988  1.11  0.68  1.18  3.24  2.37  2.20  0.81  3.83  4.09  0.49  2.83  0.97 23.80
