# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1394] CHARITON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia1394
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1346   1057   1042    565    137     69      5      9    155    385    954   1305
 1952   1233    911    937    454    186      8      1     19     87    469    738   1111
 1953   1225    910    796    580    216      4      7      0     73    208    670   1049
 1954   1301    707    922    326    316     43      0      1     49    385    656   1064
 1955   1309   1138    851    248    121     54      0      2     74    331    954   1263
 1956   1329   1077    821    479    114     19      0     14     99    169    759   1079
 1957   1468    898    845    434    170     20      0      3    126    467    827   1011
 1958   1259   1321    911    414    137     35      3     28     75    281    624   1249
 1959   1465   1097    816    434    120     10     10      0    108    447    963    932
 1960   1288   1279   1331    387    161     17      2      0     70    341    685   1133
 1961   1310    920    764    551    237     29      1      8    150    290    747   1334
 1962   1539   1109   1033    482     34     20     12      5    161    308    746   1195
 1963   1662   1205    707    331    184      3      0     18     60     91    633   1494
 1964   1080   1048    885    382     61     26      1     34    106    442    630   1246
 1965   1316   1136   1212    405     84     14      0     13    118    333    724    910
 1966   1519   1076    680    503    234     34      0     24    152    379    719   1214
 1967   1198   1098    690    366    276     24     25     30    130    412    832   1104
 1968   1335   1179    628    360    228     11      6      5     92    341    860   1241
 1969   1401   1008   1035    359    149     70      0      0     60    446    752   1206
 1970   1546    985    954    395    100     16      8      4     95    374    805   1092
 1971   1479   1164    896    374    246      0     19      8     99    198    715   1035
 1972   1373   1166    799    452    151     32     15      8     87    445    861   1342
 1973   1257    982    596    482    192      3      0      0     77    192    706   1253
 1974   1342    974    705    332    160     49      0     13    202    350    751   1127
 1975   1242   1140   1021    481    110     19      6      0    173    312    624   1061
 1976   1258    843    734    322    233     14      1      4    104    557    978   1332
 1977   1686    885    629    277     45      5      0      4     44    405    780   1286
 1978   1660   1440   1013    413    226     22      0     10     48    417    751   1232
 1979   1749   1405    853    525    173     15      1      7     74    334    803   1007
 1980   1253   1233    925    431    143     19      0      0     90    463    731   1134
 1981   1216    987    725    243    238      1     13     10     64    375    688   1215
 1982   1615   1155    880    530     67     50      0     12    114    330    743    960
 1983   1124    872    759    592    206     24      0      0     92    350    663   1628
 1984   1347    823   1019    486    226      4      2      3    139    304    692   1019
 1985   1494   1190    665    291     73     41      0      4    141    325    929   1518
 1986   1102   1150    626    308    105      0      0     23     37    297    880   1090
 1987   1169    804    687    342     72      9      2     26     69    489    639   1037
 1988   1308   1230    752    424     63     12      1     12     42    522    711   1066
 1989   1004   1433    880    481    237     54      3     11    197    410    872   1575
 1990   1059    999    746    542    275     28     11      4    102    450    645   1299
 1991   1561    950    740    401    133     12      3      9    166    459   1067   1105
 1992   1128    886    729    543    239     51      9     62    165    417    908   1186
 1993   1400   1236    974    577    166     59      0     10    236    480    882   1158
 1994   1549   1244    819    469    232     31      2     29    132    377    752   1054
 1995   1412   1042    833    580    281     35     13      0    188    430   1001   1243
 1996   1473   1209   1060    572    286     45      9      2    174    407    999   1280
 1997   1502   1053    808    632    356     27     13      8     92    469    893   1152
 1998   1188    792   1015    489    102     81      0      0     51    371    692   1089
 1999   1417    848    948    446    208     57      3      7    193    455    618   1164
 2000   1254    904    702    493    162     49      7      0    141    322    948   1656
 2001   1374   1238   1078    357    185     78      0      4    157    457    510   1022
 2002   1097    970    997    518    289     13      0      5     91    544    911   1081
 2003   1390   1240    912    459    246     72      2      0    173    383    819   1040
 2004   1417   1192    732    448    187     52      6     57     79    390    701   1146
 2005   1354    916    868    371    245     10      6      0      0      0      0      0
 MEAN   1352   1068    854    439    179     29      4     11    112    378    780   1182
