# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8266] TIPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     0   0   0   7   9   8   6   8   3  10   4   4  59
1952     3   3   9   5   8   7   4   7   2   0   3   0  51
1953     5   5   8   6   6   7   7   2   6   3   3   5  63
1954     1   5   7   7   6  11   4  13   5   8   4   6  77
1955     5   7   6   8   8  10   7   6   8   8   3   4  80
1956     4   6   9   8  15   7  12  12   4   3   5   6  91
1957     8   2   6  14  13  11   9  11   4   5   8   7  98
1958     6   3   3  12   7  11  12   7   9   5   8   4  87
1959     8   8  12  10  10   9  10   6  12  12   5   9 111
1960    11   7  12   9  13  13  10   9  10   7   6   5 112
1961     4   5  11  13  10   7  13   5  14   8   8   8 106
1962     9  13   9   9  13   9  13   3   6  10   5   4 103
1963     9   5  12  11   8   5  11   7   6   4   6   9  93
1964     4   6  11  13   6   8   7   7  11   1   8   9  91
1965     9   7  10  13  11   7   9  12  14   6   6   9 113
1966     4   4  10  10   9  11   7   3   3   6   8   9  84
1967     5   5   7  12   8   8   8   9   7  11   8  15 103
1968     7   2   5   8  16  11  13   8  14   6   8  11 109
1969     5   1   7  11  11  10   9   3   8  10   3   6  84
1970     3   2   7   8  12   9   6   5   8   6   7   3  76
1971     3   8   3   4   7   6   8   5   7   4   8  10  73
1972     3   7   7  11  11   8   7   9   9  10   8   5  95
1973     6   6  11  10  12   7   9   4  14   9   5  10 103
1974    10   3   8   6  12   6   6  10   6   8   6   8  89
1975     6   4   8  11  10  11   5   9   7   1  10   2  84
1976     2   5   8   5   6   8   4   6   3   8   1   2  58
1977     7   3  10   6   5   0   6  16   9   7  10   7  86
1978     4   7   5   8   8   7  10   4   7   8   5   8  81
1979     8   4  11   8   6   8   6   9   2   9   6   3  80
1980     5   7   5   7  12   9   7  13  10   4   4   6  89
1981     0   8   3  12  11   8  10   9   6   7  10   3  87
1982    11   4  11   8  17   8   8   7   9   7   8   8 106
1983     5   6   9  10  13   5   4   8   9  10  11  10 100
1984     2   4   9  10   9  13  10   4   7  13   5  10  96
1985     5   6   8   5  10   5  10   6   8  14  11   5  93
1986     2   6   6  10  15   9   8   7  15  10   6   4  98
1987     2   1   9   6   9   7   8  11   7   5  12   9  86
1988     5   6   4   6   4   5   6   6   5   5   9   3  64
1989     3   7   5   8   9   7  10  12   5   5   2  10  83
1990     7   7  12  13  14  12  13   8   4   6   9   6 111
1991     4   1   9  12  12   4   4   7  10  12  11   5  91
1992     6   6   8  10   3   5  17   7  12   4  12   9  99
1993     7   6   9  11  17  13  15  15  11   5   5   8 122
1994     9   9   3   8   7  12  13  10   8   6  11   4 100
1995     7   1   9  12  13   9   8   6   6  12   6   3  92
1996     6   2   6   7  16  12   7   8   6   7   9   7  93
1997    10   9   6   7  12   9   4  11   7   7   7   8  97
1998    10   6  10  14  11  15   6  15   8  11   4   2 112
1999    10   6   4  11   9  12  11   7   5   2   2   9  88
2000     6   6   6   8  17  15   9   7  10   5   5  11 105
2001    10  10   8  11  15   8   6   7   9   7   7   8 106
2002     5   9  12  14  14  11  10   9   6  16   6   4 116
2003     6   8   8  12  13   9  11   3   7   5  11   8 101
2004     7   9  18   4  18  15  10  10   3  12  14   9 129
2005    14  10   8   7   9   8   7   0   0   0   0   0  63
STDDEV   3   3   3   3   4   3   3   3   3   4   3   3  16
AVG      6   6   8   9  11   9   9   8   7   7   7   6  92
