# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4735] LEMARS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    1    0    0    0
 Sep 12    2    1    1    0
 Sep 14    5    1    1    0
 Sep 16   11    1    1    0
 Sep 18   15    4    1    0
 Sep 20   20    5    2    0
 Sep 22   25    9    6    0
 Sep 24   33   12    7    0
 Sep 26   39   14    8    0
 Sep 28   45   18   12    1
 Sep 30   53   25   18    2
 Oct 02   58   28   20    2
 Oct 04   65   33   24    4
 Oct 06   74   41   28    5
 Oct 08   81   46   31    8
 Oct 10   86   51   39   12
 Oct 12   89   61   46   14
 Oct 14   91   65   49   16
 Oct 16   95   68   51   21
 Oct 18   95   72   56   27
 Oct 20   95   76   58   33
 Oct 22   96   80   67   34
 Oct 24   97   83   72   42
 Oct 26   98   87   79   50
 Oct 28  100   91   86   56
 Oct 30  100   91   87   63
 Nov 01  100   94   91   71
 Nov 03  100   96   92   75
 Nov 05  100   97   95   80
 Nov 07  100   99   98   83
 Nov 09  100  100  100   90
 Nov 11  100  100  100   93
 Nov 13  100  100  100   97
 Nov 15  100  100  100   97
 Nov 17  100  100  100   97
 Nov 19  100  100  100   97
 Nov 21  100  100  100   97
 Nov 23  100  100  100   99
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
