# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6243] ONAWA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    1    0    0    0
 Sep 14    2    0    0    0
 Sep 16    3    0    0    0
 Sep 18    6    0    0    0
 Sep 20   10    2    0    0
 Sep 22   15    3    0    0
 Sep 24   18    6    0    0
 Sep 26   24    8    1    0
 Sep 28   30   12    5    0
 Sep 30   40   19    9    0
 Oct 02   43   22   10    0
 Oct 04   52   25   12    0
 Oct 06   57   32   17    1
 Oct 08   66   38   20    3
 Oct 10   69   42   28    4
 Oct 12   77   48   36    6
 Oct 14   81   53   41    8
 Oct 16   87   56   43   11
 Oct 18   89   62   48   14
 Oct 20   91   67   54   21
 Oct 22   93   71   57   25
 Oct 24   96   78   64   28
 Oct 26   97   82   69   33
 Oct 28   99   86   75   38
 Oct 30   99   88   79   41
 Nov 01  100   91   83   50
 Nov 03  100   92   86   59
 Nov 05  100   94   89   68
 Nov 07  100   97   91   71
 Nov 09  100  100   96   77
 Nov 11  100  100   96   85
 Nov 13  100  100   97   91
 Nov 15  100  100   99   93
 Nov 17  100  100   99   93
 Nov 19  100  100   99   95
 Nov 21  100  100   99   95
 Nov 23  100  100  100   97
 Nov 25  100  100  100   98
 Nov 27  100  100  100   99
 Nov 29  100  100  100   99
 Dec 01  100  100  100   99
 Dec 03  100  100  100   99
 Dec 05  100  100  100   99
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
