# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8568] VINTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     2   5   9  11  10  10   8   7   3   8   3   5  81
1952     5   2   7   6   6   4   5   7   2   0   2   3  49
1953     5   2   7   6   6   5   6   1   4   1   2   3  48
1954     2   2   4   7   4   6   4  10   6   7   1   4  57
1955     0   0   0  10   6   8   7   6   9   5   2   3  56
1956     5   4   7   7  11   6   8  12   6   6   5   3  80
1957     6   2   7   9  13  10   8  11   2   3   5   3  79
1958     2   1   2   7   6  10  11   7   6   4   4   1  61
1959     4   5   5  10  14   4   8   8   9  11   6   5  89
1960     6   7  11  11  15  11   7   7   9   8   8   2 102
1961     4   5  12   9   7   7  14   6   9   5   7   6  91
1962     1  11   9  10  10   7  11   7   7   7   2   4  86
1963     7   7   9  12   9   3   7   8   9   4   6   6  87
1964     4   3   8  10  10  11   9   8   8   1   8   7  87
1965     7   5  11  10  10   9   6  13  16   5   3   8 103
1966     5   2   9   9   7   9   6   4   4   4   4   6  69
1967     7   7   6  10   8  13   9   9   7  10   5  10 101
1968     4   3   7   7  10  10   9   7  10   9   6  10  92
1969     9   3   6  10  11  14  11   2   8   9   3   6  92
1970     4   2   5   7  14   9   8   8  11   9   8   5  90
1971     3   9   4   5   7   8   7   5   8   9   7   7  79
1972     4   7   8  13  12   9  10  10  12   7  10   6 108
1973     5   7   9   9  14   9  10   4  16   6   9   9 107
1974    10   5  10   9  16   9   6   9   7  10   6  11 108
1975    11   8  11  13   7  12   1   8   3   0   9   1  84
1976     1   5   8   8   8   8   9   6   2   7   2   3  67
1977     5   3  11   9   8   5   8  15  12   9   8   7 100
1978     6   8   5  13   9  11  13   7   5   8   9   6 100
1979     8   4  11  11   9  10   8  13   2   8   7   1  92
1980     0   0   0   0  11   8   7  14  11   5   3   4  63
1981     2   6   2  12   7   9   5  10   5   6  11   3  78
1982     9   3   9   7  17   7   8   6  11   3   8   6  94
1983     4   5   8  10  18   9   5   9   9  12   9   6 104
1984     4   3   8   9  12  11  10   5   5  13   5   9  94
1985     5   7   8   7   8   7   9  10  12   8  14   4  99
1986     3   4   5   9  14  11   8   7  18   8   7   4  98
1987     1   0   8  10   7   7   7  11   6   2   9   7  75
1988     4   4   3   5   4   7   6   8   7   6   7   1  62
1989     4   7   6   8  10   8   6   9   6   5   2   5  76
1990     5   3  11  16  15  13  14   7   6   6   7   4 107
1991     6   3  10  12  13   6   4   6  10   5  11   6  92
1992     7   6   9   9   6   6  17   7  10   4   9  10 100
1993     8   7   8  11  14  10  12  15  10   5   3   7 110
1994    10   7   1   7   7  10  13   8   6   3   8   6  86
1995     7   3   8  16  12  10   8   9   8  11   6   3 101
1996     8   2   7   5  16  12  10   6   8   9  11   5  99
1997    10   9   4   7  12   8   7  10  12   7   4   8  98
1998     6   7  12  17  10  18   7  13   8  15   5   4 122
1999     9   2   4  13  13  12  16  12   6   3   2   7  99
2000     5   6   9   7  15  16   9   8   9   7   7  14 112
2001    10  11   6  13  17  12   9   8   8   9   7   9 119
2002     3   7  10  10  14  10  11   8   4  15   5   6 103
2003     7   5   6  10  11  12   9   6   7   5  10   6  94
2004     7   7  12   5  14  14  10  11   4  11  13   7 115
2005     9  10   9   7  12  12   8   0   0   0   0   0  67
STDDEV   3   3   3   3   4   3   3   3   4   3   3   3  18
AVG      5   5   7   9  11   9   9   8   8   7   6   5  89
