# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0385] AUDUBON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia0385
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1458   1149   1162    630    183     72     24     10    207    456   1022   1442
 1952   1379    977   1016    470    238      9      2     15     82    502    838   1235
 1953   1331   1069    843    640    219     13      3      1    101    240    706   1103
 1954   1431    782   1036    401    303     40      0      1     75    466    702   1117
 1955   1359   1289   1012    278    112     70      0      3    101    381   1042   1362
 1956   1407   1199    950    549    166     17      1     25    145    252    885   1182
 1957   1574    957    819    495    220     23      0      4    182    544    958   1080
 1958   1284   1389   1018    496    140     45      8     20     79    331    769   1308
 1959   1519   1219    903    482    161     20     10      2    171    536   1057   1008
 1960   1444   1380   1414    457    180     32      2      1    140    430    840   1306
 1961   1423   1064    934    654    268     38      0     11    189    342    867   1452
 1962   1575   1208   1111    514     52     30     15      2    181    378    813   1287
 1963   1752   1259    806    387    184      5      0     22     85    143    700   1581
 1964   1206   1084   1063    436     68     34      0     28    130    426    748   1357
 1965   1420   1259   1292    473     91     11      0     22    204    321    769    983
 1966   1586   1119    740    582    216     22      0     20    153    383    849   1262
 1967   1316   1196    759    398    288     20     13     16    109    446    839   1160
 1968   1365   1196    658    397    237     19      3      1     83    341    878   1347
 1969   1520   1076   1137    388    151     50      0      0     58    502    790   1274
 1970   1603   1029   1025    425     98     13      5      2    124    423    859   1193
 1971   1530   1186    942    389    208      2     11      5     91    251    757   1111
 1972   1458   1272    834    467    165     14     10      8    106    492    902   1437
 1973   1297   1066    696    482    191      1      2      0     97    241    776   1368
 1974   1446   1071    756    372    189     34      0     19    174    326    785   1117
 1975   1387   1249   1130    588    126     25      5      0    173    289    679   1111
 1976   1289    864    818    307    201      7      0      1     71    543    992   1328
 1977   1692   1000    670    266     32      2      0      7     46    417    840   1338
 1978   1680   1405    982    453    202     18      0      3     56    393    865   1363
 1979   1791   1454    979    559    197     19      3     14     69    380    868   1058
 1980   1319   1255    962    418    154     13      0      0     73    459    721   1205
 1981   1205   1010    732    241    176      0     11      4     67    442    691   1281
 1982   1715   1172    935    532     98     33      0      6    114    357    851   1092
 1983   1234    954    867    623    242     17      0      0     92    396    770   1774
 1984   1404    892   1075    536    198      1      0      3    160    359    744   1159
 1985   1469   1193    702    332     56     28      0      5    193    387   1071   1559
 1986   1111   1203    669    346    106      0      0     22     50    375    965   1199
 1987   1187    826    706    343     58      3      1     37     77    512    702   1111
 1988   1426   1259    799    467     35      7      3     18     82    562    808   1145
 1989   1070   1438    915    427    185     33      1     11    179    386    909   1526
 1990   1045   1017    766    489    248     19     10      9     93    399    683   1395
 1991   1618    949    749    397    140      4      3      4    165    439   1106   1127
 1992   1099    906    723    514    195     22     17     60    140    437    960   1213
 1993   1453   1294    995    593    189     58      0     16    220    503    930   1172
 1994   1654   1271    810    451    187     22      7     18    106    358    769   1185
 1995   1393   1016    845    557    259     30     10      0    180    443   1003   1237
 1996   1499   1146   1054    518    263     31      6      6    188    380   1031   1398
 1997   1508   1102    801    610    300     11     11     34    126    493    981   1201
 1998   1322    915   1090    532    122     99      0      0     54    382    756   1142
 1999   1476    954    950    507    208     55      2     12    220    520    674   1218
 2000   1304    993    731    536    149     53     16      2    151    354   1032   1725
 2001   1414   1351   1103    435    199     67      4     12    185    506    557   1095
 2002   1189   1057   1120    524    304     16      2     17    144    641    963   1157
 2003   1443   1301    984    482    275     61      6      1    211    439    910   1156
 2004   1499   1302    792    488    200     75     25     96     87    424    786   1209
 2005   1471    981    924    403    270      4     10      0      0      0      0      0
 MEAN   1419   1131    915    468    180     27      5     12    127    410    848   1258
