# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2864] FAYETTE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2864
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.81  1.77  5.85  7.88  2.40  4.95  6.31  5.23  1.96  4.36  1.35  1.13 44.00
 1952  1.91  0.49  3.28  1.42  5.79  3.59  2.09  4.84  1.87  0.00  2.27  1.54 29.09
 1953  0.63  1.95  2.47  4.40  1.77  5.65  5.86  2.35  0.77  0.93  1.21  1.60 29.59
 1954  0.27  0.56  1.26  4.69  4.81  6.27  3.44  3.60  3.28  3.99  0.23  0.90 33.30
 1955  0.67  1.16  1.23  3.29  3.75  2.26  3.39  0.97  2.60  3.89  0.42  0.63 24.26
 1956  0.87  0.28  2.86  2.58  4.09  3.58  3.92  3.63  1.42  1.90  2.93  0.82 28.88
 1957  0.34  0.24  1.15  1.87  4.89  6.12  1.51  3.59  1.62  2.10  2.06  1.08 26.57
 1958  0.57  0.03  0.42  2.27  1.25  5.52  5.97  3.13  2.50  0.50  2.51  0.36 25.03
 1959  1.00  1.76  4.60  1.54  8.12  7.21  1.91  6.17  4.62  2.68  2.86  1.59 44.06
 1960  1.78  0.95  1.44  4.73  4.52  3.54  3.90  4.20  3.88  2.26  2.01  0.64 33.85
 1961  0.31  1.66  4.09  2.61  2.48  2.44  8.03  2.66  8.23  5.13  3.98  1.43 43.05
 1962  0.12  2.89  1.87  2.73  8.21  1.78 10.02  3.80  1.90  3.45  0.12  0.42 37.31
 1963  0.47  0.56  2.29  3.13  3.05  2.21  5.48  2.81  3.47  1.48  1.62  0.36 26.93
 1964  0.21  0.13  1.33  3.56  3.39  2.21  1.15  4.15  2.66  0.42  0.39  1.21 20.81
 1965  0.76  1.38  2.85  3.92  4.93  3.59  2.93  3.97  8.38  2.05  2.07  2.51 39.34
 1966  1.05  1.43  2.09  2.43  2.50  5.67  5.04  2.00  0.77  1.10  0.37  0.86 25.31
 1967  1.88  0.83  2.14  1.47  2.41  6.31  1.20  2.58  1.80  3.21  0.93  0.97 25.73
 1968  1.06  0.20  1.18  4.72  3.43  7.36  8.95  2.88  4.65  3.28  0.91  2.39 41.01
 1969  2.24  0.05  0.88  4.79  5.39  7.69  4.55  0.22  2.53  3.19  0.50  1.64 33.67
 1970  0.29  0.29  1.74  1.61  7.35  3.31  4.48  2.60  6.76  4.22  1.42  1.30 35.37
 1971  1.26  3.65  1.29  1.45  3.91  6.53  4.33  0.30  2.29  1.92  2.86  1.93 31.72
 1972  0.28  0.94  1.90  3.20  5.05  2.71  6.46  4.18  6.09  4.04  1.09  1.73 37.67
 1973  1.26  1.16  3.08  4.47  5.87  5.88  1.93  3.41  4.73  2.44  1.96  2.06 38.25
 1974  0.64  1.18  2.61  3.39  4.00  5.76  2.85  3.92  1.29  3.76  1.54  1.99 32.93
