# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3290] GLENWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia3290
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  31  12  35  13  44  20  59  34  67  43  76  54  85  63  86  63  83  59  75  46  58  35  43  24
  2  32  14  32  12  45  24  58  35  71  45  78  54  86  64  86  64  83  60  76  46  56  34  42  24
  3  32  11  33  11  43  22  58  33  70  46  79  54  87  64  86  64  83  59  73  47  53  32  44  23
  4  30  10  35  15  41  21  56  32  71  47  79  56  87  64  87  63  82  58  71  45  53  31  43  22
  5  30  10  35  14  43  23  58  32  73  47  82  57  87  63  86  63  82  57  70  44  54  30  42  23
  6  30  10  33  13  44  22  62  34  72  48  81  58  87  63  85  63  82  58  68  44  53  31  39  20
  7  29   8  33  12  42  20  63  37  72  47  82  59  88  64  85  62  83  58  69  41  53  30  37  19
  8  30   9  35  14  44  22  62  37  73  47  82  58  88  66  87  63  83  57  69  43  53  30  37  18
  9  29   9  35  14  46  23  60  35  72  47  82  59  87  63  86  63  81  56  68  41  52  30  36  17
 10  29   8  37  16  47  25  60  36  73  48  82  58  87  64  86  62  81  54  69  41  54  29  38  17
 11  30  10  37  15  48  28  62  38  73  47  82  60  87  65  84  61  80  54  69  42  52  30  37  17
 12  32  13  36  15  48  26  60  37  74  48  83  60  88  65  84  61  79  54  70  43  50  29  36  16
 13  33  11  37  16  47  27  61  36  73  48  85  61  88  65  85  61  78  54  70  44  52  30  36  15
 14  34  13  39  18  49  26  62  38  74  49  84  61  87  65  85  62  76  53  71  43  51  29  35  15
 15  32  12  37  18  48  26  64  38  75  50  83  60  88  63  85  62  76  52  69  42  52  30  35  16
 16  32   9  38  15  50  27  65  40  75  51  82  60  87  64  86  63  75  51  69  41  52  29  35  15
 17  32  11  40  16  50  28  65  39  77  52  84  60  88  66  86  63  75  52  67  41  50  28  35  15
 18  32  13  41  20  49  29  65  40  76  53  85  61  89  66  86  63  78  52  64  39  49  29  35  14
 19  32  12  40  18  50  28  66  42  76  52  85  61  89  66  86  62  77  52  64  37  49  27  35  16
 20  31  11  41  19  50  29  67  42  78  51  85  62  88  66  84  62  75  51  64  39  48  26  32  14
 21  32  11  41  19  50  26  66  42  76  53  84  61  87  65  84  61  73  49  66  40  47  26  32  13
 22  34  12  41  19  53  28  66  41  76  53  85  60  86  65  85  62  74  48  66  40  49  26  33  15
 23  34  12  41  21  53  29  68  42  76  53  84  61  86  64  84  61  73  46  64  40  46  26  33  16
 24  33  12  40  19  51  29  68  42  76  52  84  61  87  64  84  61  71  47  64  38  46  24  33  13
 25  33  13  40  20  51  28  71  44  77  53  86  62  88  64  85  61  73  46  63  37  46  25  33  14
 26  29  12  44  22  53  29  70  45  76  55  86  62  87  64  86  62  76  47  63  37  45  25  34  14
 27  30   9  44  24  58  31  69  45  75  53  86  63  87  64  86  63  75  47  62  37  42  23  34  16
 28  32  10  43  22  59  33  67  42  77  53  87  64  87  64  85  61  76  47  61  36  39  19  35  17
 29  33  12  48  18  53  33  68  44  77  55  88  64  88  63  86  62  74  47  61  36  40  21  34  15
 30  33  11 *** ***  56  33  69  45  79  55  87  63  88  64  86  62  75  46  61  38  41  21  32  13
 31  34  12 *** ***  57  34 *** ***  78  54 *** ***  87  64  83  61 *** ***  58  36 *** ***  32  13
