# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1954] CRESCO-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1954 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     10      0      0      0    186     90     73     60
 1952     27     12     10      8    338    218    195    173
 1953    101     40     31     24    161     62     46     34
 1954     48     13      8      5    382    233    205    179
 1955     74     26     18     13    438    270    236    204
 1956     23      1      0      0    234    129    108     88
 1957     72     21     14      9    344    208    183    161
 1958     55     12      7      4    309    177    151    126
 1959     29      2      0      0    289    157    132    111
 1960     22      5      3      2    321    194    170    149
 1961     38     10      7      4    162     70     52     40
 1962     19      5      4      3    252    146    126    109
 1963    125     76     66     57    318    175    147    122
 1964     59     18     11      8    294    169    146    124
 1965      1      0      0      0    197    104     86     70
 1966    142     58     43     32    180     77     60     47
 1967    114     59     48     38    282    142    114     88
 1968    218    127    109     93    352    211    180    152
 1969     25      3      1      0    307    166    138    112
 1970     14      0      0      0    326    197    172    150
 1971     31     11      8      7    322    195    169    143
 1972     35     11      8      5    169     85     69     54
 1973    126     49     37     26    217    118     96     75
 1974     34     10      7      5    331    188    159    131
 1975      5      0      0      0    131     59     48     38
 1976     87     47     39     31    338    196    165    136
 1977    151     68     51     38    433    290    258    227
 1978     55     22     17     13    243    128    103     82
 1979     20      2      1      0    191    101     86     71
 1980     35      6      4      2    285    169    147    126
 1981    120     52     40     31    315    169    143    118
 1982     30     10      7      5    218    122    103     84
 1983     74     32     25     20    144     80     69     59
 1984     17      1      0      0    246    128    105     83
 1985     81     25     18     12    366    235    208    183
 1986    105     61     54     47    352    205    176    149
 1987    128     59     48     38    378    255    230    205
 1988     81     27     17     10    265    150    125    102
 1989     83     42     36     30    244    133    113     96
 1990    132     59     45     36    295    178    154    134
