# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5769] MOUNT-AYR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia5769
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.85  2.42  4.47  4.75  7.26  5.88  2.59  8.33  2.34  3.08  2.54  0.72 45.23
 1952  0.34  0.28  1.74  2.00  3.94  5.94  1.48  4.64  0.96  0.00  7.38  0.60 29.30
 1953  0.10  1.80  3.32  2.40  1.30  4.31  2.33  1.70  1.07  0.62  1.02  1.09 21.06
 1954  0.00  1.23  1.96  4.64  4.52  2.80  0.69  6.05  1.32  6.39  0.07  0.57 30.24
 1955  1.54  2.28  0.29  3.49  2.35  4.77  2.31  1.45  3.02  1.70  0.05  0.29 23.54
 1956  0.23  0.71  0.62  1.03  2.67  4.49  8.32  3.44  0.33  0.83  1.27  0.36 24.30
 1957  0.60  0.13  4.10  5.09  3.89  3.37  1.48  2.29  2.70  3.24  1.33  0.94 29.16
 1958  0.65  0.63  0.56  1.11  4.52  1.65 11.53  1.76  3.93  1.37  2.67  0.00 30.38
 1959  1.60  0.69  3.42  3.85  7.04  3.91  3.04  8.82  8.50  2.57  0.28  2.31 46.03
 1960  2.06  0.45  1.66  3.18  3.47  9.97  0.85  8.01  4.06  2.20  0.45  0.38 36.74
 1961  0.30  2.33  3.89  2.10  2.30  0.00  7.02  2.46  7.45  2.96  2.78  2.09 35.68
 1962  1.20  1.30  0.26  1.36  5.74  2.70  5.60  4.68  2.00  4.39  1.19  0.19 30.61
 1963  0.29  0.56  3.36  3.02  3.13  0.83  4.44  4.49  3.98  1.31  1.46  0.38 27.25
 1964  0.15  0.48  1.26  3.68  4.69  6.96  4.74  4.96  9.01  0.30  2.06  0.00 38.29
 1965  1.42  0.53  2.41  3.90  3.70  3.97  5.83  4.22  9.36  1.11  1.52  0.49 38.46
 1966  0.50  0.19  0.82  2.04  3.37  9.14  4.27  2.90  1.47  1.48  0.87  0.17 27.22
 1967  0.71  0.00  1.80  2.53  3.66  6.39  3.51  0.47  1.39  4.37  0.22  0.79 25.84
 1968  0.00  0.00  0.00  5.07  2.91  4.04  6.20  3.33  2.14  1.40  1.96  0.00 27.05
 1969  0.00  0.00  1.11  0.00  4.35  7.73  5.89  2.93  4.26  0.00  0.00  0.91 27.18
 1970  0.00  0.09  1.50  3.39  5.18  2.08  2.29  4.96  7.00  3.35  3.42  1.63 34.89
 1971  1.00  0.86  0.91  1.77  3.21  2.91  1.56  3.59  4.09  4.44  4.26  1.12 29.72
 1972  0.67  0.31  1.01  2.36  6.76  1.88  5.83  0.99  7.87  2.28  3.55  3.21 36.72
 1973  2.55  2.90  7.32  4.35  5.11  1.88  4.74  3.71  8.64  4.96  2.95  2.60 51.71
 1974  1.38  0.51  1.33  3.48  5.62  5.03  1.04  2.52  1.19  5.85  1.39  0.60 29.94
 1975  1.38  1.70  2.08  3.16  6.93  5.98  0.40  5.94  4.57  0.02  2.90  1.10 36.16
 1976  0.17  2.02  2.20  6.76  2.23  0.00  0.00  0.00  0.00  0.00  0.00  0.00 13.38
 1977  0.05  0.29  4.18  2.14  1.80  2.32  3.13 10.64  5.30  7.89  0.52  1.43 39.69
 1978  0.82  1.61  1.46  7.16  4.89  4.24  5.19  3.67  7.10  0.84  4.11  0.84 41.93
 1979  1.69  0.18  4.45  3.05  1.58  6.29  5.57  1.89  2.31  2.91  1.84  0.45 32.21
 1980  1.34  0.62  1.83  1.88  1.05  8.24  2.09  9.07  3.45  3.50  0.05  2.21 35.33
 1981  0.00  0.95  1.06  3.74  3.01  5.17  4.06  3.06  1.90  2.02  2.24  0.00 27.21
 1982  1.46  0.61  5.75  1.77  7.66  3.90  7.24  7.36  3.44  5.09  2.16  2.81 49.25
 1983  0.73  0.56  1.61  2.06  0.00  0.00  0.00  0.00  0.00  4.94  1.96  0.00 11.86
 1984  0.00  0.80  0.00  4.76  5.88  6.12  3.05  2.24  1.50  4.57  1.80  0.18 30.90
 1985  0.35  0.98  2.03  1.22  2.27  2.71  4.33  5.12  3.79  5.10  1.60  0.77 30.27
 1986  0.00  1.10  1.99  4.08  4.82  6.45  8.91  3.74  9.82  1.82  1.02  1.60 45.35
 1987  0.39  0.20  2.58  1.69  5.52  4.87  5.98 10.40  0.82  0.66  3.33  1.51 37.95
 1988  0.26  0.63  0.33  1.19  1.52  0.05  2.31  4.64  3.11  0.28  1.86  0.53 16.71
 1989  0.83  0.97  0.36  0.88  3.35  2.32  5.01  4.62  6.44  2.58  0.00  0.69 28.05
 1990  1.04  0.79  4.25  2.30  6.57  6.44 11.03  3.73  0.41  2.55  3.05  1.01 43.17
 1991  0.46  0.19  4.46  6.32  6.72  2.50  4.04  3.47  2.16  2.41  3.46  1.65 37.84
 1992  1.13  1.95  2.55  5.74  1.39  1.86  8.40  2.08  7.86  1.41  4.93  1.99 41.29
