# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1442] CHEROKEE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia1442
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  26   7  28   6  37  16  53  29  66  40  74  50  84  60  84  59  80  55  71  42  55  31  37  19
  2  27   7  26   4  38  18  52  30  67  40  74  51  84  60  84  60  80  56  72  41  52  30  38  19
  3  28   5  27   5  36  16  53  30  67  41  76  50  83  60  85  60  81  55  70  40  51  29  37  17
  4  25   4  29   8  36  16  51  27  68  42  78  53  84  61  84  60  79  54  67  40  49  26  36  16
  5  24   2  29   8  37  17  52  29  69  43  78  54  84  60  83  60  79  53  67  40  50  26  37  16
  6  26   6  28   8  37  15  55  30  68  42  79  55  85  60  82  60  78  53  66  40  49  27  34  14
  7  24   3  28   7  37  15  57  31  68  43  80  56  85  61  83  59  81  53  64  38  49  25  31  14
  8  24   0  28   8  36  17  55  32  68  43  79  55  85  62  84  60  80  53  66  38  49  25  31  13
  9  23   2  30   7  38  17  52  30  69  44  79  55  85  60  83  59  78  52  64  37  48  26  31  10
 10  23   2  31   8  40  19  55  31  70  44  79  55  84  61  83  58  77  49  64  36  49  25  32  12
 11  24   4  30   9  41  21  57  33  71  44  80  57  85  62  82  56  78  50  66  37  47  25  30  11
 12  25   7  29   9  41  22  56  34  70  44  81  57  84  62  81  57  77  50  67  39  46  24  30  10
 13  27   5  32  10  40  22  56  32  70  44  82  57  85  62  83  58  75  50  65  39  45  26  32  10
 14  28   5  33  11  41  22  58  34  70  46  82  57  85  61  82  58  73  48  65  39  46  25  30  10
 15  25   4  32  12  42  20  58  35  72  46  80  57  85  60  82  58  72  47  66  38  46  25  30  10
 16  26   2  30   9  42  21  61  36  73  47  79  56  85  61  82  59  72  47  63  37  46  24  32   9
 17  27   5  33  10  43  23  61  36  74  48  81  56  86  62  83  59  72  47  62  35  45  23  29   9
 18  26   6  34  14  42  24  61  36  73  48  81  58  87  63  83  59  75  49  62  34  45  23  29   9
 19  26   4  33  13  43  25  63  38  73  47  81  57  86  63  82  58  73  49  59  33  44  23  30   9
 20  24   2  35  12  44  24  64  39  75  47  82  58  84  62  82  58  72  47  60  33  43  23  27   7
 21  25   4  34  12  44  22  62  37  75  49  81  57  84  61  82  57  70  44  61  34  42  22  27   7
 22  28   5  35  13  45  24  63  37  74  50  82  56  85  62  83  58  70  43  62  35  42  20  28   9
 23  27   5  36  16  45  25  63  37  73  49  81  57  84  60  82  59  67  41  60  35  42  21  28  10
 24  27   6  35  14  46  24  63  38  73  49  82  57  84  61  82  57  69  42  59  34  38  19  27   7
 25  27   6  36  14  46  25  65  39  73  49  83  59  85  61  82  58  70  42  58  34  42  20  27   7
 26  23   4  37  14  47  26  67  41  73  50  84  60  85  61  83  59  72  42  59  32  39  19  28   7
 27  24   4  37  17  50  27  65  40  73  50  84  59  84  61  83  60  71  42  60  33  37  19  29  10
 28  25   4  36  18  52  28  64  39  74  51  84  60  83  60  82  57  71  42  57  31  34  15  30  12
 29  26   4  40  15  49  28  64  40  75  52  85  61  84  59  82  58  69  43  56  30  34  16  29   9
 30  27   5 *** ***  50  28  65  40  76  52  83  60  84  61  83  59  70  42  57  32  36  16  26   8
 31  27   4 *** ***  52  29 *** ***  76  51 *** ***  85  60  80  56 *** ***  55  32 *** ***  27   6
