# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5992] NEWTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia5992
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.46  3.02  5.69  4.18  3.99  2.70  2.41  4.65  1.39  4.41  1.83  0.95 35.68
 1952  1.12  0.60  3.98  1.17  5.08  4.97  2.68  5.38  0.67  0.00  5.06  1.46 32.17
 1953  0.66  1.66  2.45  2.69  2.98  3.05  3.90  0.16  0.78  0.22  1.00  1.18 20.73
 1954  0.05  1.29  1.78  5.31  2.98 11.34  1.08  9.19  2.52  4.56  0.23  0.89 41.22
 1955  1.04  1.23  0.81  2.95  3.73  1.86  1.68  2.72  5.90  1.08  0.15  0.46 23.61
 1956  0.36  0.51  0.29  1.58  2.04  2.12  5.44  4.42  1.46  1.83  1.11  0.54 21.70
 1957  0.63  0.12  2.03  2.30  4.62  5.18  3.74  3.53  1.96  2.25  1.80  1.25 29.41
 1958  0.60  0.26  0.50  1.67  0.84  5.31  6.68  1.96  4.51  1.37  2.40  0.03 26.13
 1959  1.01  1.09  3.81  5.26  7.45  3.19  5.48  3.12  3.79  2.60  4.00  1.79 42.59
 1960  3.99  1.16  1.63  2.77  6.86  4.47  3.29  5.32  3.99  2.76  0.72  0.53 37.49
 1961  0.20  2.42  4.63  1.99  1.25  2.95  5.62  2.00 10.62  3.35  3.91  1.61 40.55
 1962  0.28  2.05  1.58  2.06  6.71  3.35  5.64  1.73  2.10  3.76  0.73  0.26 30.25
 1963  0.60  0.54  2.92  3.36  3.44  1.22  4.86  6.44  1.53  0.99  1.87  0.54 28.31
 1964  0.28  0.29  1.23  4.51  3.58  5.55  5.67  2.85  4.47  0.15  1.07  0.77 30.42
 1965  1.87  0.98  2.18  6.40  4.92  4.81  1.55  4.08  8.78  0.99  1.92  1.53 40.01
 1966  0.77  0.33  2.18  1.49  8.25  6.69  2.18  1.88  0.78  0.39  0.60  0.60 26.14
 1967  1.16  0.47  2.45  3.61  2.88 10.26  0.72  1.11  2.44  2.30  0.50  0.59 28.49
 1968  0.86  0.12  1.24  5.33  2.01  4.87  2.81  3.02  2.49  2.54  1.26  1.84 28.39
 1969  1.53  0.91  1.02  4.24  0.00  8.06  6.31  3.12  3.48  2.94  0.10  1.18 32.89
 1970  0.16  0.04  4.02  2.19  5.88  2.29  2.77  5.71  7.85  4.48  1.30  0.94 37.63
 1971  0.82  1.95  0.20  0.85  2.50  3.38  4.57  1.02  2.43  2.81  1.08  2.31 23.92
 1972  0.66  1.30  0.99  2.17  3.54  3.88  3.36  4.56  5.13  2.22  2.00  1.74 31.55
 1973  0.59  2.82  2.87  0.00  5.27  2.86  2.17  0.00  5.50  2.53  1.71  2.49 28.81
 1974  2.26  1.07  2.26  5.78 11.78  6.95  1.80  3.57  2.54  3.71  1.54  1.22 44.48
 1975  0.51  1.93  2.47  2.49  2.99  5.19  0.37  3.77  2.08  0.10  4.61  0.55 27.06
 1976  0.12  0.00  1.98  6.64  2.36  5.94  4.08  0.44  0.94  1.38  0.14  0.14 24.16
 1977  0.58  0.57  4.31  1.85  0.00  2.17  4.33  9.21  4.94  6.73  0.72  1.02 36.43
 1978  1.01  0.95  0.77  5.14  3.68  3.48  4.61  2.95  7.60  3.28  3.22  1.59 38.28
 1979  1.84  0.51  3.20  3.73  2.61  3.06  3.36  8.10  0.56  3.07  1.02  0.24 31.30
 1980  1.51  0.63  0.48  1.25  1.38  4.53  2.60  5.95  2.01  1.68  0.22  0.60 22.84
 1981  0.05  1.66  0.39  2.29  1.92  4.80  3.41  4.11  2.40  2.32  0.00  0.70 24.05
 1982  1.99  0.32  2.81  3.40  7.31  2.25  6.48  2.02  5.03  4.70  3.14  2.29 41.74
 1983  0.84  1.35  3.42  2.75  5.09  3.05  4.21  4.83  5.66  5.16  5.57  1.28 43.21
 1984  0.41  1.29  1.92  6.73  4.67  7.62  7.31  0.19  4.56  6.31  3.66  1.67 46.34
 1985  0.94  1.03  2.59  0.90  2.35  2.81  2.16  3.72  6.11  4.26  1.36  1.40 29.63
 1986  0.06  1.24  1.50  3.22  6.42  5.25  2.69  3.62  7.32  3.20  1.06  0.76 36.34
 1987  0.48  0.03  3.57  2.03  4.14  2.50  4.62  9.52  1.36  0.30  3.47  1.67 33.69
 1988  0.14  0.43  0.68  1.14  2.12  0.81  0.91  4.03  4.77  0.78  2.65  0.20 18.66
 1989  1.39  0.78  0.28  1.70  4.13  1.83  4.72  4.09  4.00  3.09  0.18  0.43 26.62
 1990  1.00  0.43  5.29  3.15  5.37 10.75  6.85  4.05  1.07  1.89  2.03  1.44 43.32
 1991  0.87  0.09  4.71  8.23 10.36  3.75  0.30  5.04  2.37  2.87  4.99  1.73 45.31
 1992  0.90  1.57  1.94  4.30  1.05  0.63 12.16  1.71  4.72  0.50  5.29  1.76 36.53
 1993  1.47  1.68  4.40  3.02  5.65  6.30  9.82 12.24  5.45  1.03  1.04  0.67 52.77
 1994  1.14  1.03  0.21  1.84  1.63  5.84  1.36  3.14  4.64  1.84  2.14  1.63 26.44
 1995  1.10  0.49  2.70  6.94  5.29  2.97  2.76  3.69  3.14  1.74  3.10  0.43 34.35
