# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0112] ALBIA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0112
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.78  1.79  5.73  3.79  5.53  8.20  2.66  6.18  1.75  4.46  1.29  1.24 43.40
 1952  0.73  1.11  3.68  2.15  5.02  7.67  3.23  5.46  1.25  0.06  5.34  1.81 37.51
 1953  0.62  1.79  4.38  2.11  1.80  4.15  1.19  0.43  1.04  0.26  0.45  1.34 19.56
 1954  0.20  0.82  2.19  5.97  2.73  3.94  0.72  7.42  1.45  5.54  0.31  0.62 31.91
 1955  2.18  1.87  1.28  4.17  4.62  2.35  4.31  3.23  3.19  0.58  0.41  0.25 28.44
 1956  0.28  1.09  0.76  1.18  1.81  2.44  6.16  8.18  0.88  0.38  1.12  0.62 24.90
 1957  0.80  0.17  2.57  6.40  2.98  4.25  5.10  1.33  3.76  2.05  2.19  1.72 33.32
 1958  1.13  0.73  0.44  1.53  2.10  3.65 12.62  4.63  4.05  1.17  1.97  0.19 34.21
 1959  1.46  1.55  4.16  4.96  6.38  2.34  4.03  2.99  5.65  3.72  0.71  2.26 40.21
 1960  3.17  2.22  2.50  4.67  9.54  5.89  2.42  3.35  2.01  3.95  1.70  0.57 41.99
 1961  0.43  1.50  5.32  1.49  1.32  1.23  7.48  1.36 10.51  2.17  8.40  1.86 43.07
 1962  1.32  2.42  0.93  1.40  8.02  2.97  5.26  5.23  1.54  4.87  1.42  0.42 35.80
 1963  0.79  0.63  3.98  2.06  3.49  1.23  4.66  3.43  2.61  1.17  2.10  0.55 26.70
 1964  0.63  0.00  1.68  4.87  2.33  6.70  3.20  3.17  4.32  0.11  1.11  1.12 29.24
 1965  2.85  1.15  2.53  6.55  4.26  5.06  2.36  4.46 10.05  1.58  1.76  2.48 45.09
 1966  1.13  0.51  1.00  2.81  5.89  5.10  3.15  1.51  2.53  1.54  0.80  1.29 27.26
 1967  1.42  1.04  2.93  5.94  5.02 10.59  1.28  0.81  3.89  6.86  0.71  1.47 41.96
 1968  0.82  0.39  1.85  5.75  2.26  2.17  3.13  2.09  4.90  2.53  4.58  1.21 31.68
