# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3487] GRUNDY-CENTER
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia3487
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.28  1.90  4.33  5.00  3.80  4.47  5.91  6.39  1.80  3.82  1.24  0.84 39.78
 1952  1.40  0.35  3.05  1.18  3.49  3.57  3.02  2.08  0.76  0.04  2.89  1.25 23.08
 1953  0.55  1.59  3.85  3.58  2.68  7.75  4.02  1.92  0.56  0.23  1.39  0.90 29.02
 1954  0.19  1.00  1.69  4.60  5.81  8.68  1.05  7.46  2.80  3.59  0.16  0.80 37.83
 1955  0.49  1.41  0.94  2.84  3.09  1.47  5.01  0.84  3.56  1.19  0.16  0.36 21.36
 1956  0.27  0.22  0.91  2.82  4.31  2.50  4.02  4.87  2.75  1.89  0.75  0.30 25.61
 1957  0.27  0.45  0.93  2.47  6.88  4.80  4.79  7.68  0.97  2.99  2.08  0.78 35.09
 1958  0.60  0.08  0.59  2.30  2.11  6.41  8.27  3.56  3.62  1.40  2.45  0.20 31.59
 1959  0.47  1.31  3.48  1.66  4.55  3.60  2.38  3.86  2.98  1.46  2.71  1.35 29.81
 1960  2.70  0.83  1.58  4.64  5.29  2.98  1.39  5.26  4.73  2.28  0.94  0.57 33.19
 1961  0.15  2.68  4.35  2.60  1.38  1.59  5.85  1.27  3.77  3.34  1.33  0.00 28.31
 1962  0.60  1.55  1.18  2.22  4.88  2.34  6.43  1.98  2.44  2.58  0.00  0.10 26.30
 1963  0.21  0.14  2.35  3.57  2.10  2.23  6.29  2.49  3.55  0.50  1.61  0.70 25.74
 1964  0.35  0.20  1.60  5.81  4.39  2.90  4.69  2.99  4.83  0.29  0.92  1.07 30.04
 1965  0.92  1.43  2.89  4.17  5.27  3.71  5.12  5.92  9.78  1.55  1.72  1.54 44.02
 1966  1.19  1.03  2.86  2.14  3.57  7.21  4.11  5.67  0.64  2.09  0.40  1.01 31.92
