# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6719] POCAHONTAS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6719 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     14      0      0      0    210    103     82     69
 1952     44     21     17     13    350    224    201    179
 1953    151     72     55     40    209    100     80     64
 1954     54     11      7      5    429    275    243    214
 1955    110     56     44     33    512    336    300    266
 1956     83     32     25     19    293    188    164    141
 1957    106     42     33     25    367    236    211    189
 1958     66     21     13      8    328    192    163    136
 1959     93     33     25     19    347    212    185    160
 1960     19      4      3      2    366    224    194    169
 1961     67     25     19     14    227    119     98     78
 1962     23     11      9      7    319    190    168    149
 1963    192    125    113    101    407    258    227    197
 1964     62     23     17     12    338    197    170    145
 1965      4      0      0      0    260    144    123    104
 1966    212    121    100     83    210    109     90     73
 1967    211    139    124    111    369    223    192    162
 1968    277    175    154    134    405    252    221    191
 1969     14      0      0      0    339    196    166    139
 1970     20      2      0      0    366    235    207    182
 1971     68     33     26     20    382    251    221    191
 1972    100     42     33     24    277    153    128    106
 1973    114     43     31     22    311    185    158    133
 1974     99     36     27     21    332    200    171    147
 1975     20      2      0      0    181     85     70     55
 1976    125     69     57     47    426    273    241    211
 1977    175     89     73     60    483    319    286    256
 1978     86     44     36     29    260    133    109     90
 1979     18      5      4      3    211    113     91     77
 1980     49     16     13     10    330    210    185    163
 1981    206    105     86     69    473    313    281    251
 1982     75     20     13      7    269    161    137    114
 1983     83     36     28     22    175     97     83     71
 1984     23      6      4      2    223    110     89     71
 1985    159     77     62     50    440    289    260    232
 1986    168     94     83     74    364    226    197    171
 1987    156     87     74     62    433    290    261    237
 1988    176     95     79     63    295    181    155    130
 1989    105     55     47     40    367    238    209    181
 1990    152     75     59     46    359    225    196    171
 1991    122     57     46     37    342    202    176    152
 1992    113     47     37     28    215    128    113     99
 1993     34     14     11      9    223    120     99     82
 1994    138     70     58     47    343    232    207    182
 1995    114     53     43     34    201    107     88     72
 1996     76     31     25     20    239    145    126    109
 1997     99     47     37     28    256    154    133    112
 1998     78     42     37     32    299    174    148    124
 1999    126     60     48     38    277    153    128    106
 2000    230    129    109     91    322    213    190    168
 2001     13      4      3      2    361    227    199    173
 2002     50     15     12      9    335    209    183    158
 2003    156     88     76     65    396    267    242    220
 2004    166     78     62     50    383    247    219    192
 2005    120     62     52     44    438    272    236    204
     ****************************  ****************************
 MEAN  102.1   49.8   40.9   33.3  324.9  198.5  172.7  149.4
 STDV   64.4   40.5   35.3   30.7   82.3   63.3   59.1   54.6

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    664    441    392    348    722    491    435    382
 1952    556    353    308    268    940    701    643    588
 1953    637    433    390    350    953    716    657    599
 1954    510    342    304    270    931    695    639    584
 1955    749    530    482    438    815    583    529    480
 1956    646    440    398    356    975    739    681    625
 1957    580    373    331    292    836    600    542    487
 1958    708    504    457    414    750    520    466    420
 1959    690    475    426    379    922    682    625    569
 1960    646    434    387    343    808    573    518    466
 1961    558    367    328    290    870    633    578    527
 1962    792    561    507    456    840    602    545    490
 1963    618    409    366    327    985    745    686    627
 1964    780    548    498    450    884    652    595    539
 1965    762    537    484    435    888    648    588    532
 1966    564    396    361    328    878    639    582    526
 1967    512    331    293    258    840    600    543    487
 1968    513    334    297    263    903    667    611    557
 1969    684    469    421    375    746    524    472    421
 1970    718    510    461    416    914    676    619    564
 1971    568    376    335    297   1003    763    704    645
 1972    633    422    376    333    825    588    533    483
 1973    526    325    284    247    900    660    601    544
 1974    540    351    311    275    802    567    513    460
 1975    696    474    426    382    848    610    553    497
 1976    569    377    335    295    849    613    556    502
 1977    834    598    543    491    896    657    598    540
 1978    606    408    364    322    863    630    573    522
 1979    529    350    313    280    857    623    568    514
 1980    655    453    414    375    855    618    562    508
 1981    624    434    394    357    911    674    615    558
 1982    613    389    341    297    693    469    421    375
 1983    493    323    290    259    866    629    574    520
 1984    500    329    294    259    859    621    564    508
 1985    720    502    457    416    743    515    464    416
 1986    626    417    372    329    896    657    598    541
 1987    783    555    504    454    955    717    659    602
 1988    808    576    525    477    971    732    674    617
 1989    622    427    384    345    832    598    543    490
 1990    511    319    279    241    885    652    597    542
 1991    710    500    452    405    962    722    662    602
 1992    643    444    404    367    830    594    538    487
 1993    545    334    292    253    790    558    502    448
 1994    663    460    416    375    916    679    621    563
 1995    496    296    259    223    865    630    573    517
 1996    480    290    250    215    857    623    567    511
