# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7147] ROCK-RAPIDS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia7147
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  25   6  26   4  36  16  52  30  64  39  73  51  84  60  85  60  79  56  70  42  53  30  35  18
  2  26   5  24   3  37  16  51  29  66  40  74  51  84  61  85  60  79  55  71  41  50  29  36  17
  3  26   4  27   5  34  15  51  29  67  41  76  51  83  60  85  61  80  55  69  40  49  27  35  16
  4  23   3  28   7  35  15  49  27  68  42  78  53  84  61  84  60  79  54  66  40  47  26  34  15
  5  23   1  27   7  36  15  52  28  69  43  77  54  84  61  83  59  78  53  67  40  49  25  35  14
  6  24   3  27   7  36  14  54  29  68  42  79  55  85  60  84  60  79  53  65  39  47  26  31  12
  7  23   1  27   6  36  13  57  31  68  43  79  57  85  61  83  59  80  53  63  38  48  25  30  13
  8  23   0  27   7  36  16  53  31  68  43  79  56  86  62  84  59  78  52  64  38  49  25  31  12
  9  22   1  28   7  36  16  52  30  68  44  79  55  84  61  83  58  77  52  63  36  46  25  31   9
 10  22   0  29   9  38  18  54  31  70  44  79  56  85  61  83  57  77  49  64  36  47  24  30   9
 11  23   2  28   7  39  19  56  32  71  44  79  57  86  62  82  56  77  49  65  38  45  23  29   9
 12  22   4  28   8  40  20  55  32  71  44  81  56  85  63  83  57  76  50  66  38  44  23  28   9
 13  25   3  30   8  39  21  56  31  70  43  82  57  85  62  83  58  74  50  64  39  44  25  30   9
 14  26   5  30   9  41  21  57  33  71  45  82  57  85  61  83  58  72  47  64  38  44  23  29   9
 15  23   2  29  10  41  19  59  34  72  46  81  57  85  60  82  58  71  47  64  36  44  24  29   9
 16  24   0  28   8  41  20  60  35  73  47  80  56  86  61  84  58  72  47  61  36  44  22  31   8
 17  25   4  32   9  42  22  59  35  74  48  80  57  86  62  83  59  72  47  61  35  44  23  28   9
 18  24   4  32  13  41  23  61  35  72  48  80  57  87  63  83  59  74  49  61  34  43  23  27   8
 19  25   3  30  11  41  24  62  37  72  48  81  58  87  63  82  58  73  49  59  33  42  22  28   8
 20  22   2  32  11  43  24  62  37  74  47  81  57  85  62  82  58  70  47  59  33  42  23  25   6
 21  23   3  32  11  43  21  62  36  75  49  81  58  85  61  82  58  69  44  60  33  40  21  25   6
 22  27   5  34  11  44  23  61  36  75  50  81  58  85  61  82  58  69  43  61  35  40  19  26   7
 23  25   4  34  13  44  24  62  37  73  49  81  57  85  60  82  58  66  41  59  34  40  20  27   9
 24  26   4  34  12  45  23  63  37  74  49  83  58  85  61  82  57  68  41  58  33  37  17  26   6
 25  25   5  35  12  44  24  66  38  73  50  84  59  86  61  82  57  71  42  58  33  40  18  25   7
 26  21   2  36  14  46  24  66  40  72  50  84  59  86  61  83  59  71  42  58  32  37  17  27   5
 27  23   2  35  17  48  27  64  40  72  50  84  60  85  61  83  59  70  41  59  32  35  16  27   7
 28  24   3  35  16  51  26  63  38  73  51  85  60  84  61  82  58  70  41  56  30  32  14  28  10
 29  24   3  38  12  47  28  65  39  75  52  85  61  85  59  81  58  69  42  56  30  33  14  27   8
 30  26   3 *** ***  49  28  64  39  76  52  83  60  84  60  83  58  69  42  56  31  35  16  25   6
 31  27   3 *** ***  51  29 *** ***  75  51 *** ***  85  60  80  56 *** ***  54  31 *** ***  25   5
