# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2689] EMMETSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2689 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951      6      0      0      0    178     89     76     64
 1952     37     17     14     11    360    234    209    187
 1953    115     43     31     22    177     78     60     46
 1954     33      7      4      2    390    249    221    194
 1955     94     44     33     24    462    304    272    243
 1956     53     15     11      7    249    152    130    108
 1957     77     28     19     12    351    229    206    184
 1958     63     18     11      7    307    175    148    124
 1959     81     29     22     16    346    212    184    160
 1960     15      2      1      0    331    202    178    158
 1961     48     14      9      7    184     91     73     57
 1962     11      2      1      0    271    157    140    126
 1963    159    108     97     86    380    231    197    168
 1964     52     20     15     10    304    176    151    131
 1965      2      0      0      0    241    134    112     94
 1966    185    102     84     67    182     87     70     56
 1967    178    115    103     91    320    187    157    132
 1968    267    171    153    135    385    245    216    188
 1969     11      1      0      0    335    197    171    146
 1970     13      0      0      0    341    217    191    169
 1971     62     28     22     18    368    236    206    179
 1972     88     35     27     19    239    124    103     83
 1973    120     44     30     20    294    176    150    125
 1974    103     33     26     20    358    213    180    153
 1975     21      3      1      0    178     74     58     42
 1976    154     93     82     71    459    304    269    234
 1977    174     84     67     51    514    351    317    287
 1978    132     74     62     52    275    148    122     98
 1979     18      2      1      0    231    123    103     84
 1980     61     21     15     11    376    239    212    189
 1981    169     76     59     43    480    314    277    244
 1982     78     25     16     10    284    180    157    137
 1983     83     38     29     22    181     96     82     70
 1984     29      4      1      0    228    109     87     67
 1985    147     69     53     41    454    303    273    243
 1986    179    105     92     82    379    230    197    168
 1987    163     85     74     63    482    327    295    266
 1988    169     84     66     52    357    225    195    167
 1989    113     59     51     44    381    241    211    184
 1990    154     72     56     43    387    237    206    179
 1991    123     56     46     38    370    220    190    162
 1992    130     54     42     31    256    145    126    108
 1993     22      4      3      2    239    124    102     84
 1994    134     60     49     39    362    245    219    193
 1995    121     48     37     29    218    115     93     74
 1996     81     33     27     22    266    160    139    118
 1997    111     58     48     39    263    149    126    104
 1998     74     42     37     32    295    173    148    124
 1999    109     51     40     32    272    143    119     96
 2000    227    126    106     89    299    190    168    147
 2001     15      5      4      3    369    227    197    169
 2002     36     14     11      8    322    195    170    146
 2003    157     87     74     63    389    260    235    211
 2004    157     69     55     45    378    243    215    187
 2005     96     47     41     36    426    259    222    189
     ****************************  ****************************
 MEAN   96.5   45.9   37.4   30.3  322.2  195.3  169.7  146.3
 STDV   62.7   38.6   33.8   29.5   85.9   67.6   62.8   58.4

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    666    440    388    342    707    476    420    367
 1952    574    361    316    274    951    713    654    595
 1953    597    390    349    311    927    688    629    572
 1954    483    314    275    239    915    679    623    568
 1955    719    497    450    407    775    541    484    434
 1956    638    433    389    350    970    735    677    619
 1957    543    348    305    264    808    571    514    458
 1958    693    485    438    394    742    509    454    406
 1959    673    461    413    366    917    677    619    566
 1960    607    397    349    304    790    553    496    445
 1961    524    339    300    263    860    622    566    513
 1962    752    518    465    415    825    587    531    477
 1963    593    388    345    305    941    702    643    585
 1964    735    511    464    419    851    619    565    511
 1965    710    482    429    378    869    629    572    516
 1966    541    370    335    302    886    648    590    533
 1967    476    301    265    234    827    588    530    475
 1968    482    308    271    237    867    635    579    525
 1969    652    442    397    355    715    494    444    395
 1970    701    489    442    397    912    674    617    562
 1971    579    390    352    315    985    745    685    625
 1972    646    439    392    346    848    609    554    501
 1973    590    384    340    298    918    678    618    559
 1974    561    366    324    286    833    595    540    487
 1975    713    491    443    398    852    617    559    504
 1976    595    401    360    321    876    639    585    533
 1977    866    627    572    518    918    679    620    561
 1978    645    447    403    361    887    655    598    543
 1979    559    372    333    296    859    625    569    513
 1980    703    487    442    398    856    622    567    517
 1981    591    396    354    315    898    658    599    541
 1982    656    429    376    326    724    496    446    400
 1983    505    330    293    260    834    604    549    496
 1984    556    358    316    276    884    644    585    528
 1985    705    483    439    397    761    535    486    440
 1986    646    434    387    341    916    677    618    560
 1987    808    576    523    475    979    739    680    622
 1988    831    599    548    500   1004    765    707    649
 1989    655    450    404    364    860    625    571    518
 1990    558    356    312    271    931    698    640    583
 1991    737    520    470    422    985    745    685    625
 1992    671    466    422    378    844    606    549    495
 1993    584    367    323    280    784    548    492    438
 1994    711    499    453    409    930    691    632    574
 1995    527    314    273    235    866    631    575    521
 1996    513    315    272    233    887    651    593    537
 1997    488    301    263    226    938    698    638    578
 1998    746    511    460    414    760    529    476    424
 1999    600    376    331    289    819    582    525    471
 2000    682    466    418    372    791    555    502    450
 2001    627    393    341    296    862    623    566    512
 2002    536    357    317    283    974    734    674    615
 2003    554    336    296    262    845    605    546    487
 2004    617    407    361    317    822    583    527    474
 2005    559    353    307    265    965    725    665    605
     ****************************  ****************************
 MEAN  626.9  419.5  374.6  332.7  868.2  631.8  575.1  520.1
 STDV   90.9   77.4   73.7   69.9   72.9   70.4   68.5   65.8

               JULY                        AUGUST      
     ****************************  *************************** 
