# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4502] KNOXVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4502
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.60  2.55  4.35  3.59  5.22  6.08  5.53  3.66  1.54  4.60  1.96  0.84 40.52
 1952  1.06  0.93  3.55  1.96  3.60  7.61  1.34  5.61  2.27  0.00  7.67  1.31 36.91
 1953  0.75  3.18  3.97  2.52  1.04  5.70  1.71  0.82  0.73  0.18  0.60  1.14 22.34
 1954  0.04  1.15  1.82  4.60  2.86  5.08  0.51  8.45  1.12  4.12  0.24  0.99 30.98
 1955  1.58  1.50  1.10  3.14  3.37  1.71  2.37  1.37  5.23  0.89  0.29  0.39 22.94
 1956  0.37  0.90  0.35  1.78  2.32  0.96  2.42  5.63  1.25  0.72  1.63  0.58 18.91
 1957  0.53  0.17  2.56  4.65  3.62  4.74  3.75  4.22  3.46  1.82  1.33  1.45 32.30
 1958  0.66  0.58  0.57  1.35  2.61  2.55 13.57  1.93  3.26  0.44  3.15  0.33 31.00
 1959  1.05  1.48  2.99  4.63  8.60  3.85  3.44  2.81  4.59  3.09  2.15  1.57 40.25
 1960  3.70  1.70  2.79  3.53  8.61  4.75  3.07  6.52  3.38  3.57  0.63  0.50 42.75
 1961  0.36  2.26  5.47  1.11  1.55  2.24  6.47  2.27  8.90  1.68  4.66  1.45 38.42
 1962  1.06  2.05  1.41  2.03  5.13  3.66  3.99  2.60  1.53  3.87  1.08  0.39 28.80
 1963  0.78  0.52  3.31  2.93  3.75  0.59  6.31  5.36  1.87  0.29  1.32  0.54 27.57
 1964  0.48  0.32  1.19  4.69  4.43  7.06  3.55  3.67  3.28  0.12  1.08  0.66 30.53
 1965  2.14  0.82  2.11  8.43  3.38  3.86  2.39  4.83  8.15  0.58  1.88  2.10 40.67
